#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS_term15_2.txt -l -iN 15 -iC 15
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2086.511485815048
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv0167	yrbE1A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 	6	124.3	196.6	0.66	2237.5	2358.62	72.2	0.36230	0.92034
Rv0168	yrbE1B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 	12	217.4	426.2	0.97	7828.1	10229.40	208.8	0.05060	0.50983
Rv0169	mce1A	MCE-FAMILY PROTEIN MCE1A 	26	248.1	370.7	0.58	19353.4	19274.76	122.5	0.18840	0.78926
Rv0170	mce1B	MCE-FAMILY PROTEIN MCE1B 	11	177.0	252.7	0.51	5840.5	5559.01	75.7	0.27010	0.88750
Rv0171	mce1C	MCE-FAMILY PROTEIN MCE1C 	18	205.8	333.3	0.70	11112.3	12000.00	127.6	0.01010	0.19282
Rv0172	mce1D	MCE-FAMILY PROTEIN MCE1D 	22	219.2	383.1	0.81	14467.8	16855.46	163.9	0.00170	0.05560
Rv0173	lprK	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) 	11	226.6	411.4	0.86	7476.6	9051.18	184.9	0.02640	0.35112
Rv0174	mce1F	MCE-FAMILY PROTEIN MCE1F 	15	283.8	513.4	0.86	12769.2	15401.16	229.6	0.00730	0.15411
Rv0175	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	6	116.0	243.6	1.07	2088.8	2923.21	127.6	0.11800	0.72174
Rv0176	-	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN 	11	132.3	440.9	1.74	4364.8	9699.40	308.6	0.00200	0.06000
Rv0177	-	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN 	8	224.9	410.5	0.87	5398.4	6567.23	185.5	0.36170	0.92034
Rv0178	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	8	130.3	361.4	1.47	3127.9	5782.22	231.1	0.02690	0.35540
Rv0179c	lprO	POSSIBLE LIPOPROTEIN LPRO 	19	227.4	236.8	0.06	12962.5	8999.60	9.4	0.88710	1.00000
Rv0180c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	24	34.8	21.6	-0.69	2503.4	1037.63	-13.2	0.07590	0.57817
Rv0181c	-	hypothetical protein Rv0181c 	12	124.5	118.0	-0.08	4482.0	2832.14	-6.5	0.88960	1.00000
Rv0182c	sigG	RNA polymerase factor sigma-70 	15	136.6	285.9	1.07	6145.4	8578.34	149.4	0.02190	0.33225
Rv0183	-	POSSIBLE LYSOPHOSPHOLIPASE 	11	219.5	356.3	0.70	7242.5	7838.75	136.8	0.08690	0.62138
Rv0184	-	hypothetical protein Rv0184 	10	73.8	121.1	0.71	2212.7	2421.26	47.3	0.24580	0.85933
Rv0185	-	hypothetical protein Rv0185 	8	47.4	40.3	-0.23	1137.2	644.23	-7.1	0.78440	1.00000
Rv0186	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) 	22	86.3	73.8	-0.22	5694.0	3248.72	-12.4	0.65940	1.00000
Rv0187	-	PROBABLE O-METHYLTRANSFERASE 	5	119.5	61.7	-0.95	1792.1	616.61	-57.8	0.15630	0.75593
Rv0188	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	202.6	250.3	0.30	3647.2	3003.07	47.6	0.71570	1.00000
Rv0189c	ilvD	dihydroxy-acid dehydratase 	17	0.2	1.8	3.52	7.9	60.43	1.6	0.00770	0.15919
Rv0190	-	hypothetical protein Rv0190 	1	325.3	539.1	0.73	975.8	1078.13	213.8	0.59790	0.99229
Rv0191	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	370.7	322.8	-0.20	12233.6	7102.64	-47.9	0.62460	1.00000
Rv0192	-	hypothetical protein Rv0192 	8	312.0	427.0	0.45	7489.0	6832.19	115.0	0.32960	0.92034
Rv0192A	-	CONSERVED SECRETED PROTEIN 	1	104.1	442.9	2.09	312.4	885.73	338.7	0.31030	0.91847
Rv0193c	-	hypothetical protein Rv0193c 	24	223.8	311.3	0.48	16111.3	14941.00	87.5	0.10870	0.69283
Rv0194	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	36	270.1	441.9	0.71	29168.3	31817.50	171.8	0.00960	0.18594
Rv0195	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	5	221.9	444.8	1.00	3328.4	4448.09	222.9	0.12420	0.72779
Rv0196	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	174.9	284.9	0.70	3673.7	3987.91	109.9	0.27060	0.88750
Rv0197	-	POSSIBLE OXIDOREDUCTASE 	21	109.9	157.4	0.52	6920.8	6611.83	47.6	0.39660	0.92034
Rv0198c	-	PROBABLE ZINC METALLOPROTEASE 	32	37.9	69.7	0.88	3641.5	4459.47	31.7	0.05200	0.51741
Rv0199	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	192.3	202.5	0.07	6921.6	4859.63	10.2	0.89370	1.00000
Rv0200	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	80.5	132.5	0.72	1690.5	1855.57	52.0	0.42120	0.92565
Rv0201c	-	hypothetical protein Rv0201c 	7	161.3	81.5	-0.98	3386.5	1141.57	-79.7	0.11390	0.71344
Rv0202c	mmpL11	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 	22	119.4	157.3	0.40	7879.6	6919.27	37.9	0.19800	0.80122
Rv0203	-	POSSIBLE EXPORTED PROTEIN 	2	224.9	467.9	1.06	1349.6	1871.75	243.0	0.42340	0.92670
Rv0204c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	14	41.5	72.4	0.80	1741.9	2026.84	30.9	0.03140	0.39030
Rv0205	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	151.5	174.0	0.20	5454.6	4175.48	22.5	0.71490	1.00000
Rv0206c	mmpL3	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 	23	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0207c	-	hypothetical protein Rv0207c 	5	108.4	132.5	0.29	1625.9	1324.66	24.1	0.69370	1.00000
Rv0208c	trmB	tRNA (guanine-N(7))-methyltransferase 	6	147.9	248.9	0.75	2662.1	2986.28	101.0	0.41290	0.92034
Rv0209	-	hypothetical protein Rv0209 	10	214.3	198.8	-0.11	6429.1	3976.40	-15.5	0.80720	1.00000
Rv0210	-	hypothetical protein Rv0210 	9	176.3	224.2	0.35	4760.3	4035.96	47.9	0.49020	0.96322
Rv0211	pckA	phosphoenolpyruvate carboxykinase 	18	47.2	50.8	0.11	2550.8	1830.33	3.6	0.82880	1.00000
Rv0212c	nadR	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 	4	303.5	238.7	-0.35	3641.8	1909.34	-64.8	0.71680	1.00000
Rv0213c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	25	221.9	327.8	0.56	16642.6	16388.88	105.9	0.27390	0.88850
Rv0214	fadD4	acyl-CoA synthetase 	23	138.1	166.8	0.27	9527.0	7673.38	28.7	0.42790	0.92789
Rv0215c	fadE3	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 	7	171.4	383.4	1.16	3599.5	5367.18	212.0	0.22240	0.84107
Rv0216	-	hypothetical protein Rv0216 	14	79.2	56.2	-0.49	3325.4	1574.64	-22.9	0.52670	0.97340
Rv0217c	lipW	POSSIBLE ESTERASE LIPW 	15	135.1	175.1	0.37	6078.9	5251.85	40.0	0.34470	0.92034
Rv0218	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	15	93.0	182.7	0.97	4186.0	5481.90	89.7	0.03980	0.45114
Rv0219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	87.1	102.8	0.24	2350.4	1849.60	15.7	0.74440	1.00000
Rv0220	lipC	PROBABLE ESTERASE LIPC 	14	57.6	80.7	0.49	2420.1	2259.47	23.1	0.43430	0.93415
Rv0221	-	hypothetical protein Rv0221 	17	178.1	129.6	-0.46	9084.9	4407.49	-48.5	0.46710	0.95331
Rv0222	echA1	enoyl-CoA hydratase 	6	50.5	17.2	-1.56	909.7	205.97	-33.4	0.25890	0.87766
Rv0223c	-	PROBABLE ALDEHYDE DEHYDROGENASE 	16	98.6	32.4	-1.61	4732.2	1035.62	-66.2	0.00590	0.13687
Rv0224c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	9	0.1	0.6	2.14	3.8	11.15	0.5	0.75280	1.00000
Rv0225	-	POSSIBLE CONSERVED PROTEIN 	17	0.0	0.6	0.67	0.0	20.24	0.6	0.15570	0.75593
Rv0226c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	16	0.0	0.6	0.71	0.0	20.24	0.6	0.15450	0.75593
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	11	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	117.8	173.3	0.56	2472.9	2426.69	55.6	0.26750	0.88750
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	11	310.4	281.6	-0.14	10241.8	6196.00	-28.7	0.76220	1.00000
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	26	316.7	462.8	0.55	24705.2	24063.30	146.0	0.07140	0.56842
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	350.6	413.4	0.24	9466.6	7440.80	62.8	0.67290	1.00000
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	10	317.8	309.6	-0.04	9533.4	6192.14	-8.2	0.95020	1.00000
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	15	54.0	74.0	0.45	2432.0	2221.05	20.0	0.49300	0.96322
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	67.8	104.7	0.63	3457.0	3561.44	37.0	0.30220	0.91502
Rv0236A	-	SMALL SECRETED PROTEIN 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	28	0.0	0.2	2.06	4.0	11.16	0.2	0.75440	1.00000
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	9	131.0	139.1	0.09	3537.3	2503.80	8.1	0.88340	1.00000
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	32.8	21.9	-0.58	885.2	393.83	-10.9	0.46840	0.95450
Rv0239	-	hypothetical protein Rv0239 	2	182.0	122.8	-0.57	1091.8	491.25	-59.2	0.59760	0.99229
Rv0240	-	hypothetical protein Rv0240 	5	227.5	289.4	0.35	3412.6	2894.49	61.9	0.60820	0.99229
Rv0241c	-	hypothetical protein Rv0241c 	10	39.1	26.6	-0.55	1173.0	532.29	-12.5	0.43210	0.93193
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	7	141.5	81.9	-0.79	2971.5	1147.20	-59.6	0.32930	0.92034
Rv0243	fadA2	acetyl-CoA acetyltransferase 	17	115.5	89.0	-0.38	5888.1	3026.18	-26.4	0.25840	0.87739
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	19	60.7	42.3	-0.52	3458.4	1607.12	-18.4	0.11500	0.71808
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	3	124.9	199.2	0.67	1123.8	1194.91	74.3	0.41910	0.92489
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	232.5	296.5	0.35	13947.2	11861.72	64.1	0.39580	0.92034
Rv0247c	-	fumarate reductase iron-sulfur subunit 	8	67.8	45.2	-0.59	1627.8	722.82	-22.6	0.31210	0.92034
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	27	127.1	75.8	-0.75	10298.7	4093.96	-51.3	0.24490	0.85933
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	20	131.9	109.9	-0.26	7911.2	4395.49	-22.0	0.48240	0.95994
Rv0250c	-	hypothetical protein Rv0250c 	3	308.4	217.4	-0.50	2775.6	1304.45	-91.0	0.85740	1.00000
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	3	191.5	334.6	0.81	1723.3	2007.61	143.1	0.43760	0.93542
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	24	111.0	101.9	-0.12	7989.6	4890.91	-9.1	0.78200	1.00000
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	4	37.2	122.8	1.72	446.4	982.48	85.6	0.15580	0.75593
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	4	146.5	247.8	0.76	1758.3	1982.26	101.3	0.22600	0.84871
Rv0255c	cobQ1	cobyric acid synthase 	11	201.4	242.2	0.27	6647.4	5327.49	40.7	0.58140	0.99229
Rv0256c	PPE2	PPE FAMILY PROTEIN 	22	284.0	327.5	0.21	18746.7	14410.94	43.5	0.53930	0.97491
Rv0257	-	hypothetical protein Rv0257 	3	275.1	247.3	-0.15	2476.0	1483.94	-27.8	0.79070	1.00000
Rv0258c	-	hypothetical protein Rv0258c 	4	8.3	21.7	1.39	99.4	173.52	13.4	0.15880	0.75593
Rv0259c	-	hypothetical protein Rv0259c 	5	17.8	11.1	-0.68	266.5	110.55	-6.7	0.53270	0.97409
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	14	50.6	102.4	1.02	2125.0	2865.90	51.8	0.15450	0.75593
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	18	50.2	88.7	0.82	2710.4	3193.71	38.5	0.24140	0.85882
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	6	37.8	78.7	1.06	681.1	944.65	40.9	0.41840	0.92489
Rv0263c	-	hypothetical protein Rv0263c 	11	50.2	40.9	-0.30	1658.1	898.71	-9.4	0.76530	1.00000
Rv0264c	-	hypothetical protein Rv0264c 	8	164.3	203.5	0.31	3942.1	3255.24	39.2	0.62610	1.00000
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	6	221.2	257.8	0.22	3981.2	3093.24	36.6	0.70380	1.00000
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	26	278.2	303.3	0.12	21699.6	15769.56	25.1	0.66500	1.00000
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	7	291.5	339.5	0.22	6121.1	4753.06	48.0	0.66540	1.00000
Rv0268c	-	hypothetical protein Rv0268c 	11	469.0	647.0	0.46	15477.3	14233.83	178.0	0.14040	0.75593
Rv0269c	-	hypothetical protein Rv0269c 	5	194.7	264.6	0.44	2921.1	2645.94	69.9	0.52680	0.97340
Rv0270	fadD2	acyl-CoA synthetase 	14	154.2	178.4	0.21	6476.3	4995.80	24.2	0.59090	0.99229
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	21	153.3	152.5	-0.01	9659.4	6403.48	-0.9	0.98100	1.00000
Rv0272c	-	hypothetical protein Rv0272c 	11	46.2	66.1	0.52	1524.4	1453.44	19.9	0.49920	0.96327
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	13	63.5	35.3	-0.85	2475.0	917.12	-28.2	0.21130	0.82252
Rv0274	-	hypothetical protein Rv0274 	7	228.7	157.0	-0.54	4803.3	2198.35	-71.7	0.47960	0.95856
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	5	101.5	112.7	0.15	1523.2	1127.14	11.2	0.81370	1.00000
Rv0276	-	hypothetical protein Rv0276 	16	195.5	255.9	0.39	9383.8	8189.75	60.4	0.40130	0.92034
Rv0277c	-	hypothetical protein Rv0277c 	4	259.0	237.7	-0.12	3107.9	1901.48	-21.3	0.86270	1.00000
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	16	62.5	124.4	0.99	2997.9	3982.19	62.0	0.11350	0.71205
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	12	133.6	226.2	0.76	4808.8	5429.45	92.6	0.18310	0.78926
Rv0280	PPE3	PPE FAMILY PROTEIN 	21	210.7	272.2	0.37	13274.8	11433.45	61.5	0.22930	0.85029
Rv0281	-	hypothetical protein Rv0281 	8	262.0	322.8	0.30	6289.1	5164.74	60.7	0.51330	0.96455
Rv0282	-	hypothetical protein Rv0282 	14	0.1	0.0	-0.13	4.0	0.00	-0.1	1.00000	1.00000
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	18	0.0	0.3	0.33	0.0	9.10	0.3	0.39640	0.92034
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	42	0.0	0.1	0.18	0.0	11.21	0.1	0.39340	0.92034
Rv0285	PE5	PE FAMILY PROTEIN 	3	0.4	0.0	-0.53	4.0	0.00	-0.4	1.00000	1.00000
Rv0286	PPE4	PPE FAMILY PROTEIN 	22	0.0	0.3	0.33	0.0	11.21	0.3	0.39560	0.92034
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	5	0.3	0.0	-0.33	3.8	0.00	-0.3	1.00000	1.00000
Rv0289	-	hypothetical protein Rv0289 	11	0.0	1.0	1.01	0.0	22.42	1.0	0.16170	0.75593
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	13	0.0	0.3	0.43	0.0	9.10	0.3	0.39260	0.92034
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	10	0.0	5.0	2.60	0.0	100.90	5.0	0.01740	0.30055
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	0.0	10.2	3.48	0.0	224.21	10.2	0.00640	0.14108
Rv0293c	-	hypothetical protein Rv0293c 	24	152.6	86.0	-0.83	10984.3	4127.88	-66.6	0.02730	0.35950
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	10	99.8	29.0	-1.78	2993.9	579.84	-70.8	0.07250	0.56944
Rv0295c	-	hypothetical protein Rv0295c 	6	75.0	89.3	0.25	1349.8	1071.64	14.3	0.73800	1.00000
Rv0296c	-	PROBABLE SULFATASE 	36	185.5	197.7	0.09	20032.2	14234.91	12.2	0.84730	1.00000
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	9	108.2	194.4	0.84	2922.7	3499.62	86.2	0.14130	0.75593
Rv0298	-	hypothetical protein Rv0298 	4	143.6	231.5	0.69	1722.8	1852.21	88.0	0.24250	0.85882
Rv0299	-	hypothetical protein Rv0299 	1	272.7	202.8	-0.43	818.1	405.52	-69.9	0.50260	0.96395
Rv0300	-	hypothetical protein Rv0300 	3	330.3	392.2	0.25	2972.5	2352.92	61.9	0.62690	1.00000
Rv0301	-	hypothetical protein Rv0301 	6	548.6	442.1	-0.31	9875.1	5305.12	-106.5	0.51300	0.96455
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	6	258.0	189.4	-0.45	4643.6	2272.49	-68.6	0.52390	0.97308
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	9	223.2	176.2	-0.34	6025.8	3172.25	-46.9	0.42130	0.92565
Rv0304c	PPE5	PPE FAMILY PROTEIN 	95	187.6	208.1	0.15	53469.5	39543.38	20.5	0.48100	0.95959
Rv0305c	PPE6	PPE FAMILY PROTEIN 	40	209.8	303.9	0.53	25176.9	24314.19	94.1	0.02010	0.32172
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	4	233.7	388.0	0.73	2804.0	3103.87	154.3	0.27830	0.89550
Rv0307c	-	hypothetical protein Rv0307c 	6	235.9	283.5	0.27	4245.7	3402.02	47.6	0.62530	1.00000
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	119.7	410.2	1.78	3949.5	9024.21	290.5	0.07370	0.57265
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	10	80.2	57.0	-0.49	2405.7	1139.84	-23.2	0.50730	0.96455
Rv0310c	-	hypothetical protein Rv0310c 	8	38.3	53.5	0.48	918.4	856.05	15.2	0.62680	1.00000
Rv0311	-	hypothetical protein Rv0311 	10	34.6	45.0	0.38	1038.3	899.34	10.4	0.67360	1.00000
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	15	29.1	25.1	-0.21	1311.3	753.92	-4.0	0.75580	1.00000
Rv0313	-	hypothetical protein Rv0313 	3	431.8	379.2	-0.19	3886.2	2275.29	-52.6	0.68340	1.00000
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	760.1	674.1	-0.17	11402.1	6741.37	-86.0	0.76080	1.00000
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	7	264.0	260.6	-0.02	5543.0	3648.94	-3.3	0.96770	1.00000
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	6	136.2	276.0	1.02	2451.1	3312.39	139.9	0.23110	0.85221
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	11	249.0	214.4	-0.22	8217.6	4717.37	-34.6	0.72800	1.00000
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	185.4	217.5	0.23	3336.9	2610.35	32.1	0.62400	1.00000
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	5	189.2	178.2	-0.09	2837.5	1782.00	-11.0	0.92670	1.00000
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	11	264.7	303.7	0.20	8734.9	6680.43	39.0	0.57610	0.99079
Rv0321	dcd	deoxycytidine triphosphate deaminase 	3	100.0	147.7	0.56	899.9	886.39	47.7	0.60740	0.99229
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	15	103.7	80.0	-0.37	4667.9	2401.47	-23.7	0.55770	0.98316
Rv0323c	-	hypothetical protein Rv0323c 	10	118.9	141.2	0.25	3565.8	2824.78	22.4	0.71420	1.00000
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	10	78.1	160.0	1.03	2343.6	3199.70	81.9	0.17210	0.77068
Rv0325	-	hypothetical protein Rv0325 	4	386.0	419.1	0.12	4632.0	3352.48	33.1	0.83710	1.00000
Rv0326	-	hypothetical protein Rv0326 	7	37.0	80.3	1.12	776.7	1123.58	43.3	0.59390	0.99229
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	16	56.3	58.0	0.04	2703.2	1857.59	1.7	0.95240	1.00000
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	8	84.6	80.9	-0.06	2030.2	1294.60	-3.7	0.91270	1.00000
Rv0329c	-	hypothetical protein Rv0329c 	6	54.3	73.5	0.44	977.6	882.52	19.2	0.56580	0.98669
Rv0330c	-	hypothetical protein Rv0330c 	8	313.6	347.1	0.15	7527.1	5553.97	33.5	0.82180	1.00000
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	13	153.8	268.7	0.80	5999.5	6984.94	114.8	0.14830	0.75593
Rv0332	-	hypothetical protein Rv0332 	7	172.8	184.6	0.10	3629.6	2584.45	11.8	0.89300	1.00000
Rv0333	-	hypothetical protein Rv0333 	3	183.5	273.2	0.57	1651.2	1639.16	89.7	0.66810	1.00000
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	12	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0335c	PE6	PE FAMILY PROTEIN 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	15	516.6	502.8	-0.04	23248.4	15084.58	-13.8	0.93990	1.00000
Rv0337c	aspC	aminotransferase AlaT 	18	1.3	55.2	5.39	71.0	1988.37	53.9	0.00000	0.00000
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	28	0.1	1.9	4.33	7.9	106.19	1.8	0.15720	0.75593
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	19	94.0	121.2	0.37	5355.7	4605.13	27.2	0.36840	0.92034
Rv0340	-	hypothetical protein Rv0340 	2	21.9	8.4	-1.38	131.2	33.62	-13.5	0.42070	0.92565
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	12	137.2	155.3	0.18	4938.3	3726.78	18.1	0.78870	1.00000
