#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS.txt -l
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2109.9459793567657
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv0167	yrbE1A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 	7	116.9	201.4	0.79	2454.3	2819.78	84.5	0.23110	0.81579
Rv0168	yrbE1B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 	14	230.4	411.9	0.84	9678.7	11532.31	181.4	0.05780	0.47520
Rv0169	mce1A	MCE-FAMILY PROTEIN MCE1A 	39	231.0	365.8	0.66	27028.2	28528.51	134.7	0.03060	0.34104
Rv0170	mce1B	MCE-FAMILY PROTEIN MCE1B 	18	170.8	244.4	0.52	9225.0	8796.94	73.5	0.10030	0.63423
Rv0171	mce1C	MCE-FAMILY PROTEIN MCE1C 	25	199.1	310.6	0.64	14933.7	15532.17	111.5	0.00520	0.11155
Rv0172	mce1D	MCE-FAMILY PROTEIN MCE1D 	33	206.6	336.4	0.70	20454.8	22200.32	129.8	0.00190	0.05228
Rv0173	lprK	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) 	16	257.0	467.6	0.86	12335.7	14962.17	210.6	0.00820	0.15580
Rv0174	mce1F	MCE-FAMILY PROTEIN MCE1F 	31	236.5	408.7	0.79	21994.3	25337.30	172.2	0.00100	0.02978
Rv0175	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	9	164.3	258.6	0.65	4437.4	4654.08	94.2	0.23310	0.81579
Rv0176	-	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN 	15	149.1	405.1	1.44	6711.1	12154.24	256.0	0.00200	0.05356
Rv0177	-	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN 	12	197.2	346.8	0.81	7101.0	8322.98	149.5	0.25650	0.83478
Rv0178	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	11	172.5	396.8	1.20	5692.8	8729.85	224.3	0.04170	0.40188
Rv0179c	lprO	POSSIBLE LIPOPROTEIN LPRO 	22	210.7	211.4	0.01	13906.9	9303.65	0.7	0.98850	1.00000
Rv0180c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	28	34.0	19.6	-0.79	2853.5	1100.02	-14.3	0.02710	0.31709
Rv0181c	-	hypothetical protein Rv0181c 	15	151.6	126.2	-0.26	6823.2	3787.03	-25.4	0.55950	0.95688
Rv0182c	sigG	RNA polymerase factor sigma-70 	21	180.4	264.0	0.55	11362.8	11087.08	83.6	0.16840	0.71727
Rv0183	-	POSSIBLE LYSOPHOSPHOLIPASE 	15	211.1	318.5	0.59	9501.3	9554.73	107.4	0.07600	0.54540
Rv0184	-	hypothetical protein Rv0184 	11	68.1	111.4	0.71	2247.8	2450.44	43.3	0.25350	0.83106
Rv0185	-	hypothetical protein Rv0185 	10	51.2	40.9	-0.33	1537.4	817.51	-10.4	0.66380	0.98519
Rv0186	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) 	34	105.7	78.7	-0.43	10784.6	5353.56	-27.0	0.28710	0.87321
Rv0187	-	PROBABLE O-METHYLTRANSFERASE 	7	87.3	50.9	-0.78	1834.3	713.20	-36.4	0.25650	0.83478
Rv0188	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	133.0	156.9	0.24	3991.3	3137.97	23.9	0.77620	0.99724
Rv0189c	ilvD	dihydroxy-acid dehydratase 	22	0.1	1.4	3.52	7.9	60.43	1.3	0.00850	0.16073
Rv0190	-	hypothetical protein Rv0190 	3	297.0	326.2	0.14	2673.0	1957.22	29.2	0.85090	1.00000
Rv0191	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	433.1	432.5	-0.00	24688.7	16434.24	-0.7	0.99450	1.00000
Rv0192	-	hypothetical protein Rv0192 	13	370.1	581.5	0.65	14432.5	15117.88	211.4	0.03020	0.33943
Rv0192A	-	CONSERVED SECRETED PROTEIN 	2	175.3	550.8	1.65	1051.8	2203.30	375.5	0.03020	0.33943
Rv0193c	-	hypothetical protein Rv0193c 	34	260.2	348.9	0.42	26537.3	23728.55	88.8	0.09270	0.61303
Rv0194	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	55	327.7	469.6	0.52	54074.0	51651.85	141.8	0.01100	0.18918
Rv0195	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	6	292.5	521.2	0.83	5264.1	6254.82	228.8	0.09940	0.63117
Rv0196	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	174.9	284.9	0.70	3673.7	3987.91	109.9	0.27800	0.86183
Rv0197	-	POSSIBLE OXIDOREDUCTASE 	33	100.3	136.7	0.45	9934.1	9021.62	36.3	0.32280	0.89567
Rv0198c	-	PROBABLE ZINC METALLOPROTEASE 	42	40.2	63.7	0.67	5060.2	5353.35	23.6	0.09360	0.61526
Rv0199	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	192.3	202.5	0.07	6921.6	4859.63	10.2	0.88860	1.00000
Rv0200	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	80.5	132.5	0.72	1690.5	1855.57	52.0	0.41990	0.91054
Rv0201c	-	hypothetical protein Rv0201c 	8	178.9	103.4	-0.79	4294.0	1654.62	-75.5	0.13920	0.70459
Rv0202c	mmpL11	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 	39	123.6	164.7	0.41	14462.5	12843.21	41.0	0.07930	0.55874
Rv0203	-	POSSIBLE EXPORTED PROTEIN 	3	173.5	335.2	0.95	1561.7	2010.96	161.6	0.47130	0.92989
Rv0204c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	45.3	81.1	0.84	2579.5	3082.95	35.9	0.00520	0.11155
Rv0205	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	151.5	174.0	0.20	5454.6	4175.48	22.5	0.71320	0.99595
Rv0206c	mmpL3	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 	34	4.0	6.6	0.71	412.9	449.54	2.6	0.47440	0.93198
Rv0207c	-	hypothetical protein Rv0207c 	9	155.4	152.9	-0.02	4196.4	2752.01	-2.5	0.95810	1.00000
Rv0208c	trmB	tRNA (guanine-N(7))-methyltransferase 	12	218.1	223.8	0.04	7852.0	5370.21	5.6	0.94950	1.00000
Rv0209	-	hypothetical protein Rv0209 	15	149.0	162.2	0.12	6707.2	4866.93	13.2	0.78070	0.99737
Rv0210	-	hypothetical protein Rv0210 	13	155.6	192.0	0.30	6068.1	4991.86	36.4	0.48480	0.93783
Rv0211	pckA	phosphoenolpyruvate carboxykinase 	24	54.1	56.4	0.06	3898.7	2706.84	2.2	0.89240	1.00000
Rv0212c	nadR	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 	6	236.0	203.9	-0.21	4247.2	2446.25	-32.1	0.79990	0.99955
Rv0213c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	31	202.0	300.1	0.57	18782.2	18605.62	98.1	0.19830	0.77467
Rv0214	fadD4	acyl-CoA synthetase 	34	129.2	142.5	0.14	13177.5	9688.34	13.3	0.63200	0.97682
Rv0215c	fadE3	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 	18	139.9	226.9	0.70	7555.3	8169.70	87.0	0.28440	0.86980
Rv0216	-	hypothetical protein Rv0216 	23	67.6	53.3	-0.34	4661.3	2451.73	-14.3	0.55180	0.95550
Rv0217c	lipW	POSSIBLE ESTERASE LIPW 	21	137.1	165.9	0.27	8640.0	6965.99	28.7	0.41970	0.91054
Rv0218	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	99.0	157.8	0.67	5643.5	5994.73	58.7	0.12510	0.69839
Rv0219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	74.7	84.9	0.19	2463.7	1867.76	10.2	0.80130	0.99955
Rv0220	lipC	PROBABLE ESTERASE LIPC 	24	49.4	70.7	0.52	3556.4	3392.09	21.3	0.25130	0.82857
Rv0221	-	hypothetical protein Rv0221 	28	144.8	104.7	-0.47	12159.0	5865.37	-40.0	0.31630	0.89064
Rv0222	echA1	enoyl-CoA hydratase 	8	92.9	29.1	-1.67	2229.7	466.01	-63.8	0.12680	0.69894
Rv0223c	-	PROBABLE ALDEHYDE DEHYDROGENASE 	25	109.9	112.1	0.03	8242.4	5606.15	2.2	0.94110	1.00000
Rv0224c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	15	0.1	0.4	2.14	3.8	11.15	0.3	0.76190	0.99595
Rv0225	-	POSSIBLE CONSERVED PROTEIN 	20	0.0	0.5	0.59	0.0	20.24	0.5	0.15780	0.70459
Rv0226c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	29	21.9	30.1	0.46	1905.3	1745.59	8.2	0.72200	0.99595
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	23	0.0	0.6	0.71	0.0	29.32	0.6	0.05980	0.47658
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	14	0.3	10.4	5.21	11.9	291.72	10.1	0.15810	0.70459
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	16	154.3	197.0	0.35	7404.6	6305.14	42.8	0.44400	0.92394
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	16	328.4	312.8	-0.07	15764.4	10011.18	-15.6	0.85660	1.00000
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	36	276.8	403.5	0.54	29896.2	29055.00	126.7	0.04450	0.42075
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	350.6	413.4	0.24	9466.6	7440.80	62.8	0.67770	0.98519
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	11	297.5	287.9	-0.05	9817.9	6333.92	-9.6	0.94450	1.00000
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	23	66.0	95.7	0.53	4555.7	4399.99	29.6	0.40780	0.90781
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	59.8	83.7	0.49	4841.0	4521.21	24.0	0.32530	0.89878
Rv0236A	-	SMALL SECRETED PROTEIN 	3	0.0	6.8	2.96	0.0	40.53	6.8	0.14520	0.70459
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	39	0.0	0.1	2.06	4.0	11.16	0.1	0.76160	0.99595
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	13	99.2	102.5	0.05	3869.0	2665.13	3.3	0.93410	1.00000
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	26.0	17.1	-0.61	1013.6	443.45	-8.9	0.40790	0.90781
Rv0239	-	hypothetical protein Rv0239 	2	182.0	122.8	-0.57	1091.8	491.25	-59.2	0.59420	0.96984
Rv0240	-	hypothetical protein Rv0240 	9	160.6	203.1	0.34	4336.7	3655.93	42.5	0.56650	0.95980
Rv0241c	-	hypothetical protein Rv0241c 	16	90.4	84.9	-0.09	4338.2	2716.04	-5.5	0.88580	1.00000
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	108.7	83.7	-0.38	3585.8	1841.62	-25.0	0.58680	0.96820
Rv0243	fadA2	acetyl-CoA acetyltransferase 	20	124.6	104.0	-0.26	7474.0	4159.24	-20.6	0.43830	0.92016
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	23	59.7	39.6	-0.59	4116.5	1821.01	-20.1	0.04890	0.44143
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	4	110.0	186.3	0.76	1320.5	1490.43	76.3	0.29180	0.87606
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	168.4	209.4	0.31	16674.1	13822.77	41.0	0.41990	0.91054
Rv0247c	-	fumarate reductase iron-sulfur subunit 	12	75.7	56.7	-0.42	2725.6	1361.31	-19.0	0.38600	0.90731
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	39	127.4	72.0	-0.82	14909.9	5618.63	-55.4	0.04930	0.44393
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	23	119.9	121.6	0.02	8272.7	5593.43	1.7	0.95990	1.00000
Rv0250c	-	hypothetical protein Rv0250c 	4	235.2	252.0	0.10	2822.7	2015.90	16.8	0.95810	1.00000
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	260.4	334.0	0.36	3906.5	3339.85	73.6	0.54440	0.95387
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	41	157.3	149.0	-0.08	19345.4	12217.66	-8.3	0.80020	0.99955
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	7	100.0	140.9	0.50	2099.1	1972.86	41.0	0.52710	0.95052
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	6	240.2	228.4	-0.07	4322.9	2741.15	-11.7	0.89560	1.00000
Rv0255c	cobQ1	cobyric acid synthase 	15	169.8	201.9	0.25	7640.0	6057.00	32.1	0.57010	0.96119
Rv0256c	PPE2	PPE FAMILY PROTEIN 	32	260.5	291.9	0.16	25003.4	18681.91	31.5	0.55710	0.95602
Rv0257	-	hypothetical protein Rv0257 	3	275.1	247.3	-0.15	2476.0	1483.94	-27.8	0.79760	0.99955
Rv0258c	-	hypothetical protein Rv0258c 	8	54.1	37.0	-0.55	1298.8	591.88	-17.1	0.87980	1.00000
Rv0259c	-	hypothetical protein Rv0259c 	8	19.9	25.3	0.35	476.9	405.19	5.5	0.62930	0.97682
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	22	47.7	87.2	0.87	3147.8	3837.36	39.5	0.13390	0.70459
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	25	50.4	110.1	1.13	3782.7	5505.79	59.7	0.02730	0.31850
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	7	50.3	81.4	0.69	1057.3	1139.23	31.0	0.47600	0.93412
Rv0263c	-	hypothetical protein Rv0263c 	16	83.9	56.1	-0.58	4027.8	1794.53	-27.8	0.39110	0.90731
Rv0264c	-	hypothetical protein Rv0264c 	10	147.5	189.3	0.36	4425.6	3785.67	41.8	0.52610	0.95052
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	9	283.3	290.2	0.03	7649.7	5223.42	6.9	0.94420	1.00000
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	42	232.9	278.1	0.26	29347.1	23359.17	45.2	0.32990	0.90336
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	15	302.8	384.3	0.34	13627.2	11527.56	81.4	0.31140	0.88964
Rv0268c	-	hypothetical protein Rv0268c 	13	434.4	614.5	0.50	16942.4	15977.59	180.1	0.10460	0.65110
Rv0269c	-	hypothetical protein Rv0269c 	11	196.7	240.1	0.29	6492.2	5281.36	43.3	0.49370	0.93838
Rv0270	fadD2	acyl-CoA synthetase 	25	144.7	157.7	0.12	10850.5	7887.46	13.1	0.65110	0.98271
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	34	156.1	174.5	0.16	15921.7	11863.05	18.4	0.58460	0.96820
Rv0272c	-	hypothetical protein Rv0272c 	16	89.5	193.3	1.11	4297.3	6185.98	103.8	0.27520	0.85718
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	59.2	54.4	-0.12	3021.6	1851.04	-4.8	0.80940	1.00000
Rv0274	-	hypothetical protein Rv0274 	8	200.3	137.4	-0.54	4807.2	2198.35	-62.9	0.50310	0.94287
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	9	73.0	77.0	0.08	1971.5	1386.87	4.0	0.89700	1.00000
Rv0276	-	hypothetical protein Rv0276 	17	187.1	241.1	0.37	9544.5	8198.85	54.0	0.41960	0.91054
Rv0277c	-	hypothetical protein Rv0277c 	6	249.6	196.6	-0.34	4492.8	2359.35	-53.0	0.57510	0.96212
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	26	110.8	166.8	0.59	8639.4	8676.17	56.1	0.15820	0.70459
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	19	127.8	232.6	0.86	7282.0	8839.40	104.9	0.03170	0.34653
Rv0280	PPE3	PPE FAMILY PROTEIN 	26	227.1	351.9	0.63	17710.2	18300.95	124.9	0.03980	0.39114
Rv0281	-	hypothetical protein Rv0281 	14	226.3	289.6	0.36	9505.1	8108.87	63.3	0.30510	0.88247
Rv0282	-	hypothetical protein Rv0282 	24	4.3	52.0	3.61	307.1	2497.60	47.8	0.34030	0.90731
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	24	0.0	0.2	0.25	0.0	9.10	0.2	0.40690	0.90781
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	61	0.0	0.2	0.31	0.0	29.41	0.2	0.04050	0.39413
Rv0285	PE5	PE FAMILY PROTEIN 	5	0.3	0.0	-0.34	4.0	0.00	-0.3	1.00000	1.00000
Rv0286	PPE4	PPE FAMILY PROTEIN 	31	1.3	1.1	-0.29	124.8	67.91	-0.2	0.99790	1.00000
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	5	12.6	1.1	-3.49	188.3	11.21	-11.4	0.89850	1.00000
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	7	0.4	0.0	-0.45	7.8	0.00	-0.4	0.50900	0.94344
Rv0289	-	hypothetical protein Rv0289 	13	0.0	0.9	0.90	0.0	22.42	0.9	0.15250	0.70459
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	0.0	0.5	0.62	0.0	20.31	0.5	0.15440	0.70459
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	13	0.0	3.9	2.29	0.0	100.90	3.9	0.01800	0.26265
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	8.1	22.1	1.44	415.2	751.40	14.0	0.10900	0.65799
Rv0293c	-	hypothetical protein Rv0293c 	27	141.6	78.4	-0.85	11473.1	4231.54	-63.3	0.02090	0.28023
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	14	86.8	53.5	-0.70	3645.1	1499.22	-33.2	0.29890	0.88016
Rv0295c	-	hypothetical protein Rv0295c 	10	112.0	132.5	0.24	3359.7	2649.33	20.5	0.75740	0.99595
Rv0296c	-	PROBABLE SULFATASE 	42	180.6	186.7	0.05	22758.5	15684.58	6.1	0.91570	1.00000
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	14	140.8	220.6	0.65	5914.7	6176.63	79.8	0.22280	0.80738
Rv0298	-	hypothetical protein Rv0298 	5	209.1	230.7	0.14	3136.8	2307.44	21.6	0.77580	0.99724
Rv0299	-	hypothetical protein Rv0299 	2	155.4	122.2	-0.35	932.5	488.86	-33.2	0.72660	0.99595
Rv0300	-	hypothetical protein Rv0300 	5	419.2	356.6	-0.23	6288.5	3566.09	-62.6	0.56800	0.96119
Rv0301	-	hypothetical protein Rv0301 	7	475.3	404.2	-0.23	9981.3	5659.22	-71.1	0.64280	0.98035
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	8	266.5	211.8	-0.33	6394.9	3389.04	-54.6	0.53690	0.95348
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	225.8	202.2	-0.16	8130.4	4852.18	-23.7	0.62500	0.97682
Rv0304c	PPE5	PPE FAMILY PROTEIN 	136	174.2	226.1	0.38	71075.5	61493.52	51.9	0.02560	0.30582
Rv0305c	PPE6	PPE FAMILY PROTEIN 	60	175.7	261.0	0.57	31626.4	31324.45	85.3	0.00650	0.13232
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	8	244.5	375.8	0.62	5869.1	6013.56	131.3	0.12010	0.68949
Rv0307c	-	hypothetical protein Rv0307c 	9	286.2	361.2	0.34	7727.4	6501.98	75.0	0.35670	0.90731
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	130.4	347.6	1.41	5866.5	10427.71	217.2	0.07870	0.55578
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	69.5	54.3	-0.35	2500.6	1303.43	-15.2	0.62380	0.97682
Rv0310c	-	hypothetical protein Rv0310c 	12	43.0	70.7	0.72	1549.5	1696.21	27.6	0.30010	0.88044
Rv0311	-	hypothetical protein Rv0311 	17	54.4	54.2	-0.00	2775.2	1843.80	-0.2	0.99400	1.00000
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	22	34.3	20.5	-0.74	2260.9	903.55	-13.7	0.23940	0.81637
Rv0313	-	hypothetical protein Rv0313 	5	332.7	282.2	-0.24	4990.0	2822.16	-50.5	0.59480	0.97026
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	586.1	544.2	-0.11	12308.2	7618.81	-41.9	0.84520	1.00000
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	10	300.3	408.2	0.44	9010.4	8163.15	107.8	0.38660	0.90731
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	8	117.7	300.9	1.35	2825.5	4814.82	183.2	0.04840	0.43890
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	13	241.5	219.2	-0.14	9420.1	5699.00	-22.3	0.79960	0.99955
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	198.1	181.5	-0.13	4755.1	2904.77	-16.6	0.75840	0.99595
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	8	144.9	135.1	-0.10	3477.9	2161.77	-9.8	0.90390	1.00000
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	16	234.0	263.3	0.17	11231.5	8426.97	29.4	0.59950	0.97355
Rv0321	dcd	deoxycytidine triphosphate deaminase 	6	133.2	209.6	0.65	2397.7	2515.70	76.4	0.31580	0.88986
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	24	92.0	93.0	0.02	6624.7	4463.60	1.0	0.97300	1.00000
Rv0323c	-	hypothetical protein Rv0323c 	12	140.1	152.6	0.12	5044.8	3662.93	12.5	0.81180	1.00000
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	12	87.5	143.9	0.72	3151.3	3454.43	56.4	0.35150	0.90731
Rv0325	-	hypothetical protein Rv0325 	6	293.0	364.7	0.32	5273.7	4376.47	71.7	0.53880	0.95348
Rv0326	-	hypothetical protein Rv0326 	9	33.8	103.2	1.61	913.7	1857.22	69.3	0.12270	0.69740
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	24	80.4	96.5	0.26	5789.0	4632.26	16.1	0.59330	0.96984
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	11	70.2	64.9	-0.11	2315.3	1426.98	-5.3	0.84120	1.00000
Rv0329c	-	hypothetical protein Rv0329c 	9	102.3	158.9	0.63	2763.2	2859.90	56.5	0.37240	0.90731
Rv0330c	-	hypothetical protein Rv0330c 	9	282.6	311.0	0.14	7630.6	5598.80	28.4	0.83080	1.00000
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	18	127.0	246.8	0.96	6858.9	8886.34	119.8	0.05300	0.45575
Rv0332	-	hypothetical protein Rv0332 	12	190.1	217.9	0.20	6843.6	5230.43	27.8	0.64050	0.97878
Rv0333	-	hypothetical protein Rv0333 	4	137.6	204.9	0.57	1651.2	1639.16	67.3	0.68150	0.98568
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0335c	PE6	PE FAMILY PROTEIN 	2	0.6	2.8	2.13	3.9	11.21	2.2	0.73660	0.99595
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	18	462.2	473.2	0.03	24958.3	17036.10	11.0	0.94320	1.00000
Rv0337c	aspC	aminotransferase AlaT 	22	1.2	58.3	5.61	78.9	2565.38	57.1	0.00000	0.00000
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	37	0.7	7.1	3.34	77.8	524.16	6.4	0.02510	0.30286
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	30	113.0	116.3	0.04	10169.7	6976.51	3.3	0.90920	1.00000
Rv0340	-	hypothetical protein Rv0340 	5	139.2	175.7	0.34	2088.1	1757.18	36.5	0.76580	0.99595
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	19	138.0	141.0	0.03	7865.1	5356.24	3.0	0.95250	1.00000
