#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'H37Rv_vs_delta_Rv3594_TTR.dat', mode 'w' at 0x2d7dc00> expList=['delta_Rv3594_TnSeq.wig'] doAdaptive=False ctrlList=['H37Rv_TnSeq.wig']
#Control Samples:  H37Rv_TnSeq.wig
#Experimental Samples:  delta_Rv3594_TnSeq.wig
#Normalized with TTR
#TTR factors:	1.0000	0.9593
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv0186	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) 	34	25	1395.0	2029.9	634.9	0.54	0.36310	1.00000
Rv0187	-	PROBABLE O-METHYLTRANSFERASE 	7	6	574.0	520.9	-53.1	-0.14	0.87260	1.00000
Rv0188	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	8	1377.0	769.4	-607.6	-0.84	0.53950	1.00000
Rv0189c	ilvD	dihydroxy-acid dehydratase 	22	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0190	-	hypothetical protein Rv0190 	3	3	650.0	274.4	-375.6	-1.24	0.10110	1.00000
Rv0191	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	17	5013.0	4999.0	-14.0	-0.00	0.99440	1.00000
Rv0192	-	hypothetical protein Rv0192 	13	13	5025.0	3980.2	-1044.8	-0.34	0.48320	1.00000
Rv0192A	-	CONSERVED SECRETED PROTEIN 	2	2	716.0	338.6	-377.4	-1.08	0.33850	1.00000
Rv0193c	-	hypothetical protein Rv0193c 	34	34	7146.0	5925.7	-1220.3	-0.27	0.38360	1.00000
Rv0194	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	55	50	14313.0	12427.1	-1885.9	-0.20	0.52230	1.00000
Rv0195	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	6	6	1614.0	1056.2	-557.8	-0.61	0.17130	1.00000
Rv0196	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	6	1063.0	728.1	-334.9	-0.55	0.41950	1.00000
Rv0197	-	POSSIBLE OXIDOREDUCTASE 	33	29	2566.0	1887.9	-678.1	-0.44	0.21930	1.00000
Rv0198c	-	PROBABLE ZINC METALLOPROTEASE 	42	35	2192.0	1988.7	-203.3	-0.14	0.76550	1.00000
Rv0199	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	10	1257.0	1270.1	13.1	0.02	0.98820	1.00000
Rv0200	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	6	377.0	415.4	38.4	0.14	0.87270	1.00000
Rv0201c	-	hypothetical protein Rv0201c 	8	8	854.0	800.1	-53.9	-0.09	0.87030	1.00000
Rv0202c	mmpL11	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 	39	36	4487.0	5310.8	823.8	0.24	0.52870	1.00000
Rv0203	-	POSSIBLE EXPORTED PROTEIN 	3	3	192.0	455.7	263.7	1.25	0.29840	1.00000
Rv0204c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	19	2900.0	2877.0	-23.0	-0.01	0.98020	1.00000
Rv0205	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	10	1478.0	1344.0	-134.0	-0.14	0.84780	1.00000
Rv0206c	mmpL3	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 	34	4	653.0	582.3	-70.7	-0.17	0.91230	1.00000
Rv0207c	-	hypothetical protein Rv0207c 	9	7	1282.0	1183.8	-98.2	-0.11	0.88940	1.00000
Rv0208c	trmB	tRNA (guanine-N(7))-methyltransferase 	12	8	87.0	264.8	177.8	1.61	0.56930	1.00000
Rv0209	-	hypothetical protein Rv0209 	15	12	1539.0	793.4	-745.6	-0.96	0.20730	1.00000
Rv0210	-	hypothetical protein Rv0210 	13	13	1154.0	1760.4	606.4	0.61	0.33500	1.00000
Rv0211	pckA	phosphoenolpyruvate carboxykinase 	24	21	5221.0	17867.4	12646.4	1.77	0.04030	1.00000
Rv0212c	nadR	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 	6	6	700.0	931.5	231.5	0.41	0.58840	1.00000
Rv0213c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	31	27	4137.0	3274.2	-862.8	-0.34	0.30370	1.00000
Rv0214	fadD4	acyl-CoA synthetase 	34	28	3071.0	2677.5	-393.5	-0.20	0.54240	1.00000
Rv0215c	fadE3	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 	18	15	2037.0	1583.8	-453.2	-0.36	0.54890	1.00000
Rv0216	-	hypothetical protein Rv0216 	23	16	382.0	337.7	-44.3	-0.18	0.87940	1.00000
Rv0217c	lipW	POSSIBLE ESTERASE LIPW 	21	17	1618.0	1974.3	356.3	0.29	0.60700	1.00000
Rv0218	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	16	1488.0	1295.1	-192.9	-0.20	0.65950	1.00000
Rv0219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	8	363.0	452.8	89.8	0.32	0.63970	1.00000
Rv0220	lipC	PROBABLE ESTERASE LIPC 	24	20	1234.0	1091.7	-142.3	-0.18	0.70730	1.00000
Rv0221	-	hypothetical protein Rv0221 	28	26	2463.0	2408.9	-54.1	-0.03	0.94800	1.00000
Rv0222	echA1	enoyl-CoA hydratase 	8	5	395.0	354.9	-40.1	-0.15	0.93790	1.00000
Rv0223c	-	PROBABLE ALDEHYDE DEHYDROGENASE 	24	21	1200.0	1176.1	-23.9	-0.03	0.96210	1.00000
Rv0224c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	15	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv0225	-	POSSIBLE CONSERVED PROTEIN 	20	2	1.0	1.0	-0.0	-0.06	1.00000	1.00000
Rv0226c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	29	2	544.0	284.0	-260.0	-0.94	1.00000	1.00000
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	23	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	14	1	0.0	23.0	23.0	4.53	1.00000	1.00000
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	16	16	1984.0	1517.6	-466.4	-0.39	0.58060	1.00000
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	16	14	2908.0	2151.8	-756.2	-0.43	0.44970	1.00000
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	36	36	7098.0	7193.0	95.0	0.02	0.95130	1.00000
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	9	2318.0	1598.2	-719.8	-0.54	0.61590	1.00000
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	11	11	2513.0	2084.6	-428.4	-0.27	0.82240	1.00000
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	23	21	697.0	758.8	61.8	0.12	0.83030	1.00000
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	21	942.0	1519.6	577.6	0.69	0.18200	1.00000
Rv0236A	-	SMALL SECRETED PROTEIN 	3	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	39	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	13	9	978.0	769.4	-208.6	-0.35	0.64460	1.00000
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	11	316.0	1569.5	1253.5	2.31	0.00380	0.25270
Rv0239	-	hypothetical protein Rv0239 	2	2	253.0	232.2	-20.8	-0.12	0.66260	1.00000
Rv0240	-	hypothetical protein Rv0240 	9	9	870.0	756.9	-113.1	-0.20	0.80450	1.00000
Rv0241c	-	hypothetical protein Rv0241c 	16	14	937.0	472.9	-464.1	-0.99	0.32390	1.00000
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	10	346.0	118.0	-228.0	-1.55	0.09580	1.00000
Rv0243	fadA2	acetyl-CoA acetyltransferase 	20	20	1051.0	417.3	-633.7	-1.33	0.00690	0.36708
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	23	22	1291.0	494.1	-796.9	-1.39	0.00050	0.05250
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	4	4	101.0	232.2	131.2	1.20	0.23760	1.00000
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	29	3466.0	2871.3	-594.7	-0.27	0.54850	1.00000
Rv0247c	-	fumarate reductase iron-sulfur subunit 	12	11	192.0	105.5	-86.5	-0.86	0.19360	1.00000
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	38	34	729.0	467.2	-261.8	-0.64	0.03930	1.00000
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	23	21	422.0	318.5	-103.5	-0.41	0.29990	1.00000
Rv0250c	-	hypothetical protein Rv0250c 	4	4	135.0	197.6	62.6	0.55	0.62220	1.00000
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	3	753.0	750.2	-2.8	-0.01	1.00000	1.00000
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	41	37	3453.0	2958.6	-494.4	-0.22	0.59270	1.00000
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	7	5	616.0	204.3	-411.7	-1.59	0.12290	1.00000
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	6	4	778.0	752.1	-25.9	-0.05	0.95840	1.00000
Rv0255c	cobQ1	cobyric acid synthase 	15	15	1831.0	1522.4	-308.6	-0.27	0.63320	1.00000
Rv0256c	PPE2	PPE FAMILY PROTEIN 	32	32	4273.0	3692.4	-580.6	-0.21	0.60830	1.00000
Rv0257	-	hypothetical protein Rv0257 	3	2	701.0	259.0	-442.0	-1.44	0.33240	1.00000
Rv0258c	-	hypothetical protein Rv0258c 	8	5	207.0	167.9	-39.1	-0.30	0.86080	1.00000
Rv0259c	-	hypothetical protein Rv0259c 	7	6	216.0	191.9	-24.1	-0.17	0.89890	1.00000
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	21	18	1428.0	551.6	-876.4	-1.37	0.06880	1.00000
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	24	22	1660.0	1402.5	-257.5	-0.24	0.59640	1.00000
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	7	4	524.0	331.0	-193.0	-0.66	0.68500	1.00000
Rv0263c	-	hypothetical protein Rv0263c 	16	11	418.0	565.0	147.0	0.43	0.60200	1.00000
Rv0264c	-	hypothetical protein Rv0264c 	9	8	1275.0	790.5	-484.5	-0.69	0.54820	1.00000
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	9	9	2167.0	1812.2	-354.8	-0.26	0.73870	1.00000
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	42	38	6287.0	5488.3	-798.7	-0.20	0.64170	1.00000
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	15	15	2909.0	3048.7	139.7	0.07	0.89420	1.00000
Rv0268c	-	hypothetical protein Rv0268c 	13	13	4012.0	3430.5	-581.5	-0.23	0.60220	1.00000
Rv0269c	-	hypothetical protein Rv0269c 	11	11	2053.0	1649.1	-403.9	-0.32	0.57610	1.00000
Rv0270	fadD2	acyl-CoA synthetase 	25	24	4141.0	2876.1	-1264.9	-0.53	0.14450	1.00000
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	34	31	3918.0	2140.3	-1777.7	-0.87	0.10280	1.00000
Rv0272c	-	hypothetical protein Rv0272c 	16	12	640.0	674.4	34.4	0.08	0.91710	1.00000
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	16	725.0	753.1	28.1	0.05	0.93600	1.00000
Rv0274	-	hypothetical protein Rv0274 	8	7	909.0	522.8	-386.2	-0.80	0.52040	1.00000
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	8	6	692.0	273.4	-418.6	-1.34	0.32500	1.00000
Rv0276	-	hypothetical protein Rv0276 	17	16	1670.0	1345.9	-324.1	-0.31	0.59120	1.00000
Rv0277c	-	hypothetical protein Rv0277c 	6	5	800.0	507.5	-292.5	-0.66	0.48870	1.00000
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	26	19	2020.0	2028.0	8.0	0.01	0.99140	1.00000
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	19	18	2501.0	2122.0	-379.0	-0.24	0.69380	1.00000
Rv0280	PPE3	PPE FAMILY PROTEIN 	26	26	5617.0	3889.1	-1727.9	-0.53	0.20030	1.00000
Rv0281	-	hypothetical protein Rv0281 	14	14	2172.0	1540.7	-631.3	-0.50	0.33470	1.00000
Rv0282	-	hypothetical protein Rv0282 	24	1	203.0	67.2	-135.8	-1.60	1.00000	1.00000
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	24	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	61	3	2.0	1.0	-1.0	-1.06	0.39550	1.00000
Rv0285	PE5	PE FAMILY PROTEIN 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0286	PPE4	PPE FAMILY PROTEIN 	31	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	5	1	2.0	0.0	-2.0	-1.00	1.00000	1.00000
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	7	1	0.0	1.0	1.0	-0.06	1.00000	1.00000
Rv0289	-	hypothetical protein Rv0289 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	13	1	0.0	1.0	1.0	-0.06	1.00000	1.00000
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	1	22.0	65.2	43.2	1.57	1.00000	1.00000
Rv0293c	-	hypothetical protein Rv0293c 	27	23	1326.0	2513.4	1187.4	0.92	0.05370	1.00000
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	14	10	1073.0	1304.7	231.7	0.28	0.71240	1.00000
Rv0295c	-	hypothetical protein Rv0295c 	10	7	1274.0	687.8	-586.2	-0.89	0.29290	1.00000
Rv0296c	-	PROBABLE SULFATASE 	42	34	4375.0	2914.4	-1460.6	-0.59	0.38120	1.00000
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	14	10	1280.0	1628.0	348.0	0.35	0.62570	1.00000
Rv0298	-	hypothetical protein Rv0298 	5	4	897.0	739.6	-157.4	-0.28	0.80300	1.00000
Rv0299	-	hypothetical protein Rv0299 	2	2	410.0	445.1	35.1	0.12	1.00000	1.00000
Rv0300	-	hypothetical protein Rv0300 	5	5	1246.0	1016.9	-229.1	-0.29	0.64300	1.00000
Rv0301	-	hypothetical protein Rv0301 	7	7	2286.0	1192.4	-1093.6	-0.94	0.02620	0.84305
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	8	8	2363.0	1252.9	-1110.1	-0.92	0.25710	1.00000
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	12	2182.0	1657.7	-524.3	-0.40	0.43070	1.00000
Rv0304c	PPE5	PPE FAMILY PROTEIN 	135	125	17845.0	16323.8	-1521.2	-0.13	0.63080	1.00000
Rv0305c	PPE6	PPE FAMILY PROTEIN 	60	53	7850.0	7864.5	14.5	0.00	0.99320	1.00000
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	8	8	1073.0	1132.0	59.0	0.08	0.91220	1.00000
Rv0307c	-	hypothetical protein Rv0307c 	9	8	708.0	943.0	235.0	0.41	0.53300	1.00000
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	14	1366.0	1179.0	-187.0	-0.21	0.70170	1.00000
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	11	755.0	914.2	159.2	0.28	0.59920	1.00000
Rv0310c	-	hypothetical protein Rv0310c 	12	8	436.0	213.9	-222.1	-1.03	0.19450	1.00000
Rv0311	-	hypothetical protein Rv0311 	17	15	805.0	1039.9	234.9	0.37	0.59980	1.00000
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	22	12	689.0	966.0	277.0	0.49	0.45460	1.00000
Rv0313	-	hypothetical protein Rv0313 	5	5	1298.0	1345.9	47.9	0.05	0.97390	1.00000
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	6	2540.0	1986.8	-553.2	-0.35	0.70010	1.00000
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	10	10	1238.0	1347.8	109.8	0.12	0.86010	1.00000
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	8	7	617.0	859.6	242.6	0.48	0.63440	1.00000
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	13	12	1564.0	1656.8	92.8	0.08	0.87540	1.00000
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	8	1195.0	900.8	-294.2	-0.41	0.48440	1.00000
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	8	7	379.0	697.4	318.4	0.88	0.44860	1.00000
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	16	15	3254.0	2211.2	-1042.8	-0.56	0.30640	1.00000
Rv0321	dcd	deoxycytidine triphosphate deaminase 	6	6	616.0	956.4	340.4	0.63	0.60990	1.00000
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	24	22	1351.0	1081.2	-269.8	-0.32	0.56670	1.00000
Rv0323c	-	hypothetical protein Rv0323c 	12	10	1075.0	846.1	-228.9	-0.35	0.64460	1.00000
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	12	10	277.0	88.3	-188.7	-1.65	0.20280	1.00000
Rv0325	-	hypothetical protein Rv0325 	6	6	1087.0	974.7	-112.3	-0.16	0.88800	1.00000
Rv0326	-	hypothetical protein Rv0326 	9	6	247.0	351.1	104.1	0.51	0.66700	1.00000
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	24	18	1165.0	753.1	-411.9	-0.63	0.49430	1.00000
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	11	9	666.0	1414.0	748.0	1.09	0.32980	1.00000
Rv0329c	-	hypothetical protein Rv0329c 	9	6	948.0	515.2	-432.8	-0.88	0.47570	1.00000
Rv0330c	-	hypothetical protein Rv0330c 	9	9	1225.0	1359.4	134.4	0.15	0.83540	1.00000
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	18	16	1571.0	1236.6	-334.4	-0.35	0.52230	1.00000
Rv0332	-	hypothetical protein Rv0332 	12	11	1962.0	1619.3	-342.7	-0.28	0.67810	1.00000
Rv0333	-	hypothetical protein Rv0333 	4	4	1108.0	408.7	-699.3	-1.44	0.51520	1.00000
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0335c	PE6	PE FAMILY PROTEIN 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	18	17	6958.0	4835.9	-2122.1	-0.52	0.48040	1.00000
Rv0337c	aspC	aminotransferase AlaT 	22	1	0.0	1.0	1.0	-0.06	1.00000	1.00000
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	37	1	0.0	1.0	1.0	-0.06	1.00000	1.00000
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	30	23	1656.0	1689.4	33.4	0.03	0.96850	1.00000
Rv0340	-	hypothetical protein Rv0340 	5	5	352.0	339.6	-12.4	-0.05	0.96940	1.00000
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	19	16	1213.0	1282.6	69.6	0.08	0.91690	1.00000
Rv0342	iniA	ISONIAZID INDUCTIBLE GENE PROTEIN INIA 	27	25	4008.0	3139.9	-868.1	-0.35	0.56810	1.00000
Rv0343	iniC	ISONIAZID INDUCTIBLE GENE PROTEIN INIC 	13	9	1241.0	805.8	-435.2	-0.62	0.38690	1.00000
Rv0344c	lpqJ	PROBABLE LIPOPROTEIN LPQJ 	12	9	1243.0	1568.5	325.5	0.34	0.60080	1.00000
Rv0345	-	hypothetical protein Rv0345 	7	7	958.0	725.2	-232.8	-0.40	0.53850	1.00000
Rv0346c	ansP2	POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) 	29	27	4444.0	6506.1	2062.1	0.55	0.18440	1.00000
Rv0347	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	18	4	65.0	140.1	75.1	1.11	0.36530	1.00000
Rv0348	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	18	15	122.0	271.5	149.5	1.15	0.14400	1.00000
Rv0349	-	hypothetical protein Rv0349 	8	8	936.0	1846.7	910.7	0.98	0.22570	1.00000
Rv0350	dnaK	molecular chaperone DnaK 	17	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv0351	grpE	PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) 	9	2	139.0	68.1	-70.9	-1.03	1.00000	1.00000
Rv0352	dnaJ1	PROBABLE CHAPERONE PROTEIN DNAJ1 	14	9	158.0	71.9	-86.1	-1.13	0.73850	1.00000
Rv0353	hspR	PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) 	6	6	1129.0	1199.2	70.2	0.09	0.90710	1.00000
Rv0354c	PPE7	PPE FAMILY PROTEIN 	5	5	1545.0	1536.8	-8.2	-0.01	0.97150	1.00000
Rv0355c	PPE8	PPE FAMILY PROTEIN 	172	161	36620.0	36005.3	-614.7	-0.02	0.88490	1.00000
Rv0356c	-	hypothetical protein Rv0356c 	9	8	658.0	663.9	5.9	0.01	0.98460	1.00000
Rv0357c	purA	adenylosuccinate synthetase 	24	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv0358	-	hypothetical protein Rv0358 	13	12	122.0	82.5	-39.5	-0.56	0.75170	1.00000
Rv0359	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	11	3666.0	2180.5	-1485.5	-0.75	0.37060	1.00000
Rv0360c	-	hypothetical protein Rv0360c 	9	8	786.0	1165.6	379.6	0.57	0.39440	1.00000
Rv0361	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	8	112.0	148.7	36.7	0.41	0.76980	1.00000
Rv0362	mgtE	POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE 	16	15	3026.0	2438.6	-587.4	-0.31	0.53570	1.00000
Rv0363c	fba	fructose-bisphosphate aldolase 	17	1	37.0	1.9	-35.1	-4.27	1.00000	1.00000
Rv0364	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	13	3	135.0	169.8	34.8	0.33	0.46580	1.00000
Rv0365c	-	hypothetical protein Rv0365c 	19	19	3263.0	3045.9	-217.1	-0.10	0.89300	1.00000
Rv0366c	-	hypothetical protein Rv0366c 	6	6	711.0	544.9	-166.1	-0.38	0.38900	1.00000
Rv0367c	-	hypothetical protein Rv0367c 	2	2	207.0	189.0	-18.0	-0.13	0.66600	1.00000
Rv0368c	-	hypothetical protein Rv0368c 	17	16	1756.0	1850.5	94.5	0.08	0.91040	1.00000
Rv0369c	-	POSSIBLE MEMBRANE OXIDOREDUCTASE 	7	6	387.0	276.3	-110.7	-0.49	0.61050	1.00000
Rv0370c	-	POSSIBLE OXIDOREDUCTASE 	21	17	440.0	457.6	17.6	0.06	0.93380	1.00000
Rv0371c	-	hypothetical protein Rv0371c 	7	5	137.0	93.1	-43.9	-0.56	0.67680	1.00000
Rv0372c	-	hypothetical protein Rv0372c 	6	3	245.0	149.7	-95.3	-0.71	0.69520	1.00000
Rv0373c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN) 	38	31	1396.0	1887.9	491.9	0.44	0.30040	1.00000
Rv0374c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN) 	6	5	161.0	151.6	-9.4	-0.09	0.91200	1.00000
Rv0375c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN) 	8	6	534.0	37.4	-496.6	-3.84	0.14450	1.00000
Rv0376c	-	hypothetical protein Rv0376c 	21	15	1228.0	1133.9	-94.1	-0.11	0.83390	1.00000
Rv0377	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY) 	9	8	250.0	545.9	295.9	1.13	0.19680	1.00000
Rv0378	-	CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN 	3	2	440.0	110.3	-329.7	-2.00	0.65690	1.00000
Rv0379	secE2	POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2 	3	3	168.0	176.5	8.5	0.07	0.80120	1.00000
