Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv0037c,-,Probable conserved integral membrane protein,NE,cell wall and cell processes,-0.05,-0.26,-0.21,-1.49,-0.15,1.67,-0.05,0.27,1.43,0.25,-0.98,-0.43,0.55,0.14,0.43,-0.71,-0.65,-0.14,-0.54,0.61,0.07,1.4,-1.23,0.69,-0.21,0.5,0.81,-1.03,-0.44,0.91,-0.32,0.17,1.03,-0.02,-0.05,0.81,-0.77,-0.4,-0.62,0.2,1.12,-0.26,0.02,0.28,-1.2,0.15,0.42,-1.32,-1.77,-0.02,0.16,-0.76,-0.63,-0.35,0.89,1.08,-0.66,0.07,0.3,-0.03,1.36,0.18,-0.91,0.91,7.986890207338826,-3.655044477837943,-3.071335914717155,-4.4218125,39.687073,0
Rv0038,-,hypothetical protein,NE,conserved hypotheticals,0.02,-0.19,0.31,-0.14,0.07,0.63,1.14,-0.06,1.04,0.78,1.52,1.23,-0.3,-0.26,-0.45,-0.2,-0.04,-0.5,0.06,-0.42,-0.41,-2.18,0.73,-1.52,0.52,-0.13,-0.07,1.7,-0.4,-4.08,-1.36,0.55,1.66,-0.31,-0.16,0.51,-0.13,-0.33,0.06,-0.54,-0.73,-0.4,-0.02,0.38,0.33,-0.17,-0.44,-0.35,-0.73,1.74,1.29,-0.21,-0.03,0.07,0.53,-0.5,0.97,-0.05,-0.48,-0.32,-1.39,0.74,1.37,-1.26,2.8190788182061244,0.016311271879840186,10.671476761841754,-14.269242,-3.3858788,0
Rv0039c,-,Possible conserved transmembrane protein,NE,cell wall and cell processes,0.1,0.47,0.13,0.32,0.46,2.68,-0.77,0.5,0.36,0.21,-0.83,-0.14,0.69,0.43,1.04,-0.5,0.81,0.16,0.6,0.06,0.03,-0.88,4.88,-7.19,-6.67,-0.36,-7.94,-7.07,0.0,1.61,1.63,-0.86,0.74,0.48,0.7,0.43,0.65,0.44,1.88,-0.44,-0.23,0.31,0.28,-0.03,0.3,-0.13,0.0,-0.43,-0.49,-1.14,-0.22,-0.04,-0.03,0.02,-0.55,-0.0,-1.05,-0.65,-0.54,-2.7,-0.55,-0.01,0.56,0.16,-1.899764356215247,-1.8392771739199325,2.382663633604516,2.6466086,-14.801285,2
Rv0040c,mtc28,Secreted proline rich protein Mtc28 (proline rich 28 kDa antigen),NE,cell wall and cell processes,0.11,0.11,-0.41,-0.72,-0.04,-2.59,-0.32,-0.02,-0.1,-0.19,0.68,1.0,0.33,0.72,-1.17,-0.31,-0.24,-0.08,0.31,-0.8,-0.09,0.47,1.56,-0.92,-3.18,-1.78,1.39,-0.51,-1.42,1.3,0.62,-0.2,-1.97,-0.08,0.27,1.49,-2.53,0.48,-0.52,-0.94,1.64,-0.83,-0.96,-0.12,2.67,-0.28,-0.58,0.07,-0.01,1.72,0.29,-1.6,-1.27,-0.69,0.77,-0.02,1.56,0.4,-0.29,1.51,1.79,2.0,-1.37,-3.46,14.804598581349074,5.506935646868048,8.245916259322833,-27.580345,38.36917,3
Rv0042c,-,Possible transcriptional regulatory protein (probably MarR-family),NE,regulatory proteins,-0.02,0.24,-0.17,-0.49,-0.77,-5.81,1.59,-0.09,1.79,1.37,-0.02,-0.85,-0.84,-0.6,3.54,0.81,0.37,1.46,0.64,0.97,1.62,-1.57,-0.91,-6.34,0.42,5.19,-6.71,-6.32,-1.69,-7.88,-4.83,1.92,-2.37,-0.21,-0.75,-0.6,-0.79,0.14,3.15,-1.08,1.19,0.38,-0.83,-1.21,-1.55,-0.82,-1.88,1.19,2.55,-0.22,0.11,-0.75,-0.25,-0.75,1.22,-0.16,-0.23,0.98,-2.22,-3.89,0.72,0.53,0.05,-0.59,8.524996353249602,-2.9234465295935093,0.06817161404696838,-11.872636,35.9559,2
Rv0043c,-,Probable transcriptional regulatory protein (probably GntR-family),NE,regulatory proteins,0.34,0.16,-0.06,0.21,-0.51,-5.3,-0.26,-0.4,-0.71,-0.31,0.74,0.21,-0.53,-0.4,-0.62,-0.79,-0.78,-0.46,-0.7,0.05,-0.42,-0.09,-0.74,-0.64,-3.59,-3.05,-2.24,-1.57,0.58,-0.63,-0.63,-0.09,-0.82,-0.26,-0.13,-0.54,-0.53,1.11,0.16,1.26,-1.88,-1.96,-0.99,0.97,-0.32,-0.41,-0.72,-0.11,-0.77,-1.27,-1.15,0.39,0.44,0.87,1.14,0.28,0.53,0.76,-0.71,-0.71,1.51,-0.69,-1.53,-1.27,-1.375955624018735,-1.3937234186556677,3.734634699797581,-5.4359546,-19.174646,0
Rv0044c,-,Possible oxidoreductase,NE,intermediary metabolism and respiration,-0.12,-0.09,0.05,0.45,0.1,-5.33,0.01,0.11,0.31,-0.38,0.02,0.17,0.15,0.33,0.31,-0.3,0.27,-0.17,-0.25,0.38,0.2,-0.28,0.38,-1.18,-1.18,-0.28,-1.73,-1.45,-0.0,0.81,-0.67,-1.75,-0.88,-0.07,-0.12,-0.31,0.43,-0.09,1.51,0.3,-0.0,0.23,0.3,0.07,-0.16,-0.01,0.08,-0.2,-0.06,-0.21,-0.28,0.2,0.26,0.09,1.37,-0.26,-0.44,0.24,0.4,0.48,-0.89,0.41,1.05,0.16,4.856984974873932,11.517439638057974,-2.4836008568600487,-39.767277,19.353605,3
Rv0045c,-,Possible hydrolase,NE,lipid metabolism,-0.47,-0.48,-0.0,-1.1,0.26,-9.38,-0.06,0.03,-0.53,0.41,0.1,0.62,0.52,1.0,1.53,-0.37,0.59,0.41,0.65,0.91,0.98,2.18,0.61,-0.36,-2.36,0.17,0.13,-1.86,0.19,-0.57,-2.86,-0.11,3.25,-0.58,-0.62,-0.15,-0.22,-1.63,2.4,0.25,-0.14,-0.52,-0.56,-0.04,-0.55,0.05,0.2,0.4,0.3,-0.08,-0.06,0.12,0.22,0.11,0.47,0.07,-1.09,0.68,0.64,1.34,-0.21,-0.24,0.55,0.81,2.0787420343320333,3.073945034593237,-1.9870069262487948,-14.102201,17.551413,3
Rv0047c,-,hypothetical protein,NE,conserved hypotheticals,-1.84,-1.81,-0.24,-0.72,-0.41,5.25,-0.27,0.74,1.59,0.29,-1.88,-1.19,0.68,0.23,-0.97,0.87,-1.29,-0.2,-0.22,-0.01,-0.84,1.18,-0.1,-1.13,-2.35,-0.03,-1.12,-6.34,-4.03,-2.13,-5.48,-2.17,-1.39,-1.55,-1.47,-2.47,-1.67,-1.61,-1.42,-1.71,1.67,-2.9,-2.22,0.68,-2.78,-0.55,1.32,1.23,4.58,-0.82,-0.32,-1.54,-0.83,-0.21,0.91,1.86,-1.78,1.32,2.22,-2.89,0.81,1.64,0.3,1.41,1.725050112869397,-1.133480360765832,1.0710286683540788,-11.2840805,7.6883082,0
Rv0048c,-,Possible membrane protein,NE,cell wall and cell processes,-0.05,-0.01,0.12,-0.19,0.01,1.49,-0.36,0.3,0.04,-0.03,-0.37,0.08,0.45,-0.29,0.47,-0.1,-0.52,-0.08,-0.09,-0.39,0.15,0.56,-0.3,0.3,0.64,0.89,0.0,-0.75,-0.2,0.34,0.29,0.51,0.32,0.14,0.02,-0.06,-0.14,-0.26,-0.91,0.28,-0.01,0.46,0.33,-0.12,-0.96,0.02,0.52,0.4,0.67,0.28,-0.17,0.49,-0.01,0.18,-0.01,0.4,-0.34,-0.73,0.27,-1.42,-0.51,0.84,0.49,-0.07,2.280204652834934,-1.6078452695998628,0.9095656356443226,-4.7238812,10.099161,0
Rv0049,-,hypothetical protein,NE,conserved hypotheticals,-0.1,0.44,-0.17,-2.33,0.1,-7.55,6.02,0.51,8.54,5.88,-2.2,-2.0,0.2,1.01,0.49,0.32,2.61,0.71,0.74,0.3,0.44,-0.22,3.53,-7.55,-1.95,5.39,-9.86,-8.31,1.33,-4.88,-8.58,-4.0,-1.62,0.04,0.19,1.25,-1.1,-3.03,-1.21,-4.76,1.01,-0.68,-2.63,-1.96,0.38,-0.15,-0.67,-2.36,-3.36,-2.38,-1.97,-0.15,-1.1,-3.48,-2.08,1.24,-0.38,-1.35,1.99,-0.05,-1.07,0.07,-0.76,0.57,-1.145235092816015,-0.8690060608616714,0.4466725384002303,5.1925745,-4.6481905,2
Rv0050,ponA1,Probable bifunctional penicillin-binding protein 1A/1B PonA1 (murein polymerase) (PBP1): penicillin-insensitive transglycosylase (peptidoglycan TGASE) + penicillin-sensitive transpeptidase (DD-transpeptidase),NE,cell wall and cell processes,0.22,0.8,-0.14,-1.6,-0.07,-4.65,0.15,0.29,-0.78,0.1,0.94,0.48,-0.46,0.97,0.21,0.09,1.13,0.12,0.39,-1.33,0.07,-3.49,-1.75,-0.34,1.63,-1.52,-8.01,-3.6,0.93,0.44,4.02,0.1,1.92,0.72,0.64,0.67,-0.9,-5.17,0.68,-5.02,4.97,0.31,0.15,-0.16,-0.46,-0.18,-0.87,-1.59,-0.99,-1.92,-1.44,-0.31,-0.68,-3.91,0.59,-0.1,-0.59,-1.08,-1.03,-2.69,3.33,-0.42,-3.67,-0.92,3.4167425538254976,-2.5273066331406286,-0.9034035113160032,-8.655161,47.152645,0
Rv0051,-,Probable conserved transmembrane protein,NE,cell wall and cell processes,-0.38,0.03,0.11,-0.1,0.63,-8.13,-0.69,0.44,-0.43,-0.58,-1.87,-1.21,0.66,1.11,0.9,-0.23,-0.35,0.15,-0.19,0.32,0.51,0.95,-1.21,-1.45,-2.5,-0.1,-2.86,-4.52,-0.71,-0.17,-2.14,-1.01,-1.05,-0.13,-0.2,-0.26,-0.03,0.82,0.55,-1.04,0.1,-2.19,-1.67,0.52,-0.84,0.04,0.05,1.7,4.3,-2.01,-1.59,0.82,-0.23,-0.29,0.39,0.13,0.27,1.12,-0.1,0.61,-0.6,-1.66,0.77,2.02,-0.2772665716206271,8.24735613995406,3.956482627970152,-6.268609,-33.547142,2
Rv0052,-,hypothetical protein,NE,conserved hypotheticals,-0.74,-0.58,0.17,-0.23,0.42,1.53,0.07,-0.09,-0.58,-0.35,0.48,0.17,-0.31,0.88,0.52,-0.48,0.29,0.06,0.01,0.34,0.45,-0.45,3.96,1.03,1.88,0.39,-2.18,-1.72,-0.0,-0.04,-0.99,-1.4,-0.33,-0.75,-0.89,-0.47,-0.63,-0.31,-0.18,0.83,-0.2,0.48,1.06,0.58,-0.87,0.03,0.12,0.07,0.18,-0.17,-0.15,0.06,-0.17,0.14,-1.05,0.14,-0.63,1.59,-0.02,0.11,-2.39,0.77,0.46,0.56,-6.252157331392889,0.8911018879971108,-1.5530440004815496,20.568424,-31.19913,0
Rv0056,rplI,50S ribosomal protein L9 RplI,NE,information pathways,-0.3,-0.16,0.02,-0.69,-0.68,-3.42,2.58,-0.12,3.18,2.01,0.86,-0.24,-1.1,0.13,0.96,0.7,1.06,0.32,0.37,0.28,1.61,-2.99,1.59,-5.44,-5.28,0.19,0.02,2.47,-0.54,-7.4,-3.18,1.23,-3.57,0.12,-0.29,-1.48,-0.87,-2.23,2.61,1.12,-0.98,7.14,4.56,-2.58,-1.56,-0.66,-0.8,-0.34,-0.37,4.2,4.1,-1.57,0.57,0.42,-3.31,-0.63,0.01,-2.35,-2.24,0.0,4.11,2.42,-5.45,-4.54,0.23277423917720397,0.07930486936238461,-2.2964391412275047,6.4569397,20.322319,2
Rv0057,-,Hypothetical protein,NE,conserved hypotheticals,-0.35,-0.29,0.19,1.25,0.29,-3.97,0.32,-0.0,0.79,0.53,-0.99,-0.86,0.13,0.56,0.4,0.16,0.9,0.64,0.98,0.92,0.82,-2.41,5.71,-2.51,-0.87,-0.78,-0.57,0.96,-0.88,-3.48,-0.17,0.9,-2.53,-0.28,-0.07,0.59,-0.06,-0.32,-0.19,0.25,-0.55,0.89,0.54,-0.35,0.35,-0.45,-0.4,-0.27,-0.25,0.32,0.65,-0.55,-0.75,-0.07,-0.44,-0.68,0.01,1.02,-0.17,1.67,-0.68,0.33,-1.19,-1.4,1.2917929275075346,-1.9825942979374127,2.4567112482472853,-7.666173,12.912286,3
Rv0059,-,Hypothetical protein,GA,conserved hypotheticals,-0.12,-0.13,0.07,-0.26,-0.03,0.0,-0.53,-0.09,-0.42,-0.57,0.4,0.37,-0.03,0.14,0.83,-0.07,-0.12,-0.03,-0.17,-0.21,-0.04,0.66,0.71,0.85,0.25,0.05,0.15,-0.48,0.02,0.34,0.15,0.46,-0.03,-0.16,-0.11,-0.12,-0.74,-0.54,0.04,0.32,-0.07,0.19,0.25,0.05,-0.78,0.09,0.33,0.12,0.18,-0.23,-0.13,-0.16,-0.1,0.0,-0.09,0.03,0.08,-0.55,0.5,0.57,-0.11,-0.74,-0.07,1.17,-1.505727834657117,-2.9547774661897437,-0.22295773594961904,15.441158,-11.320583,0
Rv0062,celA1,"Possible cellulase CelA1 (endoglucanase) (endo-1,4-beta-glucanase) (FI-cmcase) (carboxymethyl cellulase)",NE,intermediary metabolism and respiration,0.1,0.01,0.2,-0.68,0.06,-0.88,-0.76,-0.0,-0.49,-0.84,-0.44,-0.22,0.22,-0.06,0.18,-0.18,-0.2,-0.11,0.04,0.33,0.04,0.93,-0.21,-0.89,-1.6,0.22,-0.02,-1.11,-0.16,-0.59,-1.69,-0.17,0.14,0.09,-0.05,-0.06,0.11,0.14,-0.6,2.97,0.34,0.09,-0.2,-0.29,-0.59,-0.07,-0.04,0.32,0.48,0.8,0.08,0.16,0.26,-0.02,0.23,0.08,-0.35,-0.05,0.18,0.59,-0.44,-0.11,-0.34,-0.44,2.978990245201431,-0.6555325980145261,0.6618022312990222,-1.3875239,35.037937,0
Rv0063,-,Possible oxidoreductase,NE,intermediary metabolism and respiration,-0.21,-0.22,0.15,-0.06,0.14,-2.48,-0.11,0.25,-0.4,-0.44,-0.59,-0.24,0.35,-0.12,-0.05,0.33,-0.49,-0.19,-0.23,-0.15,0.06,-0.39,-0.06,-0.55,-0.25,-0.09,-1.22,-0.59,0.24,-1.69,-2.53,-1.23,0.89,-0.37,-0.44,2.02,0.48,0.23,-0.61,0.59,0.08,-0.68,-0.47,0.2,-0.72,-0.22,-0.12,-0.09,2.0,-0.01,-0.01,-0.46,0.08,0.15,-0.26,0.07,0.55,0.29,0.24,0.62,-0.09,-0.15,0.43,1.19,2.169606744584135,-3.919973264653904,-1.060006488474555,-3.2365153,8.54188,3
Rv0064,-,Probable conserved transmembrane protein,NE,cell wall and cell processes,0.54,0.53,-0.02,-0.22,0.03,-0.59,-0.54,-0.01,-0.79,-0.49,0.17,0.36,0.19,0.41,0.74,-0.05,0.62,0.14,0.14,-0.28,0.28,-0.97,0.07,-1.36,0.44,0.82,-0.2,0.63,-0.15,-0.9,1.11,1.03,1.08,0.38,0.32,0.22,-0.08,-0.21,0.57,0.44,-0.54,0.56,0.06,-0.5,-0.83,0.07,0.24,0.11,0.81,0.42,0.13,0.02,-0.27,0.06,0.36,0.13,-0.41,-0.31,-0.3,0.11,-0.19,0.07,0.56,0.29,-16.74027675004565,-1.6747835667693467,-6.6656816829544665,19.806976,-34.585426,0
Rv0065,vapC1,Possible toxin VapC1,NE,"virulence, detoxification, adaptation",-0.92,-1.05,0.12,-1.23,-0.03,-5.49,-0.45,-0.3,-0.41,-0.18,-0.02,-0.56,-0.54,0.8,1.28,0.29,-0.77,0.38,0.71,0.51,1.13,2.69,3.07,2.79,0.96,0.86,-0.25,-4.02,-1.09,1.85,-0.9,-0.06,-2.36,-0.95,-0.91,0.89,-1.06,-0.41,-1.06,-0.36,0.2,2.9,2.91,0.01,-1.01,-0.06,-0.32,-0.06,-0.01,0.21,0.09,1.18,0.16,0.08,1.16,0.26,-1.22,2.72,0.34,0.56,4.07,0.3,-3.43,-0.91,2.005416254965714,-2.244565786363052,-3.1724045796140103,7.3252807,32.356083,1
Rv0066c,icd2,Probable isocitrate dehydrogenase [NADP] Icd2 (oxalosuccinate decarboxylase) (IDH) (NADP+-specific ICDH) (IDP),NE,intermediary metabolism and respiration,-3.11,-2.63,-0.64,-4.38,-0.81,0.0,-0.06,-0.85,6.37,0.92,0.11,0.11,0.0,4.28,4.63,3.39,4.27,3.62,3.78,3.96,4.38,-2.02,0.2,-3.05,0.44,-0.05,-2.02,0.0,0.0,-5.94,0.05,-0.43,-0.98,-3.42,-3.04,-0.3,-7.7,-6.53,0.98,0.88,3.84,-0.12,-0.12,0.0,1.53,0.11,-2.22,1.17,1.62,1.91,1.05,1.23,-0.01,0.03,-3.06,0.0,-1.51,-3.06,0.0,0.0,-3.6,0.17,1.65,-2.19,0.13899808064953503,-0.9055505097820954,1.7719166494831555,-1.6650245,-1.9974982,1
Rv0067c,-,Possible transcriptional regulatory protein (possibly TetR-family),NE,regulatory proteins,0.52,1.0,0.14,-0.77,0.04,0.0,0.54,-0.07,0.82,0.1,-1.58,-1.11,0.48,0.54,-1.14,-0.61,-0.63,-0.46,0.91,-0.42,-0.87,-3.39,-2.0,-0.27,3.53,0.42,0.05,3.75,0.34,-2.26,4.26,3.19,-5.22,1.0,0.04,0.35,-0.5,1.14,0.55,0.5,3.04,-0.05,0.13,0.17,0.74,0.05,-0.59,0.24,0.53,-2.24,-1.65,0.54,-0.14,0.17,-1.43,0.88,-1.34,-1.21,-2.42,-2.34,-2.19,0.66,-0.18,0.5,-4.529649715498657,-1.0439662356305455,-3.7854161752004756,22.60358,20.028128,4
Rv0068,-,Probable oxidoreductase,NE,intermediary metabolism and respiration,0.47,0.46,0.16,-0.62,0.32,1.71,-0.23,-0.13,-0.6,-0.19,0.72,0.27,-0.45,0.19,0.44,-0.58,0.19,0.11,0.26,0.49,0.55,0.38,-1.13,-0.26,-0.23,0.41,-2.56,-2.74,0.2,-0.78,-0.98,0.18,-0.69,0.53,0.25,0.88,-0.66,0.52,-0.97,0.69,0.51,-0.63,-0.42,0.21,-0.09,0.05,0.1,0.02,0.12,-0.71,-0.36,-0.35,-0.18,0.13,-0.76,-0.44,1.29,-0.55,-0.28,0.24,1.53,-1.12,-0.98,-0.85,6.786682510998375,-2.5759760311101876,5.613756310539094,-16.51006,-0.029610371,0
Rv0069c,sdaA,Probable L-serine dehydratase SdaA (L-serine deaminase) (SDH) (L-SD),NE,intermediary metabolism and respiration,-0.2,0.06,0.22,0.05,0.23,-6.39,-0.62,-0.03,-0.18,0.25,0.84,0.21,-0.62,0.49,1.68,-0.29,-0.98,0.26,-0.22,0.02,-0.23,0.08,5.0,-0.55,-0.21,0.42,0.27,-0.06,-0.25,0.79,0.29,-0.42,-1.7,0.06,-0.49,5.94,1.53,0.49,0.04,0.19,0.17,-0.13,0.8,0.93,0.1,-0.09,-0.17,0.35,0.47,-0.59,-0.51,0.77,-0.11,0.35,-0.92,-0.27,0.5,-0.69,-0.39,0.4,0.19,0.72,0.04,-0.32,6.693704831441164,-3.85006938003824,0.24545938856362093,-6.8602767,50.03642,3
Rv0070c,glyA2,Serine hydroxymethyltransferase GlyA2 (serine methylase 2) (SHMT 2),NE,intermediary metabolism and respiration,-0.09,-0.24,0.19,-0.29,0.4,-6.31,-1.32,0.19,-0.91,-0.91,-1.25,-0.65,0.6,0.07,0.14,-0.83,-0.28,-0.26,-0.04,-0.09,-0.35,0.16,1.17,-0.14,-0.03,0.27,-0.3,-0.47,-0.0,-1.81,-3.4,-1.42,0.51,-0.46,-0.41,0.04,-0.4,-0.54,-0.04,0.14,0.39,0.67,0.77,0.11,-0.91,-0.12,-0.22,0.29,0.48,-0.49,-0.41,-0.69,-0.24,0.07,1.22,-0.01,0.11,-2.95,0.29,0.3,-0.87,-0.02,0.95,0.18,1.3540525731827913,-3.2743839507888834,-1.8315511236853124,2.3908706,41.954967,3
Rv0071,-,Possible maturase,NE,information pathways,0.04,0.16,0.02,1.0,0.25,-4.4,-0.1,-0.02,-0.35,-0.14,-0.48,0.34,0.81,-4.66,-0.06,-2.28,-2.9,-1.24,-2.05,-0.79,-1.41,-1.5,-0.96,-0.49,1.36,0.35,-2.76,0.31,1.56,-0.85,2.37,1.72,-6.13,-0.06,-0.22,0.36,1.59,0.15,1.24,0.05,0.67,-0.05,0.73,0.77,-0.51,-0.03,-0.09,0.01,0.14,-0.74,-0.72,-0.01,0.38,-0.1,-1.22,-0.26,1.45,-1.61,0.17,0.81,-0.72,0.12,-0.56,-0.06,-1.3798858854056661,0.0012117021865612008,4.381957299304462,-5.413726,-3.9429405,3
Rv0072,-,Probable glutamine-transport transmembrane protein ABC transporter,NE,cell wall and cell processes,0.17,0.2,0.02,-1.11,-0.06,-0.67,-0.12,-0.15,-0.3,-0.19,-0.61,-0.31,0.3,-5.1,0.4,-1.68,-3.02,-0.87,-2.18,0.32,-0.24,0.7,-1.61,0.28,-0.21,0.21,-1.81,-1.91,0.61,-0.3,-1.96,-0.96,0.37,0.16,0.25,0.21,-0.63,0.11,-0.74,0.35,-0.66,0.54,-0.5,-1.05,-0.49,-0.14,-0.1,1.1,2.65,-0.59,-0.62,-0.04,0.13,-0.16,-0.16,-0.04,0.51,-0.47,-0.18,-1.57,-0.11,-0.45,0.04,0.18,4.464595035665346,2.495177290829951,-1.8107250190547841,-16.294231,27.015596,0
Rv0073,-,Probable glutamine-transport ATP-binding protein ABC transporter,NE,cell wall and cell processes,-0.28,-0.2,0.09,0.32,0.1,-1.3,-0.11,-0.22,-0.28,-0.31,0.5,0.57,0.07,-5.44,0.53,-1.64,-2.62,-0.76,-2.06,-0.22,-0.78,1.69,2.49,-0.19,-2.29,-0.41,-0.21,-1.97,-0.07,-1.1,-2.23,0.57,-0.49,-0.4,-0.27,-0.33,-0.09,-0.52,-0.24,0.01,-0.2,-0.48,-0.49,-0.01,-0.46,-0.05,-0.13,0.49,0.95,-0.37,-0.45,-0.07,-0.26,-0.19,0.51,-0.12,-0.68,0.1,0.37,0.49,0.31,0.3,-0.01,0.07,8.647156067026518,-1.014099803808903,-2.021021230988272,-13.27052,41.490974,0
Rv0074,-,hypothetical protein,NE,conserved hypotheticals,-0.19,-0.24,-0.16,-0.08,0.09,-0.49,-0.37,-0.03,-0.99,-0.75,0.29,-0.08,-0.37,-1.48,0.27,-0.68,-0.39,-0.23,-0.06,0.85,0.36,0.99,0.23,1.64,0.26,-0.39,1.2,-0.4,-0.61,0.82,0.11,0.28,-1.66,-0.15,-0.42,0.23,-1.19,0.72,1.67,0.25,0.5,-0.06,-0.11,-0.05,1.48,0.11,0.05,0.05,-0.03,-0.22,-0.38,0.07,-0.0,0.06,1.38,-0.07,-0.3,1.79,-0.12,-0.17,-0.03,0.76,0.56,-0.31,-13.27527879098506,1.4909254261106815,4.155919282725983,16.374426,-36.28017,0
Rv0075,-,Probable aminotransferase,NE,intermediary metabolism and respiration,-0.27,-0.15,-0.15,-0.03,-0.17,-0.34,-0.61,-0.04,-0.3,-0.48,0.42,0.4,-0.03,-0.42,0.2,-0.96,-0.31,-0.48,-0.65,-0.19,0.54,0.79,-0.2,-2.03,-3.02,-0.2,-0.34,-1.34,-0.21,0.36,-0.61,-0.18,-0.04,-0.24,-0.18,0.33,-0.12,-0.48,-0.08,0.34,-0.1,-0.18,-0.51,-0.33,-0.04,0.06,0.38,0.06,0.06,0.6,-0.14,0.0,0.08,-0.01,-0.37,-0.03,0.71,-0.98,0.07,0.75,0.01,0.28,-0.05,0.38,4.605302764536687,8.895323658511257,-2.5932647187912967,-29.973608,19.372038,0
Rv0076c,-,Probable membrane protein,NE,cell wall and cell processes,0.05,-0.11,0.05,-0.28,-0.2,-5.08,-0.82,0.06,-0.84,-1.02,-0.89,-0.3,0.59,-0.35,-0.45,-1.53,0.37,-0.59,-0.94,-0.41,-0.56,-1.69,-0.96,-0.65,1.58,0.55,-2.79,-2.02,-0.92,-2.87,-1.27,-0.09,1.61,-0.01,-0.23,0.74,-1.39,-0.35,0.2,0.6,0.27,-0.85,-1.17,-0.32,0.18,-0.01,-0.26,0.06,-0.12,-0.36,-0.47,0.26,0.28,0.02,0.33,-0.35,-0.83,-1.55,0.08,-1.24,0.09,1.01,0.21,-0.14,-2.424452662455657,-1.9958196967940416,-3.709051131410886,15.218989,26.588633,3
