Rv_ID,gene_name,func_tuberculist,COG,u1,u2,u3
Rv3463,-,conserved hypotheticals,C,10.618957,-4.145448,12.818914
Rv3468c,-,intermediary metabolism and respiration,MG,3.5196574,-4.36721,10.079516
Rv3470c,ilvB2,intermediary metabolism and respiration,EH,2.6380112,2.1029453,8.563477
Rv3472,-,conserved hypotheticals,S,3.520796,-4.359934,10.10033
Rv3473c,bpoA,"virulence, detoxification, adaptation",R,3.4528573,-6.4191427,10.355286
Rv3475,-,insertion seqs and phages,L,10.9126425,3.5017824,8.73055
Rv3477,PE31,PE/PPE,S,-3.2142937,-3.6238587,-5.4639993
Rv3483c,-,cell wall and cell processes,S,-1.3194088,-1.9473876,13.823586
Rv3484,cpsA,conserved hypotheticals,K,3.1451082,-4.8536215,13.718156
Rv3490,otsA,"virulence, detoxification, adaptation",G,7.6614947,-3.1476736,12.392315
Rv3491,-,conserved hypotheticals,S,-3.3721528,-3.851738,-5.188393
Rv3492c,-,conserved hypotheticals,S,0.7195658,-6.1510396,13.748166
Rv3493c,-,conserved hypotheticals,S,-1.3566006,-2.252627,13.848047
Rv3494c,mce4F,"virulence, detoxification, adaptation",Q,1.3570671,-5.139691,13.949679
Rv3495c,lprN,cell wall and cell processes,Q,0.81886846,-6.098649,13.778299
Rv3496c,mce4D,"virulence, detoxification, adaptation",Q,1.2727345,-5.3518257,13.840007
Rv3497c,mce4C,"virulence, detoxification, adaptation",Q,-3.3358111,-3.4826376,-5.023232
Rv3498c,mce4B,"virulence, detoxification, adaptation",Q,0.41519812,-5.839567,13.722364
Rv3499c,mce4A,"virulence, detoxification, adaptation",Q,1.2992958,-5.0906973,13.965848
Rv3500c,yrbE4B,"virulence, detoxification, adaptation",Q,1.2594709,-5.240628,13.933713
Rv3501c,yrbE4A,"virulence, detoxification, adaptation",Q,-3.3699906,-3.5293148,-4.9323726
Rv3502c,fabG,intermediary metabolism and respiration,IQR,-2.5937245,-0.40838477,17.580383
Rv3503c,fdxD,intermediary metabolism and respiration,C,-3.5745142,-3.5815127,-5.0393
Rv3506,fadD17,lipid metabolism,IQ,3.4353993,-4.9600873,10.247725
Rv3510c,-,conserved hypotheticals,R,-3.395725,-3.6960304,-5.28439
Rv3512,PE_PGRS56,PE/PPE,S,5.907428,-4.1420007,10.613601
Rv3516,echA19,lipid metabolism,I,-1.3782648,-1.9428017,13.768502
Rv3518c,cyp142,intermediary metabolism and respiration,Q,3.0701838,-4.1742916,7.499606
Rv3522,ltp4,lipid metabolism,I,3.0723014,-4.1488075,7.5012903
Rv3526,-,intermediary metabolism and respiration,PR,-1.3283553,-2.2444012,13.840894
Rv3529c,-,conserved hypotheticals,S,-3.5515103,-3.7423153,-5.370284
Rv3531c,-,conserved hypotheticals,S,0.49753234,-5.9509473,13.768423
Rv3534c,-,intermediary metabolism and respiration,E,-3.479814,-3.7062657,-5.399959
Rv3535c,-,intermediary metabolism and respiration,Q,0.71149164,-6.1298695,13.751517
Rv3536c,-,intermediary metabolism and respiration,Q,0.91274315,-6.747892,13.633218
Rv3537,-,intermediary metabolism and respiration,C,0.7914008,-6.0996695,13.772794
Rv3540c,ltp2,lipid metabolism,I,-2.593899,-0.4080206,17.572622
Rv3541c,-,conserved hypotheticals,S,0.9121154,-6.7985606,13.627241
Rv3542c,-,conserved hypotheticals,R,1.336551,-5.177685,13.931737
Rv3543c,fadE29,lipid metabolism,I,0.8851689,-5.8619757,13.755786
Rv3544c,fadE28,lipid metabolism,I,1.4256256,-5.0435715,13.959561
Rv3545c,cyp125,intermediary metabolism and respiration,Q,3.3895996,-6.354654,10.441804
Rv3546,fadA5,lipid metabolism,I,-1.3430635,-2.2588139,13.851663
Rv3549c,-,intermediary metabolism and respiration,IQR,-2.7391732,-0.29461265,17.907808
Rv3550,echA20,lipid metabolism,I,1.3279773,-6.6595035,13.65362
Rv3551,-,intermediary metabolism and respiration,I,-1.3340881,-2.199107,13.834473
Rv3552,-,intermediary metabolism and respiration,I,7.806803,-2.2189026,14.363868
Rv3553,-,intermediary metabolism and respiration,R,0.5490233,-5.9284315,13.836128
Rv3556c,fadA6,lipid metabolism,I,0.61587477,-6.07746,13.764001
Rv3557c,-,regulatory proteins,K,-1.343101,-2.0248601,13.790919
Rv3559c,-,intermediary metabolism and respiration,IQR,-3.34673,-3.3485775,-4.5809674
Rv3560c,fadE30,lipid metabolism,I,0.72229517,-6.148738,13.747484
Rv3561,fadD3,lipid metabolism,IQ,-3.269092,-3.4567885,-4.917386
Rv3563,fadE32,lipid metabolism,I,-1.322707,-2.2267914,13.900449
Rv3564,fadE33,lipid metabolism,I,0.5344334,-5.981831,13.762397
Rv3565,aspB,intermediary metabolism and respiration,E,-3.633246,-3.8480878,-5.1629233
Rv3567c,-,intermediary metabolism and respiration,R,7.794107,-2.2276893,14.380735
Rv3568c,bphC,intermediary metabolism and respiration,E,0.48689297,-5.934384,13.768566
Rv3569c,bphD,intermediary metabolism and respiration,R,-1.365964,-2.1897397,13.829876
Rv3570c,-,intermediary metabolism and respiration,I,0.49916187,-5.9429216,13.777937
Rv3571,hmp,intermediary metabolism and respiration,C,0.48627502,-5.9327545,13.767699
Rv3574,-,regulatory proteins,K,4.1069055,-3.0523539,12.107178
Rv3575c,-,regulatory proteins,K,-3.4662383,-0.7681871,21.507538
Rv3576,lppH,cell wall and cell processes,S,3.4522412,-4.93075,10.227378
Rv3577,-,conserved hypotheticals,R,-3.5296106,-3.8162887,-5.3138356
Rv3586,-,conserved hypotheticals,R,6.6855416,-4.299275,10.568596
Rv3589,mutY,information pathways,L,3.3728707,-3.4148161,10.56351
Rv3590c,PE_PGRS58,PE/PPE,S,-0.23333065,4.0071034,10.735007
Rv3591c,-,intermediary metabolism and respiration,R,3.431027,-6.3964233,10.377183
Rv3592,TB11.2,intermediary metabolism and respiration,R,-3.5009384,-3.7905855,-5.1639466
Rv3593,lpqF,cell wall and cell processes,V,2.4546163,-6.1535463,13.754996
Rv3594,-,conserved hypotheticals,S,-1.323107,-1.9921334,13.878773
Rv3595c,PE_PGRS59,PE/PPE,S,3.6722636,-2.6237638,10.687609
Rv3600c,-,conserved hypotheticals,K,5.1496563,-2.862166,12.386117
Rv3601c,panD,intermediary metabolism and respiration,H,10.635247,-4.1529803,12.81362
Rv3602c,panC,intermediary metabolism and respiration,H,10.589715,-4.1731772,12.852055
Rv3604c,-,cell wall and cell processes,S,9.669923,-4.195996,12.689719
Rv3610c,ftsH,cell wall and cell processes,O,1.3754704,-6.6526566,13.708233
Rv3612c,-,conserved hypotheticals,S,-0.27143192,4.0045924,10.724662
Rv3615c,-,cell wall and cell processes,S,1.0032636,-6.51332,13.6825075
Rv3616c,-,cell wall and cell processes,S,1.1556423,-5.735234,13.655424
Rv3618,-,intermediary metabolism and respiration,C,-3.6223269,-0.5879263,21.58467
Rv3619c,esxV,cell wall and cell processes,S,-3.5930486,-0.5992973,21.583565
Rv3622c,PE32,PE/PPE,S,3.0993,-4.158315,7.528264
Rv3623,lpqG,cell wall and cell processes,S,-3.509123,-3.7244368,-5.369151
Rv3626c,-,conserved hypotheticals,S,3.4556983,-4.9147763,10.223869
Rv3627c,-,conserved hypotheticals,M,10.796488,1.6287012,13.146358
Rv3630,-,cell wall and cell processes,S,7.5533986,-3.2585125,12.328308
Rv3631,-,intermediary metabolism and respiration,M,-1.3182112,-1.994305,13.822414
Rv3632,-,cell wall and cell processes,S,-3.5441744,-3.5619876,-4.891872
Rv3633,-,conserved hypotheticals,Q,2.6247973,2.0113986,8.5570965
Rv3636,-,insertion seqs and phages,L,-3.4821475,-3.7743115,-5.312427
Rv3642c,-,conserved hypotheticals,S,3.6918077,-2.6100726,10.708419
Rv3643,-,conserved hypotheticals,S,-2.9873343,-0.60491467,19.745934
Rv3645,-,cell wall and cell processes,T,10.497354,2.0304604,13.298431
Rv3647c,-,conserved hypotheticals,S,-3.4652722,-3.8485532,-5.250487
Rv3651,-,conserved hypotheticals,S,-0.27637094,3.9628706,10.71942
Rv3652,PE_PGRS60,PE/PPE,S,-3.458817,-3.8004515,-5.2863483
Rv3656c,-,conserved hypotheticals,S,-3.5476618,-3.8170774,-5.3075914
Rv3658c,-,cell wall and cell processes,S,3.0862741,-4.1833673,7.5197926
Rv3659c,-,conserved hypotheticals,U,-3.4793584,-3.7617333,-5.33914
Rv3660c,-,"virulence, detoxification, adaptation",S,-3.401602,-3.4800386,-5.3563547
Rv3661,-,"virulence, detoxification, adaptation",E,-2.7824025,-0.7106577,19.386732
Rv3663c,dppD,cell wall and cell processes,R,-3.549193,-3.7958558,-5.3894095
Rv3664c,dppC,cell wall and cell processes,EP,-3.467317,-0.74857324,21.205479
Rv3665c,dppB,cell wall and cell processes,EP,-3.4104514,-3.3636096,-4.6374183
Rv3666c,dppA,cell wall and cell processes,E,-3.5812476,-3.3668606,-4.772212
Rv3667,acs,lipid metabolism,I,2.6452045,2.258776,8.543105
Rv3670,ephE,"virulence, detoxification, adaptation",R,1.994851,-6.2367435,13.608069
Rv3671c,-,intermediary metabolism and respiration,O,2.0207253,-6.337513,13.682428
Rv3672c,-,conserved hypotheticals,LR,-3.4300704,-3.3940358,-5.535275
Rv3674c,nth,information pathways,L,-1.3854038,-1.9419752,13.75081
Rv3675,-,cell wall and cell processes,S,-3.5442266,-3.913394,-5.1964397
Rv3677c,-,intermediary metabolism and respiration,R,7.5225806,-0.6067122,14.832333
Rv3679,-,cell wall and cell processes,P,1.014202,-6.7470994,13.627786
Rv3680,-,cell wall and cell processes,P,3.0723422,-5.103483,13.957839
Rv3682,ponA2,cell wall and cell processes,M,3.3836973,-4.663183,13.59708
Rv3683,-,conserved hypotheticals,R,6.6708975,-4.3253083,10.548838
Rv3684,-,intermediary metabolism and respiration,E,7.7830877,-2.2476575,14.37763
Rv3687c,rsfB,information pathways,T,0.97916967,-6.7699986,13.623094
Rv3689,-,cell wall and cell processes,S,2.629115,2.2996802,8.54802
Rv3690,-,cell wall and cell processes,S,7.5456476,-1.718608,13.613819
Rv3691,-,conserved hypotheticals,S,-3.6297793,-0.5605475,21.595848
Rv3693,-,cell wall and cell processes,R,-1.2797884,-1.9476191,13.766521
Rv3695,-,cell wall and cell processes,S,-3.5096896,-3.8188791,-5.299569
Rv3696c,glpK,intermediary metabolism and respiration,C,-3.3018224,-3.3201754,-4.436877
Rv3697c,-,"virulence, detoxification, adaptation",R,-3.4105334,-3.8500056,-5.32578
Rv3698,-,conserved hypotheticals,S,3.4521139,-4.9317822,10.229632
Rv3710,leuA,intermediary metabolism and respiration,E,2.7091315,-5.494968,14.074609
Rv3715c,recR,information pathways,L,-2.7361479,-0.23912902,17.93024
Rv3717,-,conserved hypotheticals,M,5.008403,-2.9997895,12.47777
Rv3719,-,conserved hypotheticals,C,3.9103293,-2.764666,10.96217
Rv3720,-,lipid metabolism,M,4.8030696,-2.8793836,12.519121
Rv3723,-,cell wall and cell processes,S,-2.9872549,-0.57411504,19.64186
Rv3724B,cut5b,cell wall and cell processes,S,-3.463904,-3.7663317,-5.2372026
Rv3725,-,intermediary metabolism and respiration,MG,-3.4636548,-3.7876484,-5.225313
Rv3737,-,cell wall and cell processes,S,-3.5842113,-3.7134163,-4.7898707
Rv3739c,PPE67,PE/PPE,S,3.3592596,-3.4476295,10.531031
Rv3750c,-,insertion seqs and phages,S,2.622832,1.9851592,8.558334
Rv3755c,-,conserved hypotheticals,S,7.7597513,-2.1728861,12.200658
Rv3756c,proZ,"virulence, detoxification, adaptation",E,3.3880343,-3.634076,10.417295
Rv3757c,proW,"virulence, detoxification, adaptation",E,7.7998643,-2.2188911,14.375084
Rv3760,-,cell wall and cell processes,S,-3.5335271,-3.7823405,-5.2871284
Rv3764c,-,regulatory proteins,T,6.7055492,-4.0188556,10.876713
Rv3766,-,conserved hypotheticals,S,7.8396106,0.0077561997,14.320899
Rv3767c,-,lipid metabolism,Q,7.8570437,-0.028902445,14.3642
Rv3774,echA21,lipid metabolism,I,3.1280901,-4.132594,7.5579348
Rv3775,lipE,intermediary metabolism and respiration,V,-1.3431726,-2.0744498,13.836627
Rv3777,-,intermediary metabolism and respiration,CR,7.9807014,-2.4952493,12.529852
Rv3778c,-,intermediary metabolism and respiration,E,6.6464996,-4.3463783,10.541907
Rv3779,-,cell wall and cell processes,S,-3.4652214,-3.4235458,-4.6609287
Rv3789,-,cell wall and cell processes,S,9.966517,1.1970701,13.427803
Rv3801c,fadD32,lipid metabolism,IQ,5.9026484,-4.142812,10.612989
Rv3802c,-,cell wall and cell processes,S,1.6187106,-6.5600367,13.713673
Rv3804c,fbpA,lipid metabolism,R,10.78243,1.5341692,13.215382
Rv3810,pirG,cell wall and cell processes,S,3.43402,-4.62177,13.521111
Rv3811,-,conserved hypotheticals,M,7.764267,-2.4177496,12.77338
Rv3814c,-,intermediary metabolism and respiration,I,3.4131048,-6.371663,10.390167
Rv3815c,-,intermediary metabolism and respiration,I,3.3785791,-3.4196944,10.550816
Rv3816c,-,intermediary metabolism and respiration,I,3.8959382,-2.8253472,10.963361
Rv3817,-,intermediary metabolism and respiration,J,-3.4737377,-3.8155563,-5.2670336
Rv3818,-,conserved hypotheticals,PR,2.6140206,2.3166933,8.567215
Rv3819,-,conserved hypotheticals,S,3.4692054,-4.919023,10.212799
Rv3821,-,cell wall and cell processes,S,3.4395113,-5.95829,11.102794
Rv3822,-,conserved hypotheticals,S,-1.3768054,-1.9570388,13.776129
Rv3823c,mmpL8,cell wall and cell processes,R,2.0618408,-5.516378,12.9905815
Rv3824c,papA1,lipid metabolism,Q,-0.25450164,4.0013433,10.72185
Rv3825c,pks2,lipid metabolism,Q,-3.5824337,-0.6562994,21.520529
Rv3828c,-,insertion seqs and phages,L,-3.533982,-3.8704145,-5.299745
Rv3829c,-,intermediary metabolism and respiration,Q,-3.4271226,-3.8202744,-5.216429
Rv3830c,-,regulatory proteins,K,-1.3651353,-1.9663057,13.781187
Rv3835,-,cell wall and cell processes,S,-3.4850469,-3.823703,-5.203213
Rv3838c,pheA,intermediary metabolism and respiration,E,3.1374815,-5.216047,14.021787
Rv3841,bfrB,intermediary metabolism and respiration,P,-3.604654,-0.56432647,21.586689
Rv3842c,glpQ1,intermediary metabolism and respiration,C,6.8094754,-4.0303965,10.9163265
Rv3843c,-,cell wall and cell processes,S,-1.3763356,-1.9788324,13.755249
Rv3848,-,cell wall and cell processes,S,7.7690196,-2.1778831,12.188339
Rv3849,espR,regulatory proteins,S,7.5888376,-2.2541716,12.199104
Rv3852,hns,information pathways,S,8.033136,-2.3836894,12.593009
Rv3855,ethR,regulatory proteins,K,8.242617,-3.0393348,13.122842
Rv3859c,gltB,intermediary metabolism and respiration,E,10.778233,1.6545326,13.161896
Rv3864,-,cell wall and cell processes,S,2.104057,-6.1698647,13.552628
Rv3865,-,cell wall and cell processes,S,-3.4104786,-3.898501,-5.1522093
Rv3868,-,cell wall and cell processes,O,1.4551457,-4.984742,13.957997
Rv3869,-,cell wall and cell processes,S,-0.99899286,-2.197991,13.693356
Rv3870,-,cell wall and cell processes,D,1.465483,-5.222213,13.754405
Rv3871,-,cell wall and cell processes,D,1.4508926,-5.0486593,13.957227
Rv3873,PPE68,PE/PPE,S,-1.36659,-1.963455,13.749463
Rv3874,esxB,cell wall and cell processes,S,-2.9930172,-0.57804006,19.688137
Rv3876,-,cell wall and cell processes,D,-1.3653333,-2.029413,13.715213
Rv3877,-,cell wall and cell processes,S,1.4321249,-4.914151,13.970595
Rv3881c,-,cell wall and cell processes,S,3.3873324,-3.5778432,10.472901
Rv3882c,-,cell wall and cell processes,S,-0.9722196,-2.2898362,13.842789
Rv3883c,mycP1,intermediary metabolism and respiration,O,1.9510608,-6.1747932,13.612704
Rv3884c,-,cell wall and cell processes,O,5.4665346,-4.2391167,10.565694
Rv3887c,-,cell wall and cell processes,S,7.7959604,-1.9205049,13.681355
Rv3888c,-,cell wall and cell processes,D,7.8799825,-2.0014791,13.707848
Rv3889c,-,cell wall and cell processes,S,7.88216,-2.0050988,13.705935
Rv3896c,-,conserved hypotheticals,R,3.1122072,-4.164232,7.544774
Rv3897c,-,conserved hypotheticals,S,-3.6626828,-0.53425866,21.63812
Rv3898c,-,conserved hypotheticals,S,-3.5272293,-3.6592124,-5.6269836
Rv3909,-,conserved hypotheticals,S,0.91142464,-6.813111,13.654905
Rv3910,-,cell wall and cell processes,RTKL,6.486066,-4.4650316,10.546362
Rv3916c,-,conserved hypotheticals,S,7.4375353,-2.7315655,12.297014
Rv3919c,gidB,cell wall and cell processes,M,1.1953356,-5.7691956,13.665452
Rv3920c,-,conserved hypotheticals,R,7.534352,-2.8542724,12.304825
Rv3922c,-,"virulence, detoxification, adaptation",S,10.605156,-4.188399,12.85971
Rvnr01,rrs,,S,10.275794,-4.3680625,12.95045
