#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv0195	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	6	4	327.7	415.5	87.8	0.34	0.76260	1.00000
Rv0196	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	4	175.8	104.7	-71.1	-0.75	0.76280	1.00000
Rv0197	-	POSSIBLE OXIDOREDUCTASE 	33	17	390.1	729.2	339.1	0.90	0.24820	0.62323
Rv0198c	-	PROBABLE ZINC METALLOPROTEASE 	42	24	515.1	304.7	-210.4	-0.76	0.31610	0.70844
Rv0199	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	6	666.1	6.0	-660.1	-6.79	0.09210	0.39177
Rv0200	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	4	85.0	0.6	-84.4	-7.11	0.01960	0.17302
Rv0201c	-	hypothetical protein Rv0201c 	8	5	40.9	651.7	610.9	3.99	0.01830	0.16671
Rv0202c	mmpL11	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 	39	24	277.7	347.9	70.2	0.33	0.63610	0.98328
Rv0203	-	POSSIBLE EXPORTED PROTEIN 	3	2	93.2	62.9	-30.3	-0.57	0.68270	1.00000
Rv0204c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	10	7.5	16.7	9.2	1.16	0.16120	0.51538
Rv0205	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	8	419.4	318.0	-101.3	-0.40	0.59160	0.93957
Rv0206c	mmpL3	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 	34	2	1.0	2.4	1.4	1.26	0.57920	0.92998
Rv0207c	-	hypothetical protein Rv0207c 	9	7	143.3	226.0	82.7	0.66	0.58280	0.93324
Rv0208c	trmB	tRNA (guanine-N(7))-methyltransferase 	12	7	64.4	9.6	-54.8	-2.74	0.60050	0.94891
Rv0209	-	hypothetical protein Rv0209 	15	8	253.8	793.0	539.2	1.64	0.47570	0.83262
Rv0210	-	hypothetical protein Rv0210 	13	8	1800.9	1518.8	-282.1	-0.25	0.77920	1.00000
Rv0211	pckA	phosphoenolpyruvate carboxykinase 	24	5	1110.0	2.3	-1107.7	-8.91	0.04960	0.29715
Rv0212c	nadR	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 	6	5	758.7	217.0	-541.7	-1.81	0.13980	0.46795
Rv0213c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	31	27	2749.2	2121.0	-628.2	-0.37	0.57970	0.93036
Rv0214	fadD4	acyl-CoA synthetase 	34	26	1834.3	1606.9	-227.4	-0.19	0.73130	1.00000
Rv0215c	fadE3	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 	18	11	815.7	805.4	-10.3	-0.02	0.97710	1.00000
Rv0216	-	hypothetical protein Rv0216 	23	10	17.3	68.9	51.6	2.00	0.06310	0.32707
Rv0217c	lipW	POSSIBLE ESTERASE LIPW 	21	10	667.8	129.5	-538.3	-2.37	0.03130	0.22502
Rv0218	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	11	943.5	601.6	-341.9	-0.65	0.47360	0.83241
Rv0219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	6	92.6	379.4	286.7	2.03	0.01660	0.15808
Rv0220	lipC	PROBABLE ESTERASE LIPC 	24	10	308.4	3.0	-305.4	-6.68	0.00020	0.01124
Rv0221	-	hypothetical protein Rv0221 	28	19	966.0	352.1	-613.8	-1.46	0.13840	0.46634
Rv0222	echA1	enoyl-CoA hydratase 	8	6	13.5	1.8	-11.7	-2.93	0.86820	1.00000
Rv0223c	-	PROBABLE ALDEHYDE DEHYDROGENASE 	24	17	951.9	442.0	-509.9	-1.11	0.21960	0.58687
Rv0224c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0225	-	POSSIBLE CONSERVED PROTEIN 	20	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0226c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	29	1	67.6	0.4	-67.2	-7.46	0.10480	0.40479
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	23	1	0.0	0.4	0.4	-2.90	1.00000	1.00000
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	16	11	502.1	2270.3	1768.2	2.18	0.00220	0.04644
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	16	13	223.5	1613.8	1390.3	2.85	0.00000	0.00000
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	36	28	1807.4	1952.4	145.0	0.11	0.83270	1.00000
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	9	293.5	1252.8	959.3	2.09	0.10040	0.39939
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	11	9	457.3	686.5	229.2	0.59	0.42040	0.80258
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	23	10	113.4	171.9	58.5	0.60	0.48970	0.84438
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	14	1002.5	2949.7	1947.2	1.56	0.24930	0.62467
Rv0236A	-	SMALL SECRETED PROTEIN 	3	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	39	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	13	5	332.5	0.8	-331.7	-8.65	0.00080	0.02494
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	6	4.4	4.9	0.5	0.16	0.86890	1.00000
Rv0239	-	hypothetical protein Rv0239 	2	2	11.9	89.1	77.3	2.91	0.26140	0.64065
Rv0240	-	hypothetical protein Rv0240 	9	7	1067.6	54.8	-1012.8	-4.28	0.01250	0.13816
Rv0241c	-	hypothetical protein Rv0241c 	16	5	6.3	35.0	28.8	2.48	0.07660	0.36213
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	4	0.0	5.4	5.4	0.84	0.01320	0.14235
Rv0243	fadA2	acetyl-CoA acetyltransferase 	20	10	33.2	127.3	94.1	1.94	0.11280	0.41945
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	23	3	0.0	1.3	1.3	-1.24	0.20260	0.57117
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	4	4	2.7	0.4	-2.3	-2.68	0.13570	0.46120
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	19	588.7	927.4	338.6	0.66	0.37810	0.78005
Rv0247c	-	fumarate reductase iron-sulfur subunit 	12	7	32.7	30.2	-2.4	-0.11	0.91320	1.00000
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	38	12	8.3	59.5	51.2	2.84	0.00040	0.01663
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	23	12	337.4	48.1	-289.4	-2.81	0.01850	0.16814
Rv0250c	-	hypothetical protein Rv0250c 	4	3	56.6	0.2	-56.3	-7.92	0.13590	0.46148
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	3	38.2	679.7	641.5	4.15	0.00480	0.07540
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	41	26	1048.5	1109.7	61.2	0.08	0.89470	1.00000
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	7	4	452.3	359.3	-93.0	-0.33	0.78310	1.00000
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	6	6	93.9	68.8	-25.1	-0.45	0.57230	0.92294
Rv0255c	cobQ1	cobyric acid synthase 	15	8	140.6	334.1	193.4	1.25	0.17650	0.53995
Rv0256c	PPE2	PPE FAMILY PROTEIN 	32	23	865.5	1805.6	940.1	1.06	0.06910	0.33954
Rv0257	-	hypothetical protein Rv0257 	3	3	31.2	11.7	-19.5	-1.41	0.23500	0.60533
Rv0258c	-	hypothetical protein Rv0258c 	8	2	0.3	34.0	33.7	6.79	0.18270	0.54517
Rv0259c	-	hypothetical protein Rv0259c 	7	2	23.1	0.5	-22.6	-5.62	1.00000	1.00000
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	21	10	62.5	100.1	37.6	0.68	0.55820	0.90664
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	24	13	388.9	284.4	-104.5	-0.45	0.59180	0.93957
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	7	6	100.4	92.0	-8.4	-0.13	0.89340	1.00000
Rv0263c	-	hypothetical protein Rv0263c 	16	8	39.6	1.6	-38.0	-4.62	0.01810	0.16640
Rv0264c	-	hypothetical protein Rv0264c 	9	4	731.2	322.9	-408.3	-1.18	0.36840	0.76999
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	9	6	121.4	164.7	43.3	0.44	0.53500	0.88501
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	42	33	3085.2	2036.3	-1048.9	-0.60	0.29490	0.68529
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	15	13	511.6	470.4	-41.2	-0.12	0.88160	1.00000
Rv0268c	-	hypothetical protein Rv0268c 	13	12	711.6	586.7	-124.9	-0.28	0.73010	1.00000
Rv0269c	-	hypothetical protein Rv0269c 	11	8	662.0	481.5	-180.5	-0.46	0.61080	0.96100
Rv0270	fadD2	acyl-CoA synthetase 	25	23	1189.2	4138.8	2949.6	1.80	0.00120	0.03129
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	34	23	1166.7	1165.7	-1.0	-0.00	0.99770	1.00000
Rv0272c	-	hypothetical protein Rv0272c 	16	6	27.2	1.7	-25.5	-4.00	0.06380	0.32847
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	11	91.8	950.8	859.0	3.37	0.00020	0.01124
Rv0274	-	hypothetical protein Rv0274 	8	5	74.5	270.6	196.1	1.86	0.21210	0.58044
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	8	6	207.9	1.6	-206.3	-7.05	0.00270	0.05204
Rv0276	-	hypothetical protein Rv0276 	17	12	320.6	338.6	18.1	0.08	0.89910	1.00000
Rv0277c	-	hypothetical protein Rv0277c 	6	4	103.7	242.5	138.8	1.23	0.19090	0.55436
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	26	15	240.7	340.9	100.3	0.50	0.55270	0.90048
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	19	13	233.2	53.7	-179.6	-2.12	0.07790	0.36328
Rv0280	PPE3	PPE FAMILY PROTEIN 	26	19	895.0	1209.6	314.6	0.43	0.46300	0.82580
Rv0281	-	hypothetical protein Rv0281 	14	11	219.6	141.2	-78.4	-0.64	0.40170	0.79349
Rv0282	-	hypothetical protein Rv0282 	24	1	109.2	0.4	-108.8	-8.00	0.39350	0.79298
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	24	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	61	1	0.0	0.4	0.4	-2.90	1.00000	1.00000
Rv0285	PE5	PE FAMILY PROTEIN 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0286	PPE4	PPE FAMILY PROTEIN 	31	1	0.0	0.2	0.2	-3.97	1.00000	1.00000
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0289	-	hypothetical protein Rv0289 	13	1	0.0	0.2	0.2	-3.97	1.00000	1.00000
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	1	0.3	0.0	-0.3	3.29	1.00000	1.00000
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	3	9.8	0.9	-9.0	-3.50	0.36170	0.76198
Rv0293c	-	hypothetical protein Rv0293c 	27	17	558.0	125.8	-432.1	-2.15	0.00230	0.04755
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	14	7	131.9	257.7	125.9	0.97	0.31620	0.70844
Rv0295c	-	hypothetical protein Rv0295c 	10	7	183.1	90.4	-92.7	-1.02	0.31700	0.70938
Rv0296c	-	PROBABLE SULFATASE 	42	23	484.8	656.3	171.5	0.44	0.46820	0.82842
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	14	7	565.2	309.1	-256.1	-0.87	0.33230	0.72651
Rv0298	-	hypothetical protein Rv0298 	5	4	504.9	141.0	-363.9	-1.84	0.25560	0.63384
Rv0299	-	hypothetical protein Rv0299 	2	1	92.6	0.7	-91.9	-7.04	0.10010	0.39939
Rv0300	-	hypothetical protein Rv0300 	5	5	265.6	95.1	-170.4	-1.48	0.31370	0.70715
Rv0301	-	hypothetical protein Rv0301 	7	7	343.8	1016.8	672.9	1.56	0.01280	0.13992
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	8	7	527.1	904.4	377.3	0.78	0.32450	0.71652
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	11	261.2	527.8	266.6	1.02	0.19260	0.55687
Rv0304c	PPE5	PPE FAMILY PROTEIN 	135	88	4504.8	6390.1	1885.3	0.50	0.11670	0.42750
Rv0305c	PPE6	PPE FAMILY PROTEIN 	60	38	2342.1	1607.6	-734.5	-0.54	0.18920	0.55150
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	8	6	62.5	19.2	-43.3	-1.71	0.22680	0.59457
Rv0307c	-	hypothetical protein Rv0307c 	9	7	82.6	264.6	182.0	1.68	0.08270	0.37288
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	10	145.7	917.4	771.7	2.65	0.00160	0.03800
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	8	1201.1	373.5	-827.6	-1.69	0.40660	0.79448
Rv0310c	-	hypothetical protein Rv0310c 	12	6	288.4	1.5	-286.9	-7.62	0.00080	0.02494
Rv0311	-	hypothetical protein Rv0311 	17	7	241.4	107.5	-133.9	-1.17	0.35900	0.75950
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	22	8	62.8	1.3	-61.5	-5.60	0.02180	0.18428
Rv0313	-	hypothetical protein Rv0313 	5	4	306.5	134.0	-172.5	-1.19	0.16110	0.51538
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	6	1539.9	180.4	-1359.5	-3.09	0.00700	0.09766
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	10	8	432.3	218.9	-213.3	-0.98	0.22080	0.58811
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	8	4	76.7	405.4	328.7	2.40	0.03200	0.22759
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	13	10	459.8	374.8	-84.9	-0.29	0.67650	1.00000
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	7	297.1	519.2	222.2	0.81	0.35700	0.75768
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	8	5	209.7	112.5	-97.2	-0.90	0.47190	0.83093
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	16	13	339.7	1522.9	1183.3	2.16	0.00390	0.06566
Rv0321	dcd	deoxycytidine triphosphate deaminase 	6	4	104.2	671.9	567.7	2.69	0.03240	0.22951
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	24	11	1152.7	195.3	-957.4	-2.56	0.01470	0.15001
Rv0323c	-	hypothetical protein Rv0323c 	12	6	655.7	588.7	-67.0	-0.16	0.90600	1.00000
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	12	5	2.4	11.8	9.4	2.32	0.11920	0.43111
Rv0325	-	hypothetical protein Rv0325 	6	6	931.7	266.7	-665.1	-1.80	0.08280	0.37288
Rv0326	-	hypothetical protein Rv0326 	9	5	192.8	2.4	-190.4	-6.35	0.01250	0.13816
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	24	11	361.3	190.5	-170.8	-0.92	0.26540	0.64767
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	11	6	65.4	2.9	-62.5	-4.51	0.01330	0.14304
Rv0329c	-	hypothetical protein Rv0329c 	9	4	107.3	93.6	-13.7	-0.20	0.83550	1.00000
Rv0330c	-	hypothetical protein Rv0330c 	9	5	163.1	155.2	-8.0	-0.07	0.94190	1.00000
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	18	11	96.9	349.1	252.2	1.85	0.05340	0.30834
Rv0332	-	hypothetical protein Rv0332 	12	6	137.0	780.7	643.8	2.51	0.00160	0.03800
Rv0333	-	hypothetical protein Rv0333 	4	3	2.8	623.1	620.3	7.82	0.00000	0.00000
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0335c	PE6	PE FAMILY PROTEIN 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	18	16	1160.6	1932.2	771.6	0.74	0.14210	0.47269
Rv0337c	aspC	aminotransferase AlaT 	22	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	37	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	30	17	426.5	1276.8	850.3	1.58	0.03610	0.24580
Rv0340	-	hypothetical protein Rv0340 	5	4	89.1	8.7	-80.4	-3.35	0.17540	0.53834
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	19	9	348.2	792.6	444.4	1.19	0.13080	0.45259
Rv0342	iniA	ISONIAZID INDUCTIBLE GENE PROTEIN INIA 	27	20	2250.4	1373.8	-876.7	-0.71	0.32360	0.71572
Rv0343	iniC	ISONIAZID INDUCTIBLE GENE PROTEIN INIC 	13	8	229.5	206.1	-23.4	-0.15	0.86170	1.00000
Rv0344c	lpqJ	PROBABLE LIPOPROTEIN LPQJ 	12	9	335.3	64.0	-271.3	-2.39	0.08360	0.37395
Rv0345	-	hypothetical protein Rv0345 	7	6	409.8	786.9	377.1	0.94	0.38190	0.78465
Rv0346c	ansP2	POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) 	29	24	707.4	3514.2	2806.8	2.31	0.00030	0.01425
Rv0347	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	18	3	25.5	0.4	-25.1	-5.98	0.08570	0.38219
Rv0348	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	18	5	8.6	1.1	-7.5	-3.01	0.07830	0.36328
Rv0349	-	hypothetical protein Rv0349 	8	6	851.3	498.8	-352.5	-0.77	0.48540	0.83987
Rv0350	dnaK	molecular chaperone DnaK 	17	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0351	grpE	PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) 	9	1	0.3	0.8	0.5	1.39	1.00000	1.00000
Rv0352	dnaJ1	PROBABLE CHAPERONE PROTEIN DNAJ1 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0353	hspR	PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) 	6	3	1.2	2.6	1.4	1.08	0.40500	0.79349
Rv0354c	PPE7	PPE FAMILY PROTEIN 	5	4	264.5	736.3	471.8	1.48	0.04220	0.26727
Rv0355c	PPE8	PPE FAMILY PROTEIN 	172	129	9765.3	11355.0	1589.7	0.22	0.34200	0.73884
Rv0356c	-	hypothetical protein Rv0356c 	9	5	46.7	75.3	28.6	0.69	0.47120	0.83093
Rv0357c	purA	adenylosuccinate synthetase 	24	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0358	-	hypothetical protein Rv0358 	13	1	4.0	0.4	-3.6	-3.32	1.00000	1.00000
Rv0359	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	10	238.6	414.9	176.3	0.80	0.45140	0.82413
Rv0360c	-	hypothetical protein Rv0360c 	9	6	274.7	354.9	80.3	0.37	0.70910	1.00000
Rv0361	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	4	0.2	17.0	16.8	6.34	0.02590	0.20303
Rv0362	mgtE	POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE 	16	12	752.7	318.8	-433.9	-1.24	0.10640	0.40782
Rv0363c	fba	fructose-bisphosphate aldolase 	17	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0364	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	13	1	35.0	0.0	-35.0	-3.54	0.09730	0.39939
Rv0365c	-	hypothetical protein Rv0365c 	19	13	1226.8	1025.9	-200.9	-0.26	0.67750	1.00000
Rv0366c	-	hypothetical protein Rv0366c 	6	4	409.7	412.3	2.6	0.01	0.99420	1.00000
Rv0367c	-	hypothetical protein Rv0367c 	2	2	19.7	1.9	-17.9	-3.40	0.22870	0.59641
Rv0368c	-	hypothetical protein Rv0368c 	17	13	191.7	3974.3	3782.7	4.37	0.00060	0.02196
Rv0369c	-	POSSIBLE MEMBRANE OXIDOREDUCTASE 	7	3	40.7	48.2	7.5	0.24	0.87640	1.00000
Rv0370c	-	POSSIBLE OXIDOREDUCTASE 	21	8	323.7	270.2	-53.5	-0.26	0.82350	1.00000
Rv0371c	-	hypothetical protein Rv0371c 	7	2	33.7	0.2	-33.6	-7.46	0.44690	0.82413
Rv0372c	-	hypothetical protein Rv0372c 	6	2	4.1	1.1	-3.0	-1.94	0.49470	0.84895
Rv0373c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN) 	38	24	544.6	419.4	-125.2	-0.38	0.55330	0.90109
Rv0374c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN) 	6	4	5.9	157.7	151.8	4.73	0.06680	0.33458
Rv0375c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN) 	8	4	75.7	0.4	-75.2	-7.47	0.09710	0.39939
Rv0376c	-	hypothetical protein Rv0376c 	21	9	1286.9	260.4	-1026.5	-2.31	0.08990	0.38905
Rv0377	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY) 	9	4	144.2	0.8	-143.4	-7.52	0.63120	0.97843
Rv0378	-	CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN 	3	1	163.8	0.2	-163.6	-9.74	0.10330	0.40211
Rv0379	secE2	POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2 	3	2	10.0	0.6	-9.4	-3.97	0.12210	0.43654
Rv0380c	-	POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE) 	10	7	5.7	870.7	865.0	7.24	0.00000	0.00000
Rv0381c	-	hypothetical protein Rv0381c 	17	12	73.7	274.3	200.5	1.89	0.06160	0.32641
Rv0382c	pyrE	orotate phosphoribosyltransferase 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0383c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	9	2	15.0	0.2	-14.8	-6.29	0.05950	0.32606
Rv0384c	clpB	PROBABLE ENDOPEPTIDASE ATP BINDING PROTEIN (CHAIN B) CLPB (CLPB PROTEIN) (HEAT SHOCK PROTEIN F84.1) 	25	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0385	-	hypothetical protein Rv0385 	19	16	2891.7	2620.4	-271.2	-0.14	0.78380	1.00000
Rv0386	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR/UHPA-FAMILY) 	44	33	1711.9	3275.2	1563.3	0.94	0.07800	0.36328
Rv0387c	-	hypothetical protein Rv0387c 	14	10	676.1	548.1	-128.0	-0.30	0.72510	1.00000
Rv0388c	PPE9	PPE FAMILY PROTEIN 	10	6	502.5	124.7	-377.8	-2.01	0.42340	0.80427
Rv0389	purT	phosphoribosylglycinamide formyltransferase 2 	9	8	114.7	958.0	843.3	3.06	0.00460	0.07312
Rv0390	-	hypothetical protein Rv0390 	8	6	2.1	3.4	1.3	0.71	0.28500	0.67527
Rv0391	metZ	O-succinylhomoserine sulfhydrylase 	21	11	21.6	103.6	82.0	2.26	0.02580	0.20303
Rv0392c	ndhA	PROBABLE MEMBRANE NADH DEHYDROGENASE NDHA 	16	7	10.8	230.7	219.9	4.42	0.15080	0.49198
Rv0393	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	10	8	2169.5	976.4	-1193.1	-1.15	0.23570	0.60635
Rv0394c	-	POSSIBLE SECRETED PROTEIN 	9	8	19.7	220.2	200.5	3.48	0.01560	0.15429
Rv0395	-	hypothetical protein Rv0395 	7	6	486.5	174.5	-312.0	-1.48	0.22830	0.59576
Rv0396	-	hypothetical protein Rv0396 	5	3	566.4	105.7	-460.7	-2.42	0.23310	0.60277
Rv0397	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	3	3	180.1	28.9	-151.3	-2.64	0.09410	0.39564
