#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv0177	-	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN 	12	40.9	47.0	0.20	1963.8	2258.00	294.2	0.58910	1.00000
Rv0178	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	11	72.0	124.6	0.79	3169.2	5484.30	2315.1	0.03670	0.30192
Rv0179c	lprO	POSSIBLE LIPOPROTEIN LPRO 	22	69.1	86.8	0.33	6084.3	7634.05	1549.8	0.15530	0.68950
Rv0180c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	28	14.4	0.1	-6.78	1442.2	13.08	-1429.1	0.00000	0.00000
Rv0181c	-	hypothetical protein Rv0181c 	15	37.0	54.4	0.56	2221.8	3265.33	1043.5	0.07390	0.46941
Rv0182c	sigG	RNA polymerase factor sigma-70 	21	67.0	91.1	0.44	5630.1	7648.48	2018.4	0.33850	0.92763
Rv0183	-	POSSIBLE LYSOPHOSPHOLIPASE 	15	53.9	22.4	-1.27	3236.1	1345.25	-1890.8	0.00000	0.00000
Rv0184	-	hypothetical protein Rv0184 	11	33.8	44.6	0.40	1352.1	1782.02	429.9	0.39790	0.96168
Rv0185	-	hypothetical protein Rv0185 	10	16.9	26.0	0.62	609.1	935.21	326.1	0.26120	0.85847
Rv0186	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) 	34	25.1	33.1	0.40	3415.7	4496.51	1080.8	0.15120	0.68323
Rv0187	-	PROBABLE O-METHYLTRANSFERASE 	7	29.9	45.0	0.59	836.6	1258.98	422.4	0.28990	0.88568
Rv0188	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	39.2	49.8	0.35	1566.8	1991.81	425.0	0.57690	1.00000
Rv0189c	ilvD	dihydroxy-acid dehydratase 	22	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0190	-	hypothetical protein Rv0190 	3	113.4	79.5	-0.51	1360.8	954.34	-406.5	0.26770	0.86488
Rv0191	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	121.1	130.9	0.11	8238.1	8899.42	661.3	0.74090	1.00000
Rv0192	-	hypothetical protein Rv0192 	13	121.6	157.1	0.37	6324.4	8167.53	1843.1	0.27980	0.87868
Rv0192A	-	CONSERVED SECRETED PROTEIN 	2	60.7	71.3	0.23	485.8	570.13	84.3	0.63220	1.00000
Rv0193c	-	hypothetical protein Rv0193c 	34	64.6	76.6	0.25	8785.6	10413.11	1627.5	0.21100	0.79175
Rv0194	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	55	91.6	115.6	0.34	20151.7	25427.03	5275.3	0.03580	0.29697
Rv0195	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	6	112.5	145.7	0.37	2699.6	3497.80	798.2	0.33200	0.92442
Rv0196	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	72.6	50.7	-0.52	2032.0	1419.01	-613.0	0.17710	0.73302
Rv0197	-	POSSIBLE OXIDOREDUCTASE 	33	28.5	33.6	0.24	3531.7	4164.52	632.8	0.20770	0.79175
Rv0198c	-	PROBABLE ZINC METALLOPROTEASE 	42	17.8	18.3	0.03	2850.9	2920.13	69.3	0.89630	1.00000
Rv0199	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	35.6	68.4	0.94	1706.5	3280.85	1574.4	0.08970	0.52769
Rv0200	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	43.0	41.0	-0.07	1033.0	983.80	-49.2	0.90260	1.00000
Rv0201c	-	hypothetical protein Rv0201c 	8	29.5	26.3	-0.17	944.3	841.19	-103.2	0.70700	1.00000
Rv0202c	mmpL11	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 	39	48.4	46.0	-0.07	7161.5	6804.63	-356.8	0.70710	1.00000
Rv0203	-	POSSIBLE EXPORTED PROTEIN 	3	47.2	42.6	-0.15	566.3	511.68	-54.7	0.92290	1.00000
Rv0204c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	94.4	8.0	-3.56	7175.0	609.22	-6565.8	0.00000	0.00000
Rv0205	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	50.3	33.6	-0.58	2414.0	1610.83	-803.1	0.07680	0.47880
Rv0206c	mmpL3	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 	34	54.1	1.3	-5.37	649.0	15.67	-633.3	0.00000	0.00000
Rv0207c	-	hypothetical protein Rv0207c 	9	48.2	20.4	-1.24	1735.8	733.34	-1002.4	0.01650	0.17145
Rv0208c	trmB	tRNA (guanine-N(7))-methyltransferase 	12	51.2	10.9	-2.23	2253.5	479.90	-1773.6	0.00000	0.00000
Rv0209	-	hypothetical protein Rv0209 	15	30.3	44.3	0.55	1696.5	2482.86	786.4	0.08050	0.49461
Rv0210	-	hypothetical protein Rv0210 	13	53.1	48.8	-0.12	2758.8	2538.25	-220.6	0.73830	1.00000
Rv0211	pckA	phosphoenolpyruvate carboxykinase 	24	19.0	65.8	1.80	1820.6	6321.49	4500.9	0.00000	0.00000
Rv0212c	nadR	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 	6	41.5	59.7	0.53	995.7	1434.00	438.3	0.32380	0.91564
Rv0213c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	31	49.4	63.4	0.36	6125.7	7862.18	1736.5	0.19780	0.77874
Rv0214	fadD4	acyl-CoA synthetase 	34	38.3	37.9	-0.02	5060.7	5006.18	-54.5	0.93890	1.00000
Rv0215c	fadE3	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 	18	45.9	55.5	0.27	3123.2	3775.26	652.1	0.43350	0.97293
Rv0216	-	hypothetical protein Rv0216 	23	13.7	15.2	0.15	1148.7	1272.74	124.0	0.72310	1.00000
Rv0217c	lipW	POSSIBLE ESTERASE LIPW 	21	32.7	39.9	0.29	2612.8	3193.25	580.5	0.25230	0.84453
Rv0218	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	47.0	52.4	0.16	3196.6	3564.22	367.6	0.68200	1.00000
Rv0219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	23.3	29.5	0.34	1026.3	1299.71	273.5	0.40590	0.96172
Rv0220	lipC	PROBABLE ESTERASE LIPC 	24	18.9	22.4	0.25	1735.3	2062.31	327.1	0.44280	0.97453
Rv0221	-	hypothetical protein Rv0221 	28	30.5	40.3	0.40	3418.1	4517.21	1099.1	0.08100	0.49493
Rv0222	echA1	enoyl-CoA hydratase 	8	27.9	25.7	-0.12	891.4	822.24	-69.2	0.82850	1.00000
Rv0223c	-	PROBABLE ALDEHYDE DEHYDROGENASE 	25	36.6	40.8	0.16	3363.1	3755.08	392.0	0.61600	1.00000
Rv0224c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	15	0.0	1.6	1.38	0.0	6.43	6.4	1.00000	1.00000
Rv0225	-	POSSIBLE CONSERVED PROTEIN 	20	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0226c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	29	24.7	18.5	-0.41	493.5	370.87	-122.6	0.69280	1.00000
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	23	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	14	9.7	2.1	-2.22	77.5	16.60	-60.9	0.37200	0.94979
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	16	39.9	61.4	0.62	2551.6	3927.42	1375.8	0.12730	0.62834
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	16	80.7	120.7	0.58	4841.0	7243.38	2402.4	0.02720	0.24778
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	36	90.9	79.1	-0.20	13085.2	11394.95	-1690.2	0.21920	0.79727
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	90.2	91.3	0.02	3247.4	3285.10	37.7	0.97260	1.00000
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	11	72.5	78.7	0.12	3189.7	3461.17	271.5	0.73200	1.00000
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	23	13.6	11.8	-0.20	1249.8	1087.01	-162.8	0.57420	1.00000
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	24.3	26.6	0.13	2431.6	2661.46	229.8	0.69150	1.00000
Rv0236A	-	SMALL SECRETED PROTEIN 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	39	0.0	0.6	0.70	0.0	2.51	2.5	1.00000	1.00000
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	13	46.9	40.6	-0.21	2438.3	2113.69	-324.7	0.64160	1.00000
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	9.4	20.6	1.12	415.6	906.46	490.8	0.04620	0.35314
Rv0239	-	hypothetical protein Rv0239 	2	51.5	86.9	0.76	411.8	695.06	283.3	0.42800	0.97293
Rv0240	-	hypothetical protein Rv0240 	9	51.1	71.4	0.48	1634.2	2285.96	651.8	0.28980	0.88568
Rv0241c	-	hypothetical protein Rv0241c 	16	33.8	27.9	-0.27	2162.8	1787.49	-375.3	0.56940	1.00000
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	36.4	13.7	-1.41	1602.0	603.32	-998.7	0.00030	0.00523
Rv0243	fadA2	acetyl-CoA acetyltransferase 	20	48.3	31.1	-0.64	3673.9	2360.64	-1313.3	0.01990	0.19654
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	23	8.4	23.6	1.50	768.6	2170.23	1401.6	0.00000	0.00000
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	4	46.3	35.1	-0.40	740.3	561.19	-179.1	0.40010	0.96168
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	45.1	51.0	0.18	5593.5	6329.07	735.6	0.45290	0.97453
Rv0247c	-	fumarate reductase iron-sulfur subunit 	12	15.5	15.6	0.02	742.2	750.46	8.3	0.96990	1.00000
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	39	18.6	23.7	0.35	2753.7	3512.46	758.8	0.13620	0.64589
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	23	26.6	39.3	0.56	2450.4	3611.62	1161.2	0.19960	0.78002
Rv0250c	-	hypothetical protein Rv0250c 	4	23.6	27.4	0.22	377.1	438.43	61.4	0.69540	1.00000
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	65.0	81.5	0.33	1299.3	1630.33	331.0	0.50070	0.99286
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	41	38.3	40.2	0.07	5975.3	6278.41	303.1	0.71370	1.00000
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	7	29.7	46.7	0.65	713.8	1119.82	406.0	0.25130	0.84330
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	6	70.5	65.4	-0.11	1692.6	1570.29	-122.3	0.80090	1.00000
Rv0255c	cobQ1	cobyric acid synthase 	15	32.8	40.5	0.30	1836.6	2266.03	429.5	0.37610	0.95196
Rv0256c	PPE2	PPE FAMILY PROTEIN 	32	58.6	53.9	-0.12	7497.8	6901.22	-596.6	0.55890	1.00000
Rv0257	-	hypothetical protein Rv0257 	3	99.1	70.0	-0.50	1189.3	839.58	-349.7	0.20220	0.78328
Rv0258c	-	hypothetical protein Rv0258c 	8	14.6	16.7	0.19	293.0	333.90	40.9	0.83020	1.00000
Rv0259c	-	hypothetical protein Rv0259c 	8	22.6	24.1	0.09	632.3	674.98	42.7	0.85260	1.00000
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	22	22.3	21.5	-0.05	1602.5	1545.78	-56.7	0.88990	1.00000
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	25	25.0	25.1	0.00	2504.4	2508.61	4.2	0.99480	1.00000
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	7	26.2	54.2	1.05	733.2	1518.31	785.1	0.42330	0.97293
Rv0263c	-	hypothetical protein Rv0263c 	16	18.8	22.4	0.25	1128.7	1346.88	218.2	0.53790	1.00000
Rv0264c	-	hypothetical protein Rv0264c 	10	41.7	44.9	0.10	1669.4	1795.40	126.0	0.80090	1.00000
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	9	64.7	117.0	0.86	2329.1	4213.16	1884.1	0.01520	0.16130
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	42	58.9	74.9	0.35	9652.4	12282.39	2630.0	0.07910	0.48705
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	15	66.7	99.7	0.58	4004.8	5980.14	1975.4	0.03400	0.29010
Rv0268c	-	hypothetical protein Rv0268c 	13	125.0	147.8	0.24	6500.9	7685.06	1184.2	0.27940	0.87868
Rv0269c	-	hypothetical protein Rv0269c 	11	57.2	77.2	0.43	2516.3	3395.26	878.9	0.15720	0.69154
Rv0270	fadD2	acyl-CoA synthetase 	25	54.7	71.2	0.38	5250.4	6839.70	1589.3	0.06480	0.43454
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	34	37.7	44.7	0.25	5123.5	6083.77	960.3	0.24370	0.83390
Rv0272c	-	hypothetical protein Rv0272c 	16	17.1	20.8	0.29	1091.6	1330.62	239.1	0.61080	1.00000
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	20.6	35.0	0.76	1237.7	2101.01	863.4	0.08350	0.50633
Rv0274	-	hypothetical protein Rv0274 	8	52.8	61.3	0.21	1268.4	1471.93	203.5	0.65600	1.00000
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	9	22.2	34.1	0.62	531.9	817.46	285.5	0.15170	0.68394
Rv0276	-	hypothetical protein Rv0276 	17	39.4	49.8	0.34	2679.8	3383.35	703.5	0.22950	0.81108
Rv0277c	-	hypothetical protein Rv0277c 	6	45.8	62.4	0.45	1100.0	1498.51	398.5	0.39830	0.96168
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	26	14.6	18.6	0.35	1228.0	1565.82	337.8	0.35930	0.94128
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	20	20.9	24.1	0.21	1585.2	1829.86	244.7	0.52620	1.00000
Rv0280	PPE3	PPE FAMILY PROTEIN 	26	57.7	72.4	0.33	5996.4	7527.79	1531.4	0.38890	0.96168
Rv0281	-	hypothetical protein Rv0281 	14	55.0	65.8	0.26	3082.7	3682.87	600.1	0.36080	0.94128
Rv0282	-	hypothetical protein Rv0282 	24	8.4	15.5	0.88	201.6	370.99	169.4	0.39180	0.96168
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	24	0.1	0.9	4.18	1.0	18.16	17.2	0.00690	0.08497
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	61	0.0	0.5	0.54	0.0	14.62	14.6	0.00560	0.07139
Rv0285	PE5	PE FAMILY PROTEIN 	5	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0286	PPE4	PPE FAMILY PROTEIN 	31	1.3	0.3	-2.36	27.0	5.24	-21.7	0.45810	0.97453
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	5	8.2	0.5	-4.04	65.3	3.98	-61.3	0.46290	0.97453
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	7	0.0	1.9	1.55	0.0	23.16	23.2	0.08780	0.51977
Rv0289	-	hypothetical protein Rv0289 	13	0.0	1.0	0.99	0.0	23.53	23.5	0.00140	0.02116
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	0.0	0.8	0.82	0.0	27.44	27.4	0.00010	0.00186
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	13	0.0	1.5	1.32	0.0	47.80	47.8	0.00030	0.00523
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	8.0	13.6	0.76	192.9	326.51	133.6	0.40350	0.96168
Rv0293c	-	hypothetical protein Rv0293c 	27	36.5	38.9	0.09	3946.2	4204.96	258.8	0.72990	1.00000
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	14	31.1	27.7	-0.17	1615.0	1440.26	-174.7	0.72660	1.00000
Rv0295c	-	hypothetical protein Rv0295c 	10	18.8	19.7	0.06	753.8	788.46	34.7	0.90650	1.00000
Rv0296c	-	PROBABLE SULFATASE 	42	53.6	74.1	0.47	9007.0	12451.01	3444.0	0.06980	0.45285
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	14	22.8	20.5	-0.15	1275.1	1150.52	-124.5	0.78610	1.00000
Rv0298	-	hypothetical protein Rv0298 	5	60.0	51.1	-0.23	959.6	816.89	-142.7	0.48820	0.98400
Rv0299	-	hypothetical protein Rv0299 	2	94.6	99.3	0.07	756.5	794.21	37.7	0.91680	1.00000
Rv0300	-	hypothetical protein Rv0300 	5	127.0	105.2	-0.27	2539.7	2103.17	-436.5	0.46120	0.97453
Rv0301	-	hypothetical protein Rv0301 	7	116.2	131.2	0.17	3254.8	3672.25	417.5	0.52970	1.00000
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	8	57.5	66.7	0.21	1838.6	2133.75	295.2	0.60270	1.00000
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	69.6	79.0	0.18	3339.8	3790.30	450.5	0.49480	0.98991
Rv0304c	PPE5	PPE FAMILY PROTEIN 	136	55.0	58.1	0.08	28816.9	30428.71	1611.8	0.58710	1.00000
Rv0305c	PPE6	PPE FAMILY PROTEIN 	60	55.2	52.2	-0.08	12142.9	11486.76	-656.1	0.62820	1.00000
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	8	64.9	70.3	0.12	2076.6	2249.14	172.6	0.74480	1.00000
Rv0307c	-	hypothetical protein Rv0307c 	9	82.0	109.4	0.42	2952.1	3937.01	984.9	0.37380	0.95119
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	38.8	52.2	0.43	2326.4	3132.96	806.5	0.16390	0.70698
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	31.0	7.7	-2.00	1487.8	371.19	-1116.6	0.00010	0.00186
Rv0310c	-	hypothetical protein Rv0310c 	12	19.4	23.2	0.26	774.6	929.41	154.8	0.55940	1.00000
Rv0311	-	hypothetical protein Rv0311 	17	27.9	41.7	0.58	1785.8	2669.68	883.9	0.29410	0.88690
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	22	16.9	18.6	0.13	1014.3	1113.25	99.0	0.76770	1.00000
Rv0313	-	hypothetical protein Rv0313 	5	112.1	206.5	0.88	2242.4	4129.76	1887.4	0.15400	0.68898
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	170.4	124.3	-0.46	4090.7	2982.43	-1108.3	0.38270	0.95800
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	10	93.8	90.1	-0.06	3750.2	3602.44	-147.8	0.86820	1.00000
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	8	41.8	46.9	0.17	1170.6	1314.04	143.5	0.75110	1.00000
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	13	50.2	72.9	0.54	2609.4	3793.38	1184.0	0.06940	0.45285
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	52.3	78.5	0.59	1672.4	2512.44	840.0	0.17910	0.73976
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	8	37.0	37.6	0.02	1183.5	1202.09	18.6	0.96930	1.00000
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	16	63.8	90.1	0.50	4080.8	5764.56	1683.8	0.07560	0.47342
Rv0321	dcd	deoxycytidine triphosphate deaminase 	6	55.9	45.4	-0.30	1341.9	1090.36	-251.6	0.54580	1.00000
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	24	23.0	29.6	0.36	2027.1	2600.86	573.7	0.21040	0.79175
Rv0323c	-	hypothetical protein Rv0323c 	12	41.5	47.6	0.20	1824.9	2092.36	267.5	0.65300	1.00000
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	12	46.7	25.1	-0.90	2055.0	1103.50	-951.5	0.00290	0.04032
Rv0325	-	hypothetical protein Rv0325 	6	92.6	104.1	0.17	2222.5	2498.17	275.7	0.66540	1.00000
Rv0326	-	hypothetical protein Rv0326 	9	24.8	21.6	-0.20	894.4	776.22	-118.2	0.71410	1.00000
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	24	28.6	27.3	-0.07	2061.4	1965.23	-96.2	0.85490	1.00000
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	11	25.1	20.1	-0.32	1004.5	802.46	-202.1	0.44450	0.97453
Rv0329c	-	hypothetical protein Rv0329c 	9	39.0	40.6	0.06	1246.8	1298.71	51.9	0.90910	1.00000
Rv0330c	-	hypothetical protein Rv0330c 	9	63.9	92.2	0.53	2299.9	3320.43	1020.5	0.22950	0.81108
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	18	35.9	44.3	0.30	2442.9	3009.46	566.6	0.35410	0.94128
Rv0332	-	hypothetical protein Rv0332 	12	68.7	71.0	0.05	3299.0	3410.00	111.0	0.87210	1.00000
Rv0333	-	hypothetical protein Rv0333 	4	72.4	45.4	-0.67	1158.9	726.92	-432.0	0.27770	0.87578
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0335c	PE6	PE FAMILY PROTEIN 	2	0.9	0.7	-0.37	6.9	5.30	-1.6	1.00000	1.00000
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	18	137.2	135.3	-0.02	9876.0	9741.73	-134.3	0.95130	1.00000
Rv0337c	aspC	aminotransferase AlaT 	22	0.2	0.0	-0.32	1.0	0.00	-1.0	1.00000	1.00000
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	37	0.6	1.2	1.08	14.2	29.93	15.8	0.25390	0.84846
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	30	32.1	34.8	0.12	3592.7	3896.71	304.0	0.71780	1.00000
Rv0340	-	hypothetical protein Rv0340 	5	37.6	23.9	-0.65	601.5	383.13	-218.4	0.47820	0.97660
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	19	39.4	45.2	0.20	2519.9	2895.26	375.3	0.53800	1.00000
Rv0342	iniA	ISONIAZID INDUCTIBLE GENE PROTEIN INIA 	27	63.8	77.2	0.28	6889.0	8337.89	1448.9	0.28310	0.88110
Rv0343	iniC	ISONIAZID INDUCTIBLE GENE PROTEIN INIC 	13	30.1	64.7	1.10	1563.2	3362.14	1798.9	0.21480	0.79175
Rv0344c	lpqJ	PROBABLE LIPOPROTEIN LPQJ 	12	42.4	63.1	0.57	2037.2	3028.98	991.8	0.06960	0.45285
Rv0345	-	hypothetical protein Rv0345 	7	58.1	77.5	0.42	1625.6	2169.59	544.0	0.23530	0.81710
Rv0346c	ansP2	POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) 	29	47.2	33.3	-0.50	5282.4	3732.82	-1549.6	0.00900	0.10531
Rv0347	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	18	16.2	25.5	0.65	259.4	408.38	149.0	0.40970	0.96386
Rv0348	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	18	11.1	9.4	-0.24	710.9	602.83	-108.0	0.60570	1.00000
Rv0349	-	hypothetical protein Rv0349 	8	91.1	89.9	-0.02	2914.8	2876.12	-38.7	0.96250	1.00000
Rv0350	dnaK	molecular chaperone DnaK 	17	0.0	0.3	0.42	0.0	2.72	2.7	0.46160	0.97453
Rv0351	grpE	PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) 	9	1.6	13.2	3.06	19.0	158.64	139.6	0.06040	0.41408
Rv0352	dnaJ1	PROBABLE CHAPERONE PROTEIN DNAJ1 	14	22.9	7.1	-1.69	1097.7	339.93	-757.8	0.01240	0.13667
Rv0353	hspR	PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) 	6	144.8	22.3	-2.70	2896.4	446.67	-2449.8	0.00040	0.00682
Rv0354c	PPE7	PPE FAMILY PROTEIN 	5	155.0	132.0	-0.23	3099.4	2639.49	-459.9	0.59320	1.00000
Rv0355c	PPE8	PPE FAMILY PROTEIN 	172	84.1	97.5	0.21	57210.4	66298.11	9087.7	0.02480	0.23174
Rv0356c	-	hypothetical protein Rv0356c 	9	35.8	63.1	0.82	1289.0	2271.50	982.5	0.38290	0.95800
Rv0357c	purA	adenylosuccinate synthetase 	24	0.5	0.0	-0.59	4.0	0.00	-4.0	0.47280	0.97462
Rv0358	-	hypothetical protein Rv0358 	13	9.2	16.9	0.88	183.3	337.55	154.2	0.61210	1.00000
