#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv0177	-	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN 	12	77.6	40.7	-0.93	1863.5	976.50	-887.0	0.41970	1.00000
Rv0178	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	12	130.8	73.0	-0.84	2354.6	1313.66	-1040.9	0.24040	1.00000
Rv0179c	lprO	POSSIBLE LIPOPROTEIN LPRO 	22	51.6	54.0	0.07	2166.6	2269.17	102.6	0.87300	1.00000
Rv0180c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	28	6.7	1.0	-2.71	213.9	32.67	-181.2	0.01030	0.31613
Rv0181c	-	hypothetical protein Rv0181c 	15	26.4	42.3	0.68	633.6	1016.20	382.6	0.39530	1.00000
Rv0182c	sigG	RNA polymerase factor sigma-70 	21	80.0	64.9	-0.30	3038.9	2466.35	-572.6	0.62890	1.00000
Rv0183	-	POSSIBLE LYSOPHOSPHOLIPASE 	16	90.1	51.7	-0.80	2881.8	1654.67	-1227.2	0.06840	0.79567
Rv0184	-	hypothetical protein Rv0184 	11	31.5	23.7	-0.41	504.5	379.61	-124.9	0.88330	1.00000
Rv0185	-	hypothetical protein Rv0185 	10	19.7	12.4	-0.67	275.6	173.49	-102.1	0.49970	1.00000
Rv0186	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) 	34	21.6	32.0	0.56	1169.1	1725.44	556.4	0.19840	1.00000
Rv0187	-	PROBABLE O-METHYLTRANSFERASE 	8	52.6	36.7	-0.52	736.2	514.37	-221.8	0.88520	1.00000
Rv0188	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	46.8	33.8	-0.47	842.1	608.49	-233.7	0.49080	1.00000
Rv0189c	ilvD	dihydroxy-acid dehydratase 	22	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0190	-	hypothetical protein Rv0190 	3	65.0	66.4	0.03	389.7	398.15	8.4	0.98010	1.00000
Rv0191	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	123.2	106.0	-0.22	4187.6	3602.82	-584.8	0.75670	1.00000
Rv0192	-	hypothetical protein Rv0192 	14	101.1	103.1	0.03	2831.0	2885.79	54.7	0.95630	1.00000
Rv0192A	-	CONSERVED SECRETED PROTEIN 	3	52.0	42.7	-0.28	311.8	255.98	-55.8	0.69760	1.00000
Rv0193c	-	hypothetical protein Rv0193c 	34	61.2	63.5	0.05	3919.7	4066.21	146.5	0.87490	1.00000
Rv0194	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	56	95.5	81.1	-0.24	9743.9	8268.23	-1475.6	0.38700	1.00000
Rv0195	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	6	188.3	118.7	-0.67	2259.1	1424.04	-835.1	0.38120	1.00000
Rv0196	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	105.6	28.9	-1.87	1267.1	346.89	-920.2	0.00370	0.15794
Rv0197	-	POSSIBLE OXIDOREDUCTASE 	33	21.2	27.2	0.35	1147.5	1466.39	318.9	0.45130	1.00000
Rv0198c	-	PROBABLE ZINC METALLOPROTEASE 	42	36.4	21.2	-0.78	1965.6	1144.17	-821.4	0.13240	0.95559
Rv0199	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	60.2	29.9	-1.01	1323.3	657.59	-665.8	0.15170	0.98550
Rv0200	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	61.0	20.6	-1.56	610.0	206.30	-403.7	0.49750	1.00000
Rv0201c	-	hypothetical protein Rv0201c 	8	28.6	28.9	0.02	400.0	404.38	4.4	0.98630	1.00000
Rv0202c	mmpL11	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 	39	36.8	31.9	-0.20	2646.9	2299.68	-347.2	0.55130	1.00000
Rv0203	-	POSSIBLE EXPORTED PROTEIN 	3	81.2	45.4	-0.84	487.1	272.18	-214.9	0.30480	1.00000
Rv0204c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	113.3	27.0	-2.07	3850.6	918.04	-2932.5	0.00020	0.02100
Rv0205	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	37.1	44.0	0.25	742.1	879.72	137.7	0.62010	1.00000
Rv0206c	mmpL3	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 	34	67.3	23.2	-1.54	403.7	139.25	-264.5	0.07990	0.84166
Rv0207c	-	hypothetical protein Rv0207c 	9	53.4	48.2	-0.15	854.7	770.77	-84.0	0.85190	1.00000
Rv0208c	trmB	tRNA (guanine-N(7))-methyltransferase 	12	1.9	23.6	3.65	37.4	471.07	433.7	0.00220	0.11111
Rv0209	-	hypothetical protein Rv0209 	15	46.3	45.8	-0.02	1019.3	1006.86	-12.5	0.98440	1.00000
Rv0210	-	hypothetical protein Rv0210 	13	63.7	58.7	-0.12	1273.8	1174.69	-99.1	0.83840	1.00000
Rv0211	pckA	phosphoenolpyruvate carboxykinase 	24	130.2	4.5	-4.87	5730.4	196.43	-5534.0	0.00000	0.00000
Rv0212c	nadR	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 	6	84.4	50.5	-0.74	844.0	504.62	-339.4	0.21060	1.00000
Rv0213c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	31	38.0	42.1	0.15	2355.3	2611.39	256.1	0.68360	1.00000
Rv0214	fadD4	acyl-CoA synthetase 	34	36.2	27.5	-0.39	2025.8	1541.74	-484.1	0.35580	1.00000
Rv0215c	fadE3	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 	18	48.5	40.1	-0.28	1358.3	1121.55	-236.7	0.64790	1.00000
Rv0216	-	hypothetical protein Rv0216 	23	18.0	11.8	-0.61	576.8	376.96	-199.9	0.42590	1.00000
Rv0217c	lipW	POSSIBLE ESTERASE LIPW 	21	39.1	30.5	-0.36	1329.5	1036.09	-293.4	0.45940	1.00000
Rv0218	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	35.1	39.2	0.16	1123.2	1254.10	130.9	0.76990	1.00000
Rv0219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	34.6	23.9	-0.54	623.4	430.24	-193.2	0.48580	1.00000
Rv0220	lipC	PROBABLE ESTERASE LIPC 	24	42.7	25.3	-0.75	1536.4	911.18	-625.2	0.53640	1.00000
Rv0221	-	hypothetical protein Rv0221 	28	22.0	34.1	0.63	1055.9	1637.81	581.9	0.13950	0.96959
Rv0222	echA1	enoyl-CoA hydratase 	8	9.1	18.3	1.00	109.7	219.93	110.2	0.25560	1.00000
Rv0223c	-	PROBABLE ALDEHYDE DEHYDROGENASE 	25	45.4	31.9	-0.51	1816.3	1275.40	-540.9	0.32120	1.00000
Rv0224c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	15	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0225	-	POSSIBLE CONSERVED PROTEIN 	20	1.0	0.0	-1.00	2.0	0.00	-2.0	1.00000	1.00000
Rv0226c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	29	250.9	97.4	-1.36	501.8	194.80	-307.0	0.66620	1.00000
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	23	0.0	0.9	0.93	0.0	1.82	1.8	1.00000	1.00000
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	14	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	16	34.1	49.2	0.53	1091.7	1574.85	483.2	0.33780	1.00000
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	16	74.8	46.3	-0.69	2094.5	1297.54	-797.0	0.14060	0.96959
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	36	59.8	66.5	0.15	4302.7	4788.81	486.1	0.60560	1.00000
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	78.1	84.1	0.11	1405.8	1512.93	107.1	0.87730	1.00000
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	11	38.8	63.8	0.72	852.5	1402.67	550.1	0.14800	0.98049
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	23	17.0	15.6	-0.13	442.0	404.61	-37.4	0.85080	1.00000
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	30.3	25.9	-0.23	1089.5	931.10	-158.4	0.74620	1.00000
Rv0236A	-	SMALL SECRETED PROTEIN 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	39	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	13	54.7	64.2	0.23	984.6	1155.47	170.9	0.77940	1.00000
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	122.9	1.4	-6.47	2457.3	27.70	-2429.6	0.00000	0.00000
Rv0239	-	hypothetical protein Rv0239 	2	0.6	5.9	3.42	2.2	23.60	21.4	0.42880	1.00000
Rv0240	-	hypothetical protein Rv0240 	9	29.5	38.3	0.37	531.4	688.69	157.3	0.51600	1.00000
Rv0241c	-	hypothetical protein Rv0241c 	16	10.4	35.8	1.79	289.9	1003.73	713.8	0.01450	0.38829
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	11.5	20.9	0.87	229.3	418.49	189.1	0.42740	1.00000
Rv0243	fadA2	acetyl-CoA acetyltransferase 	20	7.9	33.1	2.07	283.2	1190.91	907.7	0.00000	0.00000
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	23	33.3	13.0	-1.36	1464.8	570.13	-894.7	0.00140	0.08096
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	4	8.0	18.9	1.24	64.2	151.33	87.2	0.29240	1.00000
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	51.8	41.8	-0.31	2902.4	2339.79	-562.6	0.44200	1.00000
Rv0247c	-	fumarate reductase iron-sulfur subunit 	12	15.6	18.1	0.22	280.6	326.17	45.5	0.88850	1.00000
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	39	11.2	22.4	1.00	713.6	1430.59	717.0	0.13970	0.96959
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	23	8.0	16.5	1.05	319.9	661.68	341.7	0.03430	0.61097
Rv0250c	-	hypothetical protein Rv0250c 	4	25.6	54.1	1.08	153.9	324.65	170.8	0.29660	1.00000
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	46.5	42.8	-0.12	465.4	428.25	-37.2	0.89790	1.00000
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	41	28.3	51.9	0.88	1866.6	3427.43	1560.8	0.02790	0.55307
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	7	10.3	17.8	0.78	103.5	178.20	74.7	0.46850	1.00000
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	6	47.2	64.3	0.45	471.7	643.32	171.6	0.65870	1.00000
Rv0255c	cobQ1	cobyric acid synthase 	15	22.0	31.8	0.53	572.2	827.44	255.2	0.27270	1.00000
Rv0256c	PPE2	PPE FAMILY PROTEIN 	32	58.7	43.5	-0.43	3524.2	2610.89	-913.3	0.40690	1.00000
Rv0257	-	hypothetical protein Rv0257 	3	94.9	49.2	-0.95	569.1	295.06	-274.0	0.59490	1.00000
Rv0258c	-	hypothetical protein Rv0258c 	8	21.3	12.7	-0.74	212.9	127.40	-85.5	0.86260	1.00000
Rv0259c	-	hypothetical protein Rv0259c 	8	35.8	24.2	-0.57	214.8	145.04	-69.8	0.66690	1.00000
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	22	32.3	12.5	-1.37	904.4	351.00	-553.4	0.01580	0.40936
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	25	28.2	12.5	-1.17	1071.9	475.90	-596.0	0.20640	1.00000
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	7	12.3	23.7	0.94	148.1	284.50	136.4	0.35450	1.00000
Rv0263c	-	hypothetical protein Rv0263c 	16	29.6	21.0	-0.49	533.6	378.67	-154.9	0.51320	1.00000
Rv0264c	-	hypothetical protein Rv0264c 	10	46.3	62.6	0.43	740.8	1001.01	260.2	0.48580	1.00000
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	9	74.1	73.8	-0.01	1333.7	1328.25	-5.5	0.99100	1.00000
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	42	64.6	63.8	-0.02	4777.9	4724.50	-53.4	0.96110	1.00000
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	15	69.0	66.6	-0.05	2069.5	1996.73	-72.7	0.91490	1.00000
Rv0268c	-	hypothetical protein Rv0268c 	13	104.7	122.5	0.23	2512.3	2940.43	428.2	0.60510	1.00000
Rv0269c	-	hypothetical protein Rv0269c 	11	43.8	56.4	0.36	788.7	1014.97	226.3	0.60120	1.00000
Rv0270	fadD2	acyl-CoA synthetase 	25	79.7	62.8	-0.34	3666.7	2889.49	-777.2	0.36420	1.00000
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	34	46.1	26.1	-0.82	2764.1	1564.37	-1199.7	0.04130	0.66607
Rv0272c	-	hypothetical protein Rv0272c 	16	35.8	20.6	-0.80	788.0	452.52	-335.5	0.42490	1.00000
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	63.4	18.9	-1.75	1521.0	452.69	-1068.3	0.09940	0.87903
Rv0274	-	hypothetical protein Rv0274 	8	14.8	34.5	1.23	177.1	414.06	236.9	0.18430	1.00000
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	9	23.5	30.8	0.39	282.3	369.27	86.9	0.71420	1.00000
Rv0276	-	hypothetical protein Rv0276 	17	40.3	49.2	0.29	1210.4	1476.05	265.7	0.66030	1.00000
Rv0277c	-	hypothetical protein Rv0277c 	6	41.0	51.1	0.32	410.5	510.83	100.3	0.78860	1.00000
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	26	17.8	24.5	0.46	642.5	882.25	239.8	0.40820	1.00000
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	19	29.1	20.1	-0.54	1048.7	722.33	-326.4	0.47410	1.00000
Rv0280	PPE3	PPE FAMILY PROTEIN 	26	60.7	56.4	-0.11	2914.6	2706.97	-207.7	0.80380	1.00000
Rv0281	-	hypothetical protein Rv0281 	14	36.4	42.9	0.23	946.8	1114.17	167.4	0.67870	1.00000
Rv0282	-	hypothetical protein Rv0282 	24	104.1	85.2	-0.29	208.2	170.31	-37.9	1.00000	1.00000
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	24	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	61	0.0	0.4	0.51	0.0	1.69	1.7	0.42770	1.00000
Rv0285	PE5	PE FAMILY PROTEIN 	5	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0286	PPE4	PPE FAMILY PROTEIN 	31	18.0	11.8	-0.61	36.0	23.60	-12.4	1.00000	1.00000
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	5	0.0	6.4	2.88	0.0	12.71	12.7	1.00000	1.00000
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	7	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0289	-	hypothetical protein Rv0289 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	15.7	21.9	0.49	125.3	175.50	50.2	0.80480	1.00000
Rv0293c	-	hypothetical protein Rv0293c 	27	48.0	44.9	-0.10	1824.6	1705.72	-118.9	0.80760	1.00000
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	14	24.7	25.4	0.04	445.4	456.95	11.6	0.97230	1.00000
Rv0295c	-	hypothetical protein Rv0295c 	10	34.5	29.5	-0.23	414.4	353.61	-60.8	0.73890	1.00000
Rv0296c	-	PROBABLE SULFATASE 	42	63.7	56.3	-0.18	4078.2	3605.67	-472.5	0.74500	1.00000
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	14	39.2	37.3	-0.07	705.3	670.61	-34.6	0.90160	1.00000
Rv0298	-	hypothetical protein Rv0298 	5	64.9	102.7	0.66	518.9	821.72	302.8	0.23540	1.00000
Rv0299	-	hypothetical protein Rv0299 	2	38.8	54.2	0.48	155.1	216.91	61.8	0.56850	1.00000
Rv0300	-	hypothetical protein Rv0300 	5	53.1	118.1	1.15	531.3	1180.66	649.3	0.44520	1.00000
Rv0301	-	hypothetical protein Rv0301 	7	54.0	81.7	0.60	756.6	1143.73	387.1	0.25630	1.00000
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	8	37.3	56.8	0.61	596.1	908.64	312.6	0.27120	1.00000
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	36.1	35.7	-0.01	865.5	857.58	-7.9	0.98340	1.00000
Rv0304c	PPE5	PPE FAMILY PROTEIN 	136	53.0	42.8	-0.31	12496.7	10102.04	-2394.7	0.20700	1.00000
Rv0305c	PPE6	PPE FAMILY PROTEIN 	60	48.8	40.4	-0.27	4680.1	3876.16	-803.9	0.38830	1.00000
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	8	26.0	39.2	0.59	415.4	627.32	211.9	0.37570	1.00000
Rv0307c	-	hypothetical protein Rv0307c 	9	50.9	40.1	-0.35	916.8	721.06	-195.7	0.61880	1.00000
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	61.3	28.6	-1.10	1592.6	742.65	-849.9	0.07840	0.83524
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	33.9	23.7	-0.52	678.3	473.33	-204.9	0.52840	1.00000
Rv0310c	-	hypothetical protein Rv0310c 	12	16.9	12.1	-0.48	303.5	217.97	-85.6	0.53580	1.00000
Rv0311	-	hypothetical protein Rv0311 	17	22.2	16.4	-0.44	667.5	492.60	-174.9	0.62250	1.00000
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	22	29.6	18.3	-0.70	652.2	402.07	-250.1	0.45560	1.00000
Rv0313	-	hypothetical protein Rv0313 	5	77.6	70.0	-0.15	775.7	699.55	-76.2	0.84000	1.00000
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	154.9	177.8	0.20	1859.2	2133.24	274.1	0.73460	1.00000
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	10	81.4	60.0	-0.44	1628.4	1199.24	-429.2	0.53190	1.00000
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	8	63.6	60.9	-0.06	763.4	730.75	-32.6	0.93800	1.00000
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	13	119.0	47.6	-1.32	2856.6	1143.09	-1713.5	0.10280	0.88209
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	63.9	40.1	-0.67	1023.1	640.96	-382.1	0.29900	1.00000
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	8	39.2	43.3	0.14	627.6	693.30	65.7	0.87080	1.00000
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	16	43.1	46.2	0.10	1294.0	1384.84	90.8	0.84040	1.00000
Rv0321	dcd	deoxycytidine triphosphate deaminase 	6	45.3	49.1	0.11	453.3	490.60	37.3	0.95610	1.00000
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	24	28.8	33.3	0.21	1094.8	1267.09	172.3	0.72660	1.00000
Rv0323c	-	hypothetical protein Rv0323c 	12	25.6	37.8	0.56	513.0	756.44	243.5	0.41290	1.00000
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	12	17.3	25.0	0.53	380.0	549.87	169.8	0.51740	1.00000
Rv0325	-	hypothetical protein Rv0325 	6	104.1	115.7	0.15	1248.9	1387.94	139.1	0.88900	1.00000
Rv0326	-	hypothetical protein Rv0326 	9	127.3	13.9	-3.20	1018.7	111.04	-907.7	0.09470	0.86664
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	24	26.0	20.1	-0.37	884.6	684.35	-200.2	0.52730	1.00000
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	11	36.4	40.1	0.14	581.7	640.80	59.1	0.84640	1.00000
Rv0329c	-	hypothetical protein Rv0329c 	9	48.5	32.1	-0.60	582.0	385.21	-196.8	0.47660	1.00000
Rv0330c	-	hypothetical protein Rv0330c 	9	36.9	54.0	0.55	591.2	864.60	273.4	0.44950	1.00000
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	18	32.6	36.9	0.18	847.8	959.91	112.1	0.71560	1.00000
Rv0332	-	hypothetical protein Rv0332 	12	49.6	54.0	0.12	1190.1	1296.71	106.6	0.81500	1.00000
Rv0333	-	hypothetical protein Rv0333 	4	33.9	48.7	0.52	270.9	389.23	118.4	0.78690	1.00000
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0335c	PE6	PE FAMILY PROTEIN 	2	0.2	5.3	4.40	1.0	21.16	20.2	0.71760	1.00000
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	18	101.7	77.8	-0.39	3662.5	2799.17	-863.3	0.43520	1.00000
Rv0337c	aspC	aminotransferase AlaT 	22	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	37	2.6	1.4	-0.94	10.4	5.45	-5.0	0.71590	1.00000
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	30	45.1	30.0	-0.59	1983.8	1319.92	-663.9	0.19340	1.00000
Rv0340	-	hypothetical protein Rv0340 	5	17.8	45.2	1.35	142.0	361.98	219.9	0.27140	1.00000
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	19	19.7	38.2	0.96	550.3	1070.05	519.8	0.13150	0.95559
Rv0342	iniA	ISONIAZID INDUCTIBLE GENE PROTEIN INIA 	27	44.2	44.0	-0.01	2121.4	2112.99	-8.4	0.98870	1.00000
Rv0343	iniC	ISONIAZID INDUCTIBLE GENE PROTEIN INIC 	13	58.6	53.9	-0.12	820.5	754.79	-65.7	0.88290	1.00000
Rv0344c	lpqJ	PROBABLE LIPOPROTEIN LPQJ 	12	47.4	43.5	-0.12	948.6	870.91	-77.7	0.94890	1.00000
Rv0345	-	hypothetical protein Rv0345 	7	55.2	42.3	-0.38	663.0	508.03	-154.9	0.51840	1.00000
Rv0346c	ansP2	POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) 	29	55.2	59.3	0.10	2762.4	2964.99	202.6	0.80310	1.00000
Rv0347	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	18	54.3	4.7	-3.52	434.8	38.00	-396.8	0.05420	0.74830
Rv0348	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	18	5.4	9.4	0.80	107.9	188.31	80.4	0.39560	1.00000
Rv0349	-	hypothetical protein Rv0349 	8	50.2	93.9	0.90	803.7	1502.95	699.2	0.20310	1.00000
Rv0350	dnaK	molecular chaperone DnaK 	17	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0351	grpE	PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) 	9	0.0	13.2	3.83	0.0	52.73	52.7	0.42470	1.00000
Rv0352	dnaJ1	PROBABLE CHAPERONE PROTEIN DNAJ1 	14	19.2	15.6	-0.30	422.6	343.78	-78.9	0.73900	1.00000
Rv0353	hspR	PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) 	6	131.0	99.5	-0.40	1309.9	994.84	-315.0	0.55880	1.00000
Rv0354c	PPE7	PPE FAMILY PROTEIN 	5	138.2	158.3	0.20	1105.8	1266.05	160.2	0.74770	1.00000
Rv0355c	PPE8	PPE FAMILY PROTEIN 	172	70.5	70.6	0.00	21160.4	21185.22	24.8	0.99120	1.00000
Rv0356c	-	hypothetical protein Rv0356c 	9	44.3	25.4	-0.80	796.7	456.56	-340.1	0.50120	1.00000
Rv0357c	purA	adenylosuccinate synthetase 	24	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0358	-	hypothetical protein Rv0358 	13	1.8	10.7	2.58	21.4	128.39	106.9	0.71920	1.00000
Rv0359	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	99.5	67.4	-0.56	2188.8	1482.37	-706.4	0.44160	1.00000
