"","Orf","Name","Desc","Sites","Sites_Hit","B6","B6_pval","B6_Qval","DBA","DBA_pval","DBA_Qval","BXD9","BXD9_pval","BXD9_Qval","BXD29","BXD29_pval","BXD29_Qval","BXD39","BXD39_pval","BXD39_Qval","BXD40","BXD40_pval","BXD40_Qval","BXD48a","BXD48a_pval","BXD48a_Qval","BXD51","BXD51_pval","BXD51_Qval","BXD54","BXD54_pval","BXD54_Qval","BXD56","BXD56_pval","BXD56_Qval","BXD60","BXD60_pval","BXD60_Qval","BXD62","BXD62_pval","BXD62_Qval","BXD67","BXD67_pval","BXD67_Qval","BXD69","BXD69_pval","BXD69_Qval","BXD73","BXD73_pval","BXD73_Qval","BXD73b","BXD73b_pval","BXD73b_Qval","BXD77","BXD77_pval","BXD77_Qval","BXD79","BXD79_pval","BXD79_Qval","BXD90","BXD90_pval","BXD90_Qval","BXD93","BXD93_pval","BXD93_Qval","BXD102","BXD102_pval","BXD102_Qval"
"46","Rv0046c","ino1","MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) ",16,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,0.5,0.2846,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.12,1,1,-0.08,1,1
"47","Rv0047c","-","hypothetical protein Rv0047c ",7,6,-0.66,0.2578,1,0.46,0.3387,0.86852,0.62,0.1742,0.95453,-0.35,0.5127,1,-0.65,0.2624,0.90575,0.23,0.6443,1,0.57,0.3263,1,-0.73,0.3755,1,0.77,0.119,0.83664,0.4,0.3783,1,0.3,0.5794,1,1.57,0.0016,0.04911,2.12,0.0018,0.05936,0.73,0.0906,0.8105,0.14,0.7829,1,-0.5,0.4199,1,0.26,0.5849,1,-0.23,0.6647,1,0.07,0.8729,1,-0.56,0.382,0.97811,0.67,0.1644,0.90642
"48","Rv0048c","-","POSSIBLE MEMBRANE PROTEIN ",16,15,0.05,0.8597,1,0.14,0.6464,1,0.27,0.3512,1,0.18,0.5337,1,0.24,0.4,0.98397,0.24,0.3968,1,0.25,0.494,1,0.24,0.5228,1,0.43,0.1146,0.83664,0.1,0.7166,1,0.09,0.7754,1,0.42,0.1504,0.6874,0.74,0.0134,0.22559,0.44,0.1055,0.86012,0.14,0.6388,1,0.22,0.4516,1,0.17,0.5538,1,0.15,0.5912,1,0.13,0.6592,1,0.08,0.7952,1,0.28,0.348,1
"49","Rv0049","-","hypothetical protein Rv0049 ",8,7,-0.2,0.6345,1,0.21,0.5819,0.99641,1.14,0.0023,0.08121,0.39,0.3222,1,0.71,0.0528,0.5037,0.62,0.1208,0.88928,1.29,0.0017,0.12561,0.05,0.922,1,1.49,1e-04,0.00753,0.91,0.0091,0.19626,0.63,0.0819,0.75297,1.8,0,0,1.83,1e-04,0.00518,1.21,0.0015,0.04866,1.03,0.0051,0.1464,0.6,0.1418,0.79187,0.5,0.1513,1,0.29,0.4227,1,0.26,0.5044,1,0,0.9998,1,0.13,0.7549,1
"50","Rv0050","ponA1","PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) ",37,27,-0.17,0.5311,1,-0.03,0.9123,1,0.24,0.5275,1,-0.23,0.3828,1,0.23,0.3965,0.98202,-0.01,0.979,1,0.39,0.2296,1,0.42,0.2653,1,0.7,0.0073,0.18792,0.1,0.687,1,0.14,0.6698,1,-0.18,0.54,0.96723,-0.16,0.6086,1,0,0.9963,1,0.06,0.8374,1,-0.17,0.6054,1,0.04,0.8751,1,0.34,0.1593,1,0.28,0.2423,1,0.39,0.1714,0.81609,0.59,0.1186,0.81443
"51","Rv0051","-","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ",34,23,-0.5,0.0723,0.92507,0.04,0.8815,1,0.05,0.8336,1,-0.27,0.322,1,0.25,0.3033,0.92642,0.15,0.5312,1,0.53,0.067,1,-0.09,0.7979,1,-0.15,0.5434,1,0.1,0.6749,1,-0.58,0.0441,0.59047,0.05,0.8535,1,-0.01,0.9704,1,0.19,0.4425,1,0.04,0.8561,1,-0.19,0.5084,1,-0.35,0.1869,1,-0.27,0.2935,1,-0.35,0.1765,1,0.43,0.0982,0.65588,-0.08,0.7781,1
"52","Rv0052","-","hypothetical protein Rv0052 ",7,6,-0.07,0.8654,1,0.2,0.5876,0.99641,0.31,0.4347,1,0.47,0.2362,1,0.23,0.5707,1,-0.14,0.7514,1,0.23,0.6542,1,-0.09,0.887,1,0.26,0.4925,1,-0.03,0.9353,1,0.18,0.6608,1,-0.38,0.4247,0.90653,0.25,0.5611,1,0.18,0.6348,1,0.07,0.8584,1,0.22,0.6101,1,0.18,0.6527,1,0.15,0.7218,1,0.19,0.6218,1,-0.17,0.7048,1,0.22,0.585,1
"53","Rv0053","rpsF","30S ribosomal protein S6 ",7,1,-1.07,0.4959,1,-1.57,0.3451,0.87592,-3.06,0.2764,1,-0.92,0.5593,1,-2,0.3138,0.92993,-0.56,0.6873,1,0.27,0.9228,1,0.44,0.7824,1,0.89,0.5339,1,-1.23,0.4638,1,-1.34,0.438,1,-1.11,0.4795,0.93915,-0.25,0.8298,1,-1.53,0.3497,1,-0.03,0.9659,1,1.26,0.4395,1,-1.57,0.3519,1,0.07,0.9194,1,0.11,0.9148,1,-1.76,0.3258,0.95977,-2.53,0.287,0.99933
"54","Rv0054","ssb","single-strand DNA-binding protein ",5,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"55","Rv0055","rpsR","30S ribosomal protein S18 ",5,1,0.23,0.8362,1,2.03,0.0852,0.52869,1.86,0.1275,0.84087,1.07,0.4065,1,1.45,0.2571,0.90461,1.94,0.0891,0.79002,2.05,0.1687,1,1.93,0.1744,1,2.03,0.1497,0.89417,2.31,0.0782,0.70752,0.33,0.7633,1,2.24,0.0769,0.51357,1.14,0.3686,1,1.53,0.2217,1,1.44,0.2913,1,1.63,0.2288,0.91381,1.84,0.096,0.88766,1.59,0.1928,1,1.01,0.428,1,2.42,0.1592,0.79402,2.11,0.1604,0.90167
"56","Rv0056","rplI","50S ribosomal protein L9 ",8,7,-0.65,0.4143,1,-1.51,0.123,0.63162,-0.29,0.7459,1,-0.03,0.9687,1,0.73,0.2304,0.8781,-0.05,0.9377,1,0.69,0.3731,1,-1.05,0.3856,1,0.3,0.6326,1,0.34,0.6007,1,-1.71,0.0858,0.76245,-0.6,0.4794,0.93915,0.13,0.8609,1,0.34,0.6053,1,-0.65,0.4095,1,-0.96,0.2974,0.97173,-0.79,0.3238,1,-0.15,0.8487,1,-0.11,0.8834,1,-1.08,0.2097,0.88428,0.46,0.5734,1
"57","Rv0057","-","hypothetical protein Rv0057 ",16,9,0.98,0.0424,0.67401,-0.22,0.6822,1,-0.49,0.3797,1,-0.21,0.6844,1,0.57,0.2521,0.89686,0.17,0.7455,1,-0.7,0.3702,1,-0.34,0.6515,1,-0.31,0.5802,1,0.27,0.5723,1,-0.96,0.1333,0.88322,-0.32,0.5438,0.96885,0.27,0.5754,1,0.54,0.2618,1,-0.04,0.9352,1,-0.03,0.948,1,0.35,0.4435,1,0.28,0.5779,1,0.14,0.7892,1,0.3,0.5793,1,0.1,0.8506,1
"58","Rv0058","dnaB","replicative DNA helicase ",39,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1,-0.04,1,1
"59","Rv0059","-","hypothetical protein Rv0059 ",21,19,-0.15,0.4948,1,0.02,0.9148,1,0.14,0.5066,1,-0.01,0.9548,1,0.28,0.1657,0.78242,0.02,0.9359,1,0.06,0.8278,1,-0.11,0.694,1,0.32,0.1149,0.83664,-0.04,0.8344,1,0.01,0.9566,1,-0.2,0.3974,0.89364,0.11,0.6293,1,0.29,0.1507,0.97884,-0.06,0.7644,1,-0.24,0.3279,0.9862,0.07,0.7374,1,0.04,0.8426,1,0.11,0.5839,1,0.24,0.3081,0.9459,0.13,0.5407,1
"60","Rv0060","-","hypothetical protein Rv0060 ",23,2,0.97,0.3932,1,1.39,0.2141,0.77009,0.63,0.5772,1,0.25,0.7614,1,0.97,0.3816,0.97251,0.58,0.5909,1,0.6,0.6567,1,-1.12,0.5895,1,0.6,0.5643,1,1.4,0.2303,0.99707,0.94,0.4099,1,-0.22,0.7177,1,0.01,1,1,0.76,0.4976,1,0.3,0.8011,1,-1.07,0.3861,1,1.23,0.2291,1,0.04,0.9404,1,0.47,0.6316,1,-0.31,0.8152,1,0.45,0.6685,1
"61","Rv0061","-","hypothetical protein Rv0061 ",6,5,0.8,0.2762,1,0.6,0.3601,0.88255,-0.85,0.3996,1,0.51,0.482,1,-2.36,0.1,0.64668,0.04,0.9598,1,-0.01,0.9897,1,0.21,0.8285,1,-0.38,0.65,1,0,0.9964,1,0.43,0.5784,1,0.04,0.9659,1,0.78,0.3701,1,-0.63,0.4823,1,-1.2,0.2645,1,0.76,0.2878,0.97173,0.09,0.9013,1,-0.09,0.906,1,-0.04,0.9595,1,-0.07,0.9335,1,0.9,0.307,1
"62","Rv0062","celA1","POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) ",22,18,0.06,0.8138,1,0.09,0.7004,1,-0.23,0.4038,1,0.01,0.9693,1,0.05,0.848,1,-0.07,0.7971,1,-0.32,0.3828,1,0.35,0.2604,1,-0.18,0.508,1,-0.13,0.6091,1,-0.1,0.7204,1,0.31,0.2955,0.83266,-0.24,0.3811,1,-0.31,0.2214,1,-0.04,0.8873,1,0.05,0.865,1,0.2,0.4295,1,0.08,0.736,1,0.05,0.8415,1,0.46,0.0977,0.65516,0.28,0.2884,0.99933
"63","Rv0063","-","POSSIBLE OXIDOREDUCTASE ",24,21,0.02,0.9428,1,-0.42,0.0909,0.54436,-0.01,0.9795,1,-0.04,0.8563,1,0.24,0.2979,0.92449,-0.05,0.8298,1,-0.38,0.2507,1,-0.21,0.514,1,0.11,0.6323,1,-0.54,0.0329,0.44888,-0.17,0.4495,1,-0.48,0.0547,0.43715,-0.15,0.4928,1,-0.26,0.2673,1,-0.2,0.392,1,-0.2,0.4464,1,-0.28,0.2258,1,-0.34,0.1675,1,-0.39,0.098,0.89071,-0.04,0.8855,1,-0.15,0.5545,1
"64","Rv0064","-","hypothetical protein Rv0064 ",69,50,0,0.9842,1,0.08,0.7084,1,0.17,0.4461,1,0.01,0.9765,1,0.18,0.3548,0.95154,-0.16,0.4525,1,0.04,0.8794,1,-0.16,0.5629,1,0.06,0.7741,1,-0.13,0.5236,1,-0.11,0.5999,1,0.23,0.2764,0.8269,-0.08,0.7122,1,0.1,0.5983,1,0.14,0.4904,1,0.15,0.5168,1,0.08,0.6862,1,0.05,0.795,1,-0.06,0.7569,1,0.12,0.602,1,-0.06,0.7718,1
"65","Rv0065","-","hypothetical protein Rv0065 ",8,7,-0.53,0.2752,1,-0.18,0.6963,1,-0.16,0.7289,1,0.09,0.8404,1,0.38,0.3824,0.97251,-0.12,0.8052,1,-0.14,0.8121,1,0.79,0.1416,1,0.13,0.7927,1,-0.82,0.1079,0.77293,-0.23,0.6294,1,0.42,0.323,0.85444,0.09,0.8401,1,-0.19,0.6879,1,-0.18,0.6943,1,-0.97,0.103,0.70577,-0.04,0.9225,1,-0.36,0.4492,1,0.2,0.6422,1,-0.65,0.2222,0.89715,-0.4,0.4279,1
"66","Rv0066c","icd2","PROBABLE ISOCITRATE DEHYDROGENASE ",38,19,-1.42,0.0152,0.3698,-3.05,0.0014,0.04169,-0.88,0.1552,0.91167,-1.51,0.0149,0.30804,-2.53,0.0026,0.08366,0.37,0.5665,1,-0.65,0.3633,1,-2.63,0.0249,0.7414,0.39,0.6204,1,-1.54,0.0123,0.24057,-1.11,0.0673,0.71014,-3.04,0.0013,0.04084,-1.86,0.0067,0.14608,-1.96,0.0051,0.13044,-1.95,0.0054,0.15173,-3.04,0.0011,0.04931,-2.68,0.0016,0.056,-2.13,0.0037,0.10252,-3.04,9e-04,0.04128,-2.95,0.0022,0.08281,-2.35,0.0033,0.10051
"67","Rv0067c","-","POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ",12,10,1.28,0.1322,1,0.64,0.2755,0.83601,0.22,0.7506,1,-0.38,0.6402,1,-1.5,0.1099,0.6719,-0.51,0.5324,1,0.17,0.8346,1,0.79,0.2648,1,0.96,0.1475,0.88633,0.16,0.8255,1,-0.76,0.3488,1,0.65,0.2792,0.8269,-1.84,0.0732,0.61488,0.42,0.5717,1,0.18,0.7967,1,0.45,0.5305,1,0.23,0.7235,1,0.96,0.0457,0.62233,0.91,0.0835,0.84122,-0.94,0.2811,0.93804,0.05,0.9543,1
"68","Rv0068","-","short chain dehydrogenase ",12,10,-0.13,0.8079,1,0.22,0.6663,1,-0.2,0.7177,1,0,0.9985,1,0.62,0.186,0.82457,0.26,0.6087,1,-0.06,0.9287,1,0.22,0.7315,1,-0.25,0.6661,1,0.21,0.6699,1,0.1,0.8397,1,0.11,0.8458,1,0.14,0.8258,1,0.13,0.7997,1,-0.07,0.8952,1,0.11,0.8455,1,0.04,0.9435,1,-0.21,0.7095,1,0.18,0.7254,1,0.32,0.5738,1,-0.08,0.8857,1
"69","Rv0069c","sdaA","PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) ",12,9,0.29,0.6004,1,0.07,0.9054,1,-0.11,0.8644,1,-0.34,0.5792,1,-0.48,0.439,0.9958,0.4,0.4689,1,0.16,0.8266,1,-0.78,0.3958,1,0.34,0.5847,1,0.5,0.315,1,0.59,0.2503,1,0.92,0.061,0.46448,0.39,0.5092,1,0.05,0.9286,1,-0.16,0.7815,1,-0.05,0.9418,1,0.32,0.568,1,0.14,0.7964,1,0.05,0.9387,1,-0.49,0.4942,1,0.43,0.4161,1
"70","Rv0070c","glyA2","PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) ",18,11,0.11,0.8041,1,0.16,0.7067,1,0.12,0.785,1,0.07,0.8788,1,0.27,0.5236,1,0.25,0.5588,1,0.58,0.2422,1,0.09,0.8923,1,-0.39,0.4194,1,0.19,0.6467,1,0.21,0.6126,1,0.65,0.1241,0.63891,-0.17,0.7191,1,0.26,0.5238,1,0.31,0.4543,1,-0.07,0.8808,1,-0.2,0.6734,1,0.08,0.8596,1,0.27,0.5226,1,-0.04,0.9324,1,0.29,0.5202,1
"71","Rv0071","-","POSSIBLE MATURASE ",8,6,0.18,0.6758,1,-0.39,0.3822,0.90022,0.08,0.8688,1,-0.57,0.2351,1,-0.52,0.2652,0.90672,-0.28,0.5578,1,-0.36,0.5428,1,-0.23,0.7203,1,-0.41,0.398,1,-0.59,0.2123,0.98131,-0.48,0.3082,1,0.13,0.7895,1,0.21,0.6453,1,-0.34,0.4788,1,-0.21,0.6232,1,-0.34,0.4766,1,-0.38,0.3879,1,-0.2,0.6471,1,-0.17,0.6805,1,-0.26,0.601,1,-0.37,0.4324,1
"72","Rv0072","-","PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER ",17,14,0.14,0.6467,1,-0.01,0.9833,1,0.28,0.3807,1,-0.07,0.8192,1,0.09,0.7665,1,0.1,0.7436,1,0.18,0.6334,1,-0.14,0.7403,1,0.02,0.945,1,0.11,0.7083,1,-0.18,0.564,1,-0.32,0.349,0.86786,-0.06,0.8581,1,0.24,0.4199,1,0.16,0.6093,1,0.12,0.7203,1,-0.09,0.7743,1,-0.22,0.5086,1,-0.15,0.6422,1,0.15,0.6317,1,0.04,0.9011,1
"73","Rv0073","-","PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER ",16,15,0.05,0.8778,1,0.21,0.5221,0.98402,0.25,0.4871,1,0.16,0.6408,1,0.2,0.5624,1,0.14,0.6952,1,0.12,0.7883,1,0.19,0.6587,1,-0.26,0.4859,1,0.17,0.5834,1,-0.13,0.7293,1,-0.07,0.8605,1,0.09,0.8176,1,0.08,0.8272,1,-0.22,0.5569,1,0.08,0.8362,1,-0.08,0.8192,1,0.08,0.8046,1,-0.16,0.6442,1,0.29,0.4314,0.99959,-0.06,0.8708,1
"74","Rv0074","-","hypothetical protein Rv0074 ",20,18,0.14,0.6493,1,-0.07,0.827,1,0.51,0.1152,0.798,-0.26,0.412,1,0.29,0.3339,0.93892,0,0.9971,1,-0.1,0.7944,1,-0.27,0.5342,1,-0.14,0.7124,1,-0.07,0.8031,1,-0.17,0.617,1,-0.3,0.3714,0.87662,-0.14,0.6523,1,0.13,0.6452,1,0.05,0.8816,1,0.2,0.5546,1,-0.18,0.5414,1,0.09,0.7464,1,-0.18,0.5423,1,0.18,0.5598,1,0.3,0.4228,1
"75","Rv0075","-","PROBABLE AMINOTRANSFERASE ",25,21,0.34,0.1778,1,0.35,0.1362,0.65681,0.03,0.927,1,0.13,0.6248,1,-0.06,0.8216,1,0.17,0.5117,1,-0.24,0.5237,1,-0.06,0.8615,1,0.21,0.3974,1,0.04,0.8597,1,0.22,0.4023,1,0.34,0.2029,0.76231,0.4,0.1668,0.93081,0.37,0.1312,0.94583,0,0.9889,1,0.03,0.903,1,0.29,0.2575,1,0.18,0.4829,1,-0.04,0.8611,1,0.08,0.7499,1,0.2,0.4332,1
"76","Rv0076c","-","PROBABLE MEMBRANE PROTEIN ",4,4,-0.37,0.1386,1,0.23,0.3327,0.86472,0.17,0.4326,1,0.54,0.0069,0.18602,0.17,0.58,1,-0.04,0.8637,1,0.54,0.0454,0.96267,0,0.9871,1,0.11,0.6557,1,0.32,0.0971,0.74649,0,0.9997,1,0.05,0.8759,1,0.16,0.5963,1,0.19,0.3114,1,0.28,0.1289,0.98157,0.94,0.0058,0.1559,0.32,0.0988,0.88766,0.33,0.1002,0.92586,0.29,0.1746,1,-0.1,0.7612,1,0.13,0.6312,1
"77","Rv0077c","-","PROBABLE OXIDOREDUCTASE ",14,10,-0.14,0.7021,1,-0.64,0.1115,0.60201,0.12,0.7525,1,0.11,0.7525,1,-0.04,0.9122,1,0.03,0.9346,1,-0.03,0.9438,1,0.03,0.9521,1,-0.25,0.5089,1,-0.43,0.2538,1,0.16,0.6689,1,0.21,0.5572,0.97144,0.27,0.4408,1,-0.1,0.7786,1,-0.1,0.7847,1,-0.22,0.6043,1,-0.04,0.9176,1,0.19,0.5781,1,0.22,0.5146,1,-0.22,0.5748,1,-0.35,0.3747,1
"78","Rv0078","-","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ",9,6,0.54,0.4224,1,-0.68,0.3876,0.90703,0.48,0.5849,1,0.16,0.8198,1,-1.81,0.0625,0.55158,-0.26,0.7128,1,-0.06,0.9439,1,0.43,0.6521,1,0.12,0.8494,1,-0.07,0.917,1,-0.51,0.5268,1,0.6,0.4371,0.91791,-0.67,0.4,1,0.2,0.7525,1,-0.1,0.8888,1,-0.78,0.334,0.98651,-0.62,0.4091,1,-0.03,0.9584,1,-0.2,0.7709,1,-0.66,0.3999,0.98555,-1.02,0.2256,0.98484
"79","Rv0078A","-","hypothetical protein Rv0078A ",10,9,0.22,0.6394,1,0.2,0.6698,1,0.39,0.4299,1,-0.09,0.8549,1,0.03,0.9589,1,0.13,0.8082,1,0.64,0.2566,1,-0.17,0.8064,1,0.25,0.6271,1,0.42,0.3256,1,0.78,0.0687,0.71014,-0.44,0.4034,0.89487,-0.01,0.9789,1,0.1,0.8333,1,0.13,0.802,1,0.82,0.1226,0.76387,-0.08,0.8608,1,0.27,0.577,1,0.26,0.5747,1,-0.19,0.7284,1,-0.33,0.5586,1
"80","Rv0079","-","hypothetical protein Rv0079 ",14,11,-0.42,0.3754,1,-1.14,0.0417,0.37729,-0.68,0.2,0.99131,-0.87,0.0982,0.96802,-0.4,0.4176,0.98979,-0.4,0.4084,1,-0.72,0.3155,1,-0.39,0.5532,1,-1.83,0.0079,0.19825,-0.59,0.2332,0.99836,-0.51,0.3022,1,-0.89,0.107,0.58725,-1,0.0764,0.631,-1.19,0.0401,0.50565,-0.59,0.247,1,-0.7,0.1974,0.882,-1.02,0.0661,0.75594,-1.16,0.0401,0.57142,-0.94,0.0865,0.84775,-0.68,0.1939,0.85867,-1.33,0.0242,0.38623
"81","Rv0080","-","hypothetical protein Rv0080 ",5,3,0.92,0.1983,1,-0.67,0.3894,0.9083,-0.56,0.485,1,0.24,0.693,1,-0.45,0.5566,1,-0.16,0.8276,1,-0.15,0.8736,1,0.01,0.9881,1,0.56,0.3953,1,-0.27,0.7153,1,0.64,0.3769,1,-0.71,0.3941,0.89136,0.45,0.478,1,-0.39,0.5959,1,-0.18,0.7905,1,-2.93,0.0325,0.42516,-0.72,0.3632,1,-1.12,0.2043,1,0.09,0.9002,1,0.29,0.7411,1,-1.43,0.1357,0.85392
"82","Rv0081","-","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ",6,6,-0.14,0.6683,1,0.09,0.7605,1,-0.54,0.1399,0.87418,0.19,0.5023,1,0.15,0.6262,1,0.51,0.0746,0.74228,0.19,0.6046,1,0.24,0.5849,1,0.06,0.8331,1,0.04,0.8762,1,0.15,0.6287,1,-0.34,0.2759,0.8269,-0.34,0.3353,1,0.07,0.8198,1,0.16,0.5697,1,-0.4,0.2688,0.95725,-0.02,0.9518,1,0.24,0.3925,1,0.19,0.4774,1,-0.14,0.6907,1,0.54,0.0636,0.63109
"83","Rv0082","-","PROBABLE OXIDOREDUCTASE ",7,6,0.6,0.3119,1,-1.32,0.0504,0.40625,0.16,0.7771,1,-0.29,0.5635,1,-0.52,0.3267,0.933,-0.07,0.8929,1,0.1,0.8731,1,0.9,0.1496,1,-0.34,0.5176,1,-0.51,0.3347,1,0.01,0.9889,1,0.8,0.1803,0.72842,-0.29,0.5594,1,-1.25,0.0464,0.5543,-0.97,0.1351,0.99678,-2.31,0.0059,0.1559,-1.2,0.0476,0.61793,0.17,0.7202,1,-0.47,0.4049,1,0.11,0.8336,1,-0.12,0.8421,1
"84","Rv0083","-","PROBABLE OXIDOREDUCTASE ",23,20,-0.31,0.3385,1,-0.36,0.2977,0.84966,-0.23,0.485,1,-0.07,0.8121,1,-0.17,0.5803,1,-0.13,0.6818,1,-0.15,0.7159,1,0.36,0.3323,1,-0.11,0.7305,1,-0.11,0.7223,1,-0.21,0.5114,1,0.47,0.1214,0.63153,-0.71,0.0377,0.42352,-0.13,0.6796,1,0.19,0.5404,1,0.21,0.5417,1,-0.14,0.657,1,-0.11,0.7206,1,0,0.9905,1,0.22,0.5209,1,-0.11,0.7364,1
"85","Rv0084","hycD","POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) ",9,8,-0.73,0.1851,1,-1.38,0.0304,0.31505,-0.58,0.2857,1,0.13,0.7755,1,-0.56,0.2823,0.91505,-0.45,0.3894,1,-0.51,0.4648,1,-1.58,0.0982,1,-0.6,0.2703,1,-1.36,0.0341,0.45638,-0.27,0.6238,1,-0.19,0.7189,1,-0.6,0.2595,1,-0.47,0.3694,1,-0.33,0.5517,1,-0.74,0.2093,0.89106,-0.54,0.2968,1,-0.84,0.1444,1,-1.03,0.0706,0.80707,-1.12,0.0703,0.57479,-1.23,0.053,0.56392
"86","Rv0085","hycP","POSSIBLE HYDROGENASE HYCP ",4,4,-1.78,0.1715,1,1.41,0.1472,0.67835,-2.4,0.0986,0.7451,0.54,0.5011,1,-2.81,0.0631,0.55179,1.67,0.1003,0.8184,-1.11,0.4973,1,4.47,0.0323,0.78107,-2.35,0.1051,0.8139,1.49,0.0299,0.42447,1.75,0.0687,0.71014,2.21,0.2017,0.75923,2.34,0.2264,1,-2.41,0.0874,0.79891,-0.47,0.6347,1,-1.69,0.1801,0.86163,-1.52,0.2121,1,-1.08,0.3298,1,0.93,0.3668,1,0.61,0.5879,1,0.44,0.7166,1
"87","Rv0086","hycQ","POSSIBLE HYDROGENASE HYCQ ",15,10,-0.16,0.7044,1,0.31,0.4761,0.96218,0.18,0.7102,1,0.35,0.4074,1,-0.1,0.8157,1,0.06,0.8794,1,-0.04,0.9378,1,-0.04,0.9401,1,0.7,0.0909,0.76718,0.54,0.1727,0.9151,0.32,0.4794,1,-0.92,0.0633,0.46946,0.1,0.8143,1,-0.32,0.4794,1,0.54,0.1533,1,0.62,0.1675,0.83626,-0.09,0.8199,1,0.16,0.6772,1,0.72,0.0846,0.84354,0.01,0.9904,1,0.2,0.6207,1
"88","Rv0087","hycE","POSSIBLE FORMATE HYDROGENASE HYCE (FHL) ",26,10,-0.43,0.4719,1,-0.53,0.3431,0.87362,-0.47,0.4289,1,-0.03,0.9566,1,-0.73,0.2165,0.86297,-0.01,0.9858,1,-0.67,0.3968,1,-0.79,0.3442,1,-0.91,0.1375,0.86523,-0.32,0.5537,1,-0.56,0.3179,1,0.18,0.7587,1,0.13,0.81,1,-0.38,0.4709,1,-0.07,0.8904,1,0.11,0.8593,1,-0.36,0.4918,1,-0.27,0.6182,1,-0.39,0.4503,1,-0.39,0.4875,1,0.41,0.4433,1
"89","Rv0088","-","hypothetical protein Rv0088 ",14,9,-0.35,0.3912,1,-0.74,0.0988,0.56967,-0.06,0.8878,1,0.07,0.8673,1,0.03,0.927,1,-0.23,0.6047,1,-0.21,0.7053,1,-0.56,0.3809,1,-0.07,0.8593,1,-0.6,0.1692,0.91039,-0.71,0.1235,0.86805,-1.32,0.0111,0.17645,-0.21,0.6308,1,0.02,0.9591,1,-0.13,0.7455,1,-0.96,0.0557,0.557,-0.19,0.6282,1,0.05,0.8968,1,0.18,0.6079,1,-0.05,0.899,1,-0.34,0.4099,1
"90","Rv0089","-","POSSIBLE METHYLTRANSFERASE/METHYLASE ",11,8,-0.09,0.8636,1,-0.91,0.1064,0.58963,-0.53,0.2844,1,-0.92,0.0779,0.85862,-0.5,0.3246,0.933,-1.4,0.0204,0.342,-1.42,0.0949,1,-0.42,0.5485,1,-0.84,0.1168,0.83664,-0.45,0.3709,1,-0.51,0.3677,1,-0.43,0.3824,0.88502,-0.71,0.1729,0.94633,-0.77,0.1411,0.97286,-1.03,0.066,0.72875,-0.79,0.1681,0.83626,-0.68,0.1752,1,-0.71,0.184,1,-0.82,0.1038,0.91832,-0.42,0.5079,1,-1.65,0.0098,0.22217
