Rv_ID,gene_name,Annotation,func_tuberculist,COG,u1,u2,cluster_labels
Rv3257c,manB,2.0,intermediary metabolism and respiration,G,-9.577403,-1.3801838,2
Rv3258c,-,1.0,conserved hypotheticals,S,-9.868482,-1.319308,2
Rv3259,-,1.0,conserved hypotheticals,L,-26.116167,27.451956,4
Rv3260c,whiB2,5.0,regulatory proteins,S,-14.347224,33.301167,7
Rv3261,fbiA,3.0,intermediary metabolism and respiration,S,-16.021322,30.556252,13
Rv3262,fbiB,5.0,intermediary metabolism and respiration,C,-16.053919,30.924526,13
Rv3263,-,1.0,information pathways,L,-18.373413,13.708314,3
Rv3264c,manB,1.0,cell wall and cell processes,MJ,-9.546279,-1.2668939,2
Rv3265c,wbbL1,4.0,cell wall and cell processes,R,-9.570249,-1.1003364,2
Rv3266c,rmlD,4.0,intermediary metabolism and respiration,M,-9.548219,-1.2738587,2
Rv3267,-,1.0,conserved hypotheticals,K,-24.503674,27.626184,4
Rv3268,-,1.0,conserved hypotheticals,S,-9.533268,31.976469,11
Rv3269,-,1.0,"virulence, detoxification, adaptation",S,-15.316892,31.06346,13
Rv3270,ctpC,5.0,cell wall and cell processes,P,-16.096792,30.958307,13
Rv3271c,-,1.0,cell wall and cell processes,S,-9.858802,-1.317308,2
Rv3272,-,3.0,conserved hypotheticals,C,-13.788345,38.225513,0
Rv3273,-,2.0,intermediary metabolism and respiration,P,-13.827557,38.17629,0
Rv3274c,fadE25,2.0,lipid metabolism,I,-9.666942,-1.0600443,2
Rv3275c,purE,2.0,intermediary metabolism and respiration,F,-9.561142,-1.0680177,2
Rv3276c,purK,3.0,intermediary metabolism and respiration,F,-9.515277,-1.0852525,2
Rv3277,-,1.0,cell wall and cell processes,S,-9.714079,-1.1492225,2
Rv3278c,-,1.0,cell wall and cell processes,S,-17.05298,15.003766,15
Rv3279c,birA,2.0,intermediary metabolism and respiration,H,-9.546875,-1.0255924,2
Rv3280,accD5,4.0,lipid metabolism,I,-9.5604105,-1.3391362,2
Rv3281,-,2.0,lipid metabolism,S,-14.513676,33.42378,7
Rv3283,sseA,3.0,intermediary metabolism and respiration,P,-14.01925,28.03851,14
Rv3284,-,1.0,conserved hypotheticals,R,-14.302776,33.956318,7
Rv3285,accA3,2.0,lipid metabolism,I,-9.554284,-1.3687747,2
Rv3288c,usfY,1.0,conserved hypotheticals,S,-14.117266,33.04126,7
Rv3291c,-,1.0,regulatory proteins,K,-18.275984,13.861831,3
Rv3292,-,1.0,conserved hypotheticals,S,-10.423287,-1.475965,2
Rv3294c,-,1.0,conserved hypotheticals,R,-14.359715,33.264317,7
Rv3295,-,1.0,regulatory proteins,K,-22.274038,25.832983,17
Rv3296,lhr,1.0,information pathways,R,-10.438459,-1.4739201,2
Rv3301c,phoY1,2.0,cell wall and cell processes,P,-17.4565,28.965672,18
Rv3302c,glpD2,2.0,intermediary metabolism and respiration,C,-9.556923,-1.4430524,2
Rv3303c,lpdA,5.0,intermediary metabolism and respiration,C,-9.548414,-1.0940804,2
Rv3304,-,1.0,conserved hypotheticals,S,-15.423684,31.106016,13
Rv3305c,amiA1,1.0,intermediary metabolism and respiration,R,-27.272484,27.514017,10
Rv3307,deoD,4.0,intermediary metabolism and respiration,F,-14.373576,33.916523,7
Rv3310,-,5.0,cell wall and cell processes,S,-14.101745,26.520855,9
Rv3311,-,1.0,conserved hypotheticals,S,-24.706165,27.471304,4
Rv3313c,add,3.0,intermediary metabolism and respiration,F,-13.9356575,26.539936,9
Rv3316,sdhC,3.0,intermediary metabolism and respiration,C,-22.098114,25.81919,17
Rv3317,sdhD,1.0,intermediary metabolism and respiration,C,-13.209167,31.641062,16
Rv3318,sdhA,3.0,intermediary metabolism and respiration,C,-18.444372,13.800933,3
Rv3319,sdhB,1.0,intermediary metabolism and respiration,C,-22.108244,25.81054,17
Rv3320c,-,2.0,"virulence, detoxification, adaptation",R,-8.377768,46.07621,5
Rv3325,-,,insertion seqs and phages,L,-13.41035,32.462276,7
Rv3326,-,,insertion seqs and phages,L,7.503649,7.470931,8
Rv3327,-,1.0,insertion seqs and phages,S,-12.029331,26.336514,20
Rv3329,-,2.0,intermediary metabolism and respiration,H,-12.012809,26.339508,20
Rv3330,dacB1,2.0,cell wall and cell processes,M,-14.156969,28.894554,14
Rv3331,sugI,1.0,cell wall and cell processes,GEPR,-18.187477,13.411485,3
Rv3332,nagA,2.0,cell wall and cell processes,G,-8.941678,46.182213,5
Rv3334,-,1.0,regulatory proteins,K,-13.630048,25.158978,9
Rv3335c,-,1.0,cell wall and cell processes,S,-14.094626,26.536997,9
Rv3336c,trpS,3.0,information pathways,J,-9.544453,-1.1034257,2
Rv3337,-,1.0,conserved hypotheticals,R,-12.703474,26.35721,9
Rv3339c,icd1,5.0,intermediary metabolism and respiration,C,-11.633619,30.085762,16
Rv3340,metC,1.0,intermediary metabolism and respiration,E,-13.9833145,38.074497,0
Rv3341,metX,3.0,intermediary metabolism and respiration,E,-9.958585,32.37979,11
Rv3345c,PE_PGRS50,1.0,PE/PPE,S,-9.903418,-1.1206774,2
Rv3347c,PPE55,1.0,PE/PPE,S,-14.466655,33.373325,7
Rv3349c,-,1.0,insertion seqs and phages,L,-8.568726,44.82899,19
Rv3350c,PPE56,1.0,PE/PPE,S,-14.526003,33.437912,7
Rv3351c,-,1.0,conserved hypotheticals,C,-18.029327,12.571502,3
Rv3354,-,1.0,conserved hypotheticals,S,-27.716703,27.784544,10
Rv3356c,folD,4.0,intermediary metabolism and respiration,H,-9.607394,-1.0085781,2
Rv3358,-,5.0,"virulence, detoxification, adaptation",S,-9.466695,26.356688,12
Rv3359,-,1.0,intermediary metabolism and respiration,C,-14.377536,33.288628,7
Rv3362c,-,1.0,conserved hypotheticals,R,-22.126366,25.818638,17
Rv3365c,-,2.0,conserved hypotheticals,T,-14.353808,33.929222,7
Rv3367,PE_PGRS51,1.0,PE/PPE,S,-14.381179,33.299583,7
Rv3370c,dnaE2,4.0,information pathways,L,-14.366344,33.28056,7
Rv3371,-,3.0,lipid metabolism,S,-9.579014,26.437397,12
Rv3372,otsB2,5.0,"virulence, detoxification, adaptation",R,-9.893121,-1.0986488,2
Rv3373,echA18,1.0,lipid metabolism,I,-14.093191,33.006214,7
Rv3375,amiD,2.0,intermediary metabolism and respiration,J,-14.349464,33.37186,7
Rv3378c,-,5.0,intermediary metabolism and respiration,S,-8.743801,45.170895,19
Rv3380c,-,,insertion seqs and phages,L,7.504982,7.469678,8
Rv3382c,lytB1,4.0,cell wall and cell processes,IM,-8.258675,45.678368,5
Rv3383c,idsB,1.0,lipid metabolism,H,-9.574244,32.013084,11
Rv3386,-,1.0,insertion seqs and phages,L,-14.047901,32.522236,7
Rv3387,-,1.0,insertion seqs and phages,L,-14.138303,32.46346,7
Rv3388,PE_PGRS52,1.0,PE/PPE,S,-15.108976,33.212353,7
Rv3389c,-,1.0,intermediary metabolism and respiration,I,-14.383064,33.30319,7
Rv3391,acrA1,1.0,lipid metabolism,IQR,-14.401637,33.32227,7
Rv3394c,-,2.0,conserved hypotheticals,L,-14.392817,33.30677,7
Rv3396c,guaA,5.0,intermediary metabolism and respiration,F,-9.568418,-1.0365838,2
Rv3399,-,2.0,lipid metabolism,Q,-13.623241,25.734793,9
Rv3400,-,1.0,intermediary metabolism and respiration,R,-10.461844,32.170155,11
Rv3402c,-,2.0,cell wall and cell processes,M,-14.479489,33.39644,7
Rv3403c,-,1.0,conserved hypotheticals,S,-14.350695,33.27603,7
Rv3405c,-,3.0,regulatory proteins,K,-14.130239,26.523521,9
Rv3406,-,5.0,intermediary metabolism and respiration,Q,-9.478809,26.357885,12
Rv3410c,guaB3,2.0,intermediary metabolism and respiration,F,-9.662384,-1.0081903,2
Rv3411c,guaB2,5.0,intermediary metabolism and respiration,F,-9.545162,-1.1038198,2
Rv3412,-,1.0,conserved hypotheticals,S,-27.837019,27.638056,10
Rv3413c,-,4.0,conserved hypotheticals,S,-14.149344,26.913548,9
Rv3414c,sigD,5.0,information pathways,K,-8.572035,45.874874,5
Rv3416,whiB3,5.0,regulatory proteins,S,-9.554442,32.036175,11
Rv3417c,groEL,5.0,"virulence, detoxification, adaptation",O,-25.395552,27.020512,4
Rv3418c,groES,5.0,"virulence, detoxification, adaptation",O,-9.5902605,-1.0439174,2
Rv3419c,gcp,4.0,intermediary metabolism and respiration,O,-10.065547,18.721739,6
Rv3420c,rimI,5.0,information pathways,R,-14.180963,32.610905,7
Rv3421c,-,1.0,conserved hypotheticals,O,-10.591821,-1.544761,2
Rv3422c,-,2.0,conserved hypotheticals,R,-13.30699,32.573475,7
Rv3423c,alr,5.0,intermediary metabolism and respiration,M,-9.541971,-1.4263753,2
Rv3425,PPE57,3.0,PE/PPE,S,-15.567747,33.682796,7
Rv3427c,-,2.0,insertion seqs and phages,L,-15.347274,33.64104,7
Rv3433c,-,4.0,conserved hypotheticals,S,-16.744545,29.123833,18
Rv3434c,-,1.0,cell wall and cell processes,S,-18.310904,13.715456,3
Rv3438,-,1.0,conserved hypotheticals,S,-13.734685,38.27763,0
Rv3446c,-,1.0,conserved hypotheticals,S,-15.930851,26.954714,1
Rv3450c,-,2.0,cell wall and cell processes,S,-10.703926,27.286852,20
Rv3453,-,1.0,cell wall and cell processes,S,-18.154764,12.509971,3
Rv3455c,truA,3.0,information pathways,J,-15.926289,31.057951,13
Rv3460c,rpsM,2.0,information pathways,J,-13.831042,29.103481,14
Rv3463,-,1.0,conserved hypotheticals,C,-13.702929,38.28103,0
Rv3468c,-,1.0,intermediary metabolism and respiration,MG,-12.705059,26.375105,9
Rv3470c,ilvB2,3.0,intermediary metabolism and respiration,EH,-16.923431,15.199427,15
Rv3472,-,1.0,conserved hypotheticals,S,-12.715741,26.36366,9
Rv3473c,bpoA,1.0,"virulence, detoxification, adaptation",R,-9.441516,26.31644,12
Rv3475,-,,insertion seqs and phages,L,7.4845395,7.4899936,8
Rv3477,PE31,1.0,PE/PPE,S,-9.078472,44.87182,19
Rv3483c,-,1.0,cell wall and cell processes,S,-14.045242,26.478958,9
Rv3484,cpsA,1.0,conserved hypotheticals,K,-9.156787,18.370272,6
Rv3490,otsA,5.0,"virulence, detoxification, adaptation",G,-25.401955,27.785948,4
Rv3491,-,1.0,conserved hypotheticals,S,-8.685296,45.960052,5
Rv3492c,-,1.0,conserved hypotheticals,S,-12.479145,30.45058,16
Rv3493c,-,1.0,conserved hypotheticals,S,-12.847997,28.37336,14
Rv3494c,mce4F,1.0,"virulence, detoxification, adaptation",Q,-9.797637,18.593994,6
Rv3495c,lprN,3.0,cell wall and cell processes,Q,-10.062766,18.73865,6
Rv3496c,mce4D,1.0,"virulence, detoxification, adaptation",Q,-9.210592,18.384478,6
Rv3497c,mce4C,1.0,"virulence, detoxification, adaptation",Q,-9.251367,18.409859,6
Rv3498c,mce4B,1.0,"virulence, detoxification, adaptation",Q,-10.096213,18.77123,6
Rv3499c,mce4A,1.0,"virulence, detoxification, adaptation",Q,-9.263738,18.375776,6
Rv3500c,yrbE4B,1.0,"virulence, detoxification, adaptation",Q,-9.762022,18.581526,6
Rv3501c,yrbE4A,1.0,"virulence, detoxification, adaptation",Q,-10.103818,18.772575,6
Rv3502c,fabG,1.0,intermediary metabolism and respiration,IQR,-8.782815,18.474627,6
Rv3503c,fdxD,1.0,intermediary metabolism and respiration,C,-8.7882185,46.207756,5
Rv3506,fadD17,4.0,lipid metabolism,IQ,-11.988539,26.327312,20
Rv3510c,-,1.0,conserved hypotheticals,R,-8.839162,46.030525,5
Rv3512,PE_PGRS56,1.0,PE/PPE,S,-27.783312,27.850147,10
Rv3516,echA19,1.0,lipid metabolism,I,-14.108917,26.51861,9
Rv3518c,cyp142,5.0,intermediary metabolism and respiration,Q,-13.61971,25.135376,9
Rv3521,-,1.0,conserved hypotheticals,R,-11.624024,30.090038,16
Rv3522,ltp4,1.0,lipid metabolism,I,-13.63394,25.113783,9
Rv3526,-,5.0,intermediary metabolism and respiration,PR,-13.691435,26.821215,9
Rv3529c,-,1.0,conserved hypotheticals,S,-8.703606,46.087963,5
Rv3531c,-,1.0,conserved hypotheticals,S,-12.528402,28.450193,14
Rv3534c,-,3.0,intermediary metabolism and respiration,E,-8.812592,45.93086,5
Rv3535c,-,3.0,intermediary metabolism and respiration,Q,-12.468507,30.379442,16
Rv3536c,-,1.0,intermediary metabolism and respiration,Q,-9.543025,32.068413,11
Rv3537,-,4.0,intermediary metabolism and respiration,C,-9.6662445,31.993013,11
Rv3540c,ltp2,1.0,lipid metabolism,I,-10.20846,32.120655,11
Rv3541c,-,1.0,conserved hypotheticals,S,-9.601886,32.071327,11
Rv3542c,-,1.0,conserved hypotheticals,R,-10.126511,32.077354,11
Rv3543c,fadE29,5.0,lipid metabolism,I,-12.881648,28.424583,14
Rv3544c,fadE28,5.0,lipid metabolism,I,-8.80107,18.46216,6
Rv3545c,cyp125,5.0,intermediary metabolism and respiration,Q,-11.937785,29.83728,16
Rv3546,fadA5,5.0,lipid metabolism,I,-12.630498,28.354036,14
Rv3549c,-,1.0,intermediary metabolism and respiration,IQR,-9.238855,44.346596,19
Rv3550,echA20,1.0,lipid metabolism,I,-9.8200245,32.333923,11
Rv3551,-,2.0,intermediary metabolism and respiration,I,-27.366013,27.350586,10
Rv3552,-,2.0,intermediary metabolism and respiration,I,-14.173746,32.482906,7
Rv3553,-,1.0,intermediary metabolism and respiration,R,-12.665716,30.28855,16
Rv3556c,fadA6,1.0,lipid metabolism,I,-10.039547,32.02534,11
Rv3557c,-,3.0,regulatory proteins,K,-14.0984955,26.462818,9
Rv3559c,-,1.0,intermediary metabolism and respiration,IQR,-8.872136,45.167793,19
Rv3560c,fadE30,1.0,lipid metabolism,I,-9.998357,32.026127,11
Rv3561,fadD3,3.0,lipid metabolism,IQ,-8.956088,45.288517,5
Rv3563,fadE32,1.0,lipid metabolism,I,-12.634742,30.107338,16
Rv3564,fadE33,1.0,lipid metabolism,I,-12.528256,28.449064,14
Rv3565,aspB,2.0,intermediary metabolism and respiration,E,-8.787909,46.14447,5
Rv3567c,-,4.0,intermediary metabolism and respiration,R,-27.293581,27.921879,10
Rv3568c,bphC,5.0,intermediary metabolism and respiration,E,-12.527986,28.447878,14
Rv3569c,bphD,5.0,intermediary metabolism and respiration,R,-12.591753,30.145393,16
Rv3570c,-,5.0,intermediary metabolism and respiration,I,-12.508725,28.476336,14
Rv3571,hmp,5.0,intermediary metabolism and respiration,C,-12.53551,28.449991,14
Rv3574,-,3.0,regulatory proteins,K,-17.570919,28.846659,18
Rv3575c,-,1.0,regulatory proteins,K,-12.609566,30.398363,16
Rv3576,lppH,1.0,cell wall and cell processes,S,-12.027987,26.338781,20
Rv3577,-,1.0,conserved hypotheticals,R,-8.8984,46.04685,5
Rv3586,-,5.0,conserved hypotheticals,R,-14.178016,28.91742,14
Rv3589,mutY,4.0,information pathways,L,-15.877584,27.734255,1
Rv3590c,PE_PGRS58,1.0,PE/PPE,S,-10.6237,27.35531,20
Rv3591c,-,1.0,intermediary metabolism and respiration,R,-9.496995,26.310358,12
Rv3592,TB11.2,5.0,intermediary metabolism and respiration,R,-8.856426,46.22076,5
Rv3593,lpqF,1.0,cell wall and cell processes,V,-24.646677,27.471922,4
Rv3594,-,1.0,conserved hypotheticals,S,-14.0427,26.455143,9
Rv3595c,PE_PGRS59,1.0,PE/PPE,S,-17.488157,29.063738,18
Rv3600c,-,4.0,conserved hypotheticals,K,-15.502472,30.875204,13
Rv3601c,panD,5.0,intermediary metabolism and respiration,H,-13.878746,38.161507,0
Rv3602c,panC,5.0,intermediary metabolism and respiration,H,-13.771238,38.26911,0
Rv3604c,-,1.0,cell wall and cell processes,S,-14.16044,37.78278,0
Rv3607c,folB,5.0,intermediary metabolism and respiration,H,-27.818195,27.79119,10
Rv3610c,ftsH,5.0,cell wall and cell processes,O,-25.43221,27.339954,4
Rv3612c,-,1.0,conserved hypotheticals,S,-22.106888,25.81038,17
Rv3614c,-,4.0,cell wall and cell processes,S,-13.70037,31.923414,7
Rv3615c,-,4.0,cell wall and cell processes,S,-8.900502,18.42333,6
Rv3616c,-,5.0,cell wall and cell processes,S,-8.862291,18.415255,6
Rv3618,-,1.0,intermediary metabolism and respiration,C,-18.050762,12.509704,3
Rv3619c,esxV,3.0,cell wall and cell processes,S,-18.014442,12.532353,3
Rv3622c,PE32,1.0,PE/PPE,S,-13.670726,25.155798,9
Rv3623,lpqG,1.0,cell wall and cell processes,S,-8.703871,46.215908,5
Rv3626c,-,1.0,conserved hypotheticals,S,-12.041953,26.334145,20
Rv3627c,-,2.0,conserved hypotheticals,M,-9.796975,-1.2233428,2
Rv3630,-,2.0,cell wall and cell processes,S,-24.360035,27.760078,4
Rv3631,-,1.0,intermediary metabolism and respiration,M,-14.062908,26.500975,9
Rv3632,-,1.0,cell wall and cell processes,S,-8.262865,46.05844,5
Rv3633,-,1.0,conserved hypotheticals,Q,-16.910477,15.302252,15
Rv3635,-,1.0,cell wall and cell processes,S,-27.807873,27.607286,10
Rv3636,-,1.0,insertion seqs and phages,L,-9.139353,45.85191,5
Rv3640c,-,2.0,insertion seqs and phages,L,-11.612804,30.095724,16
Rv3642c,-,1.0,conserved hypotheticals,S,-17.452663,29.100002,18
Rv3643,-,1.0,conserved hypotheticals,S,-18.345934,13.603731,3
Rv3645,-,1.0,cell wall and cell processes,T,-9.585309,-1.4783784,2
Rv3647c,-,1.0,conserved hypotheticals,S,-9.518777,44.820934,19
Rv3651,-,1.0,conserved hypotheticals,S,-14.027262,26.529472,9
Rv3652,PE_PGRS60,2.0,PE/PPE,S,-9.086466,46.093323,5
Rv3655c,-,3.0,conserved hypotheticals,S,-27.743546,27.662949,10
Rv3656c,-,1.0,conserved hypotheticals,S,-9.038448,46.11908,5
Rv3658c,-,1.0,cell wall and cell processes,S,-13.613192,25.117794,9
Rv3659c,-,2.0,conserved hypotheticals,U,-8.932962,46.144753,5
Rv3660c,-,3.0,"virulence, detoxification, adaptation",S,-8.270494,46.11595,5
Rv3661,-,3.0,"virulence, detoxification, adaptation",E,-18.504665,14.154359,3
Rv3663c,dppD,1.0,cell wall and cell processes,R,-8.574946,46.21284,5
Rv3664c,dppC,2.0,cell wall and cell processes,EP,-18.314552,12.769945,3
Rv3665c,dppB,1.0,cell wall and cell processes,EP,-8.895685,45.141216,19
Rv3666c,dppA,1.0,cell wall and cell processes,E,-8.715685,44.908913,19
Rv3667,acs,5.0,lipid metabolism,I,-17.036247,15.055452,15
Rv3670,ephE,1.0,"virulence, detoxification, adaptation",R,-25.160418,27.338404,4
Rv3671c,-,5.0,intermediary metabolism and respiration,O,-24.823431,27.383844,4
Rv3672c,-,1.0,conserved hypotheticals,LR,-8.470761,46.239227,5
Rv3674c,nth,4.0,information pathways,L,-14.072727,26.456148,9
Rv3675,-,1.0,cell wall and cell processes,S,-8.389204,46.044388,5
Rv3677c,-,1.0,intermediary metabolism and respiration,R,-14.4310875,33.333744,7
Rv3679,-,2.0,cell wall and cell processes,P,-25.507504,27.134907,4
Rv3680,-,1.0,cell wall and cell processes,P,-10.157665,18.80999,6
Rv3682,ponA2,2.0,cell wall and cell processes,M,-24.15373,27.58778,4
Rv3683,-,1.0,conserved hypotheticals,R,-14.169387,28.94429,14
Rv3684,-,1.0,intermediary metabolism and respiration,E,-14.202824,32.43426,7
Rv3687c,rsfB,4.0,information pathways,T,-9.625073,32.002228,11
Rv3689,-,1.0,cell wall and cell processes,S,-17.071363,14.984566,15
Rv3690,-,1.0,cell wall and cell processes,S,-15.105277,33.21522,7
Rv3691,-,2.0,conserved hypotheticals,S,-17.805727,12.79704,3
Rv3693,-,1.0,cell wall and cell processes,R,-14.037497,26.477348,9
Rv3694c,-,1.0,cell wall and cell processes,S,-27.775352,27.75878,10
Rv3695,-,1.0,cell wall and cell processes,S,-8.950253,45.675453,5
Rv3696c,glpK,3.0,intermediary metabolism and respiration,C,-9.705308,18.495523,6
Rv3697c,-,2.0,"virulence, detoxification, adaptation",R,-8.878371,46.03595,5
Rv3698,-,1.0,conserved hypotheticals,S,-12.003818,26.3287,20
Rv3705c,-,1.0,conserved hypotheticals,S,-27.518904,27.915634,10
Rv3710,leuA,5.0,intermediary metabolism and respiration,E,-13.797987,38.09342,0
Rv3715c,recR,2.0,information pathways,L,-9.420838,44.406612,19
Rv3716c,-,2.0,conserved hypotheticals,S,-27.691916,27.589619,10
Rv3717,-,5.0,conserved hypotheticals,M,-16.447695,29.262695,18
Rv3719,-,1.0,conserved hypotheticals,C,-17.508167,28.944529,18
Rv3720,-,2.0,lipid metabolism,M,-16.975027,28.976334,18
Rv3723,-,3.0,cell wall and cell processes,S,-12.802323,30.27164,16
Rv3724B,cut5b,1.0,cell wall and cell processes,S,-9.1941805,45.522152,5
Rv3725,-,1.0,intermediary metabolism and respiration,MG,-8.5818815,46.251026,5
Rv3737,-,1.0,cell wall and cell processes,S,-8.330259,46.06157,5
Rv3739c,PPE67,1.0,PE/PPE,S,-15.8866,27.74206,1
Rv3748,-,1.0,conserved hypotheticals,S,-11.63994,30.078098,16
Rv3750c,-,1.0,insertion seqs and phages,S,-16.926636,15.331261,15
Rv3755c,-,1.0,conserved hypotheticals,S,-16.089664,31.07502,13
Rv3756c,proZ,2.0,"virulence, detoxification, adaptation",E,-15.80666,27.698477,1
Rv3757c,proW,2.0,"virulence, detoxification, adaptation",E,-14.156828,32.4613,7
Rv3760,-,1.0,cell wall and cell processes,S,-8.942802,46.151215,5
Rv3764c,-,5.0,regulatory proteins,T,-13.945027,32.918137,7
Rv3766,-,1.0,conserved hypotheticals,S,-14.363021,33.900925,7
Rv3767c,-,2.0,lipid metabolism,Q,-14.329158,33.889618,7
Rv3769,-,1.0,conserved hypotheticals,NT,-27.834938,27.763014,10
Rv3770A,-,1.0,insertion seqs and phages,S,-13.316699,32.614494,7
Rv3772,hisC2,2.0,intermediary metabolism and respiration,E,-27.75472,27.75375,10
Rv3774,echA21,1.0,lipid metabolism,I,-13.635033,25.121103,9
Rv3775,lipE,1.0,intermediary metabolism and respiration,V,-14.123664,26.516155,9
Rv3777,-,1.0,intermediary metabolism and respiration,CR,-15.130608,30.885149,13
Rv3778c,-,3.0,intermediary metabolism and respiration,E,-14.109823,28.879822,14
Rv3779,-,2.0,cell wall and cell processes,S,-12.796267,30.247454,16
Rv3789,-,4.0,cell wall and cell processes,S,-10.065409,-1.5002104,2
Rv3801c,fadD32,4.0,lipid metabolism,IQ,-13.818804,29.10784,14
Rv3802c,-,3.0,cell wall and cell processes,S,-9.924067,32.387634,11
Rv3804c,fbpA,5.0,lipid metabolism,R,-9.712178,-0.9857746,2
Rv3810,pirG,4.0,cell wall and cell processes,S,-24.278543,27.56047,4
Rv3811,-,1.0,conserved hypotheticals,M,-13.845227,32.403305,7
Rv3813c,-,1.0,conserved hypotheticals,R,-27.555447,27.914745,10
Rv3814c,-,1.0,intermediary metabolism and respiration,I,-9.501006,26.382215,12
Rv3815c,-,1.0,intermediary metabolism and respiration,I,-15.888245,27.750622,1
Rv3816c,-,1.0,intermediary metabolism and respiration,I,-17.457191,28.895288,18
Rv3817,-,2.0,intermediary metabolism and respiration,J,-9.148513,45.519794,5
Rv3818,-,2.0,conserved hypotheticals,PR,-17.423378,14.837452,15
Rv3819,-,1.0,conserved hypotheticals,S,-11.977856,26.371857,20
Rv3821,-,3.0,cell wall and cell processes,S,-27.605614,27.863735,10
Rv3822,-,4.0,conserved hypotheticals,S,-27.421225,27.323505,10
Rv3823c,mmpL8,3.0,cell wall and cell processes,R,-8.809071,18.458012,6
Rv3824c,papA1,3.0,lipid metabolism,Q,-10.614264,27.330462,20
Rv3825c,pks2,4.0,lipid metabolism,Q,-17.94517,12.543254,3
Rv3828c,-,1.0,insertion seqs and phages,L,-8.831945,46.213963,5
Rv3829c,-,1.0,intermediary metabolism and respiration,Q,-8.833741,46.088715,5
Rv3830c,-,1.0,regulatory proteins,K,-14.076012,26.589392,9
Rv3835,-,3.0,cell wall and cell processes,S,-9.538939,44.865086,19
Rv3838c,pheA,4.0,intermediary metabolism and respiration,E,-13.819638,37.962826,0
Rv3839,-,1.0,conserved hypotheticals,S,-13.293557,31.953794,7
Rv3841,bfrB,5.0,intermediary metabolism and respiration,P,-18.005611,12.543416,3
Rv3842c,glpQ1,3.0,intermediary metabolism and respiration,C,-14.318396,29.12665,14
Rv3843c,-,1.0,cell wall and cell processes,S,-14.118232,26.59097,9
Rv3848,-,2.0,cell wall and cell processes,S,-16.030678,31.083807,13
Rv3849,espR,5.0,regulatory proteins,S,-15.852786,31.053205,13
Rv3850,-,1.0,conserved hypotheticals,S,-27.849836,27.677519,10
Rv3852,hns,1.0,information pathways,S,-15.28366,31.01367,13
Rv3855,ethR,4.0,regulatory proteins,K,-27.419188,27.964674,10
Rv3859c,gltB,4.0,intermediary metabolism and respiration,E,-9.577281,-1.0716829,2
Rv3861,-,1.0,conserved hypotheticals,S,-27.834688,27.711554,10
Rv3864,-,2.0,cell wall and cell processes,S,-25.543873,27.245474,4
Rv3865,-,2.0,cell wall and cell processes,S,-8.819838,46.179886,5
Rv3866,-,3.0,cell wall and cell processes,S,-11.768341,29.975697,16
Rv3867,-,2.0,cell wall and cell processes,S,-13.18004,31.658709,16
Rv3868,-,5.0,cell wall and cell processes,O,-9.086478,18.383146,6
Rv3869,-,5.0,cell wall and cell processes,S,-9.189453,18.346521,6
Rv3870,-,5.0,cell wall and cell processes,D,-9.150012,18.355747,6
Rv3871,-,5.0,cell wall and cell processes,D,-9.161136,18.35609,6
Rv3873,PPE68,4.0,PE/PPE,S,-9.15848,18.395618,6
Rv3874,esxB,5.0,cell wall and cell processes,S,-18.41453,13.647644,3
Rv3876,-,4.0,cell wall and cell processes,D,-9.085003,18.388115,6
Rv3877,-,5.0,cell wall and cell processes,S,-9.134421,18.38067,6
Rv3880c,-,2.0,cell wall and cell processes,S,-13.2353525,31.582106,16
Rv3881c,-,5.0,cell wall and cell processes,S,-15.792555,27.677313,1
Rv3882c,-,3.0,cell wall and cell processes,S,-9.048323,18.390429,6
Rv3883c,mycP1,5.0,intermediary metabolism and respiration,O,-9.100815,18.393122,6
Rv3884c,-,2.0,cell wall and cell processes,O,-14.167794,33.06873,7
Rv3887c,-,2.0,cell wall and cell processes,S,-15.490692,33.59906,7
Rv3888c,-,1.0,cell wall and cell processes,D,-15.568118,33.683422,7
Rv3889c,-,2.0,cell wall and cell processes,S,-15.566218,33.68128,7
Rv3893c,PE36,1.0,PE/PPE,S,-11.630836,30.086641,16
Rv3896c,-,1.0,conserved hypotheticals,R,-13.660074,25.132837,9
Rv3897c,-,1.0,conserved hypotheticals,S,-18.053509,12.55054,3
Rv3898c,-,1.0,conserved hypotheticals,S,-9.168232,45.63205,5
Rv3908,-,3.0,information pathways,LR,-27.861143,27.658092,10
Rv3909,-,1.0,conserved hypotheticals,S,-9.542178,32.02478,11
Rv3910,-,5.0,cell wall and cell processes,RTKL,-9.569957,26.517447,12
Rv3916c,-,1.0,conserved hypotheticals,S,-16.27751,30.736908,13
Rv3919c,gidB,3.0,cell wall and cell processes,M,-25.483955,27.22506,4
Rv3920c,-,1.0,conserved hypotheticals,R,-16.315174,30.699966,13
Rv3922c,-,1.0,"virulence, detoxification, adaptation",S,-26.013714,27.79675,4
Rvnr01,rrs,,,S,-14.055241,37.931946,0
