Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv0126	treS	Trehalose synthase TreS	Non essential	virulence, detoxification, adaptation	Rv0900, Rv2829c, Rv3835, Rv1114, Rv2586c, Rv3168, Rv0626, Rv0211, Rv0596c, Rv3358
Rv0127	mak	Maltokinase Mak	Non essential	virulence, detoxification, adaptation	Rv3671c, Rv2518c, Rv0410c, Rv0384c, Rv2553c, Rv3101c, Rv3102c, Rv1512, Rv2202c, Rv0946c
Rv0128	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2793c, Rv3903c, Rv3765c, Rv1206, Rv2266, Rv2584c, Rv1026, Rv1033c, Rv0654, Rv1917c
Rv0129c	fbpC	Secreted antigen 85-C FbpC (85C) (antigen 85 complex C) (AG58C) (mycolyl transferase 85C) (fibronectin-binding protein C)	Non essential	lipid metabolism	Rv0241c, Rv3586, Rv0600c, Rv1184c, Rv0206c, Rv1633, Rv1474c, Rv2215, Rv2985, Rv1475c
Rv0130	htdZ	Probable 3-hydroxyl-thioester dehydratase	Non essential	intermediary metabolism and respiration	Rv0020c, Rv0948c, Rv3223c, Rv0949, Rv3270, Rv2626c, Rv3417c, Rv0617, Rv1884c, Rv0678
Rv0131c	fadE1	Probable acyl-CoA dehydrogenase FadE1	Non essential	lipid metabolism	Rv0221, Rv3408, Rv1980c, Rv0764c, Rv3409c, Rv2296, Rv2631, Rv3065, Rv1983, Rv3825c
Rv0132c	fgd2	Putative F420-dependent glucose-6-phosphate dehydrogenase Fgd2	Non essential	intermediary metabolism and respiration	Rv1850, Rv1155, Rv2063A, Rv3547, Rv0583c, Rv2573, Rv0116c, Rv1364c, Rv3744, Rv1162
Rv0133	-	GCN5-related N-acetyltransferase	Non essential	intermediary metabolism and respiration	Rv0516c, Rv0447c, Rv0159c, Rv2590, Rv0676c, Rv1747, Rv0899, Rv3824c, Rv0598c, Rv3469c
Rv0134	ephF	Possible epoxide hydrolase EphF (epoxide hydratase) (arene-oxide hydratase)	Non essential	virulence, detoxification, adaptation	Rv1213, Rv1151c, Rv3617, Rv3406, Rv3158, Rv0183, Rv0103c, Rv0535, Rv0598c, Rv2402
Rv0135c	-	Possible transcriptional regulatory protein	Non essential	regulatory proteins	Rv1820, Rv2258c, Rv0092, Rv1640c, Rv2241, Rv2537c, Rv0491, Rv2589, Rv2614c, Rv2746c
Rv0136	cyp138	Probable cytochrome P450 138 Cyp138	Non essential	intermediary metabolism and respiration	Rv3065, Rv2136c, Rv2349c, Rv1690, Rv0194, Rv2631, Rv1297, Rv0458, Rv1552, Rv3409c
Rv0137c	msrA	Probable peptide methionine sulfoxide reductase MsrA (protein-methionine-S-oxide reductase) (peptide met(O) reductase)	Non essential	intermediary metabolism and respiration	Rv2232, Rv0203, Rv0045c, Rv0933, Rv3357, Rv2702, Rv2118c, Rv1302, Rv3754, Rv0486
Rv0138	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv0445c, Rv2852c, Rv2218, Rv0342, Rv1365c, Rv2416c, Rv1328, Rv2267c, Rv3297, Rv0821c
Rv0139	-	Possible oxidoreductase	Growth advantage	intermediary metabolism and respiration	Rv0301, Rv0901, Rv1143, Rv2914c, Rv0386, Rv3585, Rv1399c, Rv2763c, Rv3382c, Rv0252
Rv0140	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2919c, Rv1259, Rv2801c, Rv3240c, Rv0496, Rv3149, Rv3358, Rv0211, Rv0626, Rv1537
Rv0141c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2631, Rv3409c, Rv3619c, Rv3065, Rv1601, Rv2136c, Rv0458, Rv2878c, Rv2349c, Rv1690
Rv0142	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0948c, Rv0020c, Rv0130, Rv3417c, Rv3270, Rv0678, Rv1884c, Rv3687c, Rv0949, Rv3223c
Rv0143c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv1013, Rv0853c, Rv1162, Rv1469, Rv0735, Rv1994c, Rv1020, Rv3731, Rv3744, Rv1329c
Rv0144	-	Probable transcriptional regulatory protein (possibly TetR-family)	Non essential	regulatory proteins	Rv3469c, Rv1760, Rv0015c, Rv2029c, Rv1843c, Rv0159c, Rv0351, Rv3824c, Rv0598c, Rv0447c
Rv0145	-	Possible S-adenosylmethionine-dependent methyltransferase	Non essential	lipid metabolism	Rv3487c, Rv2484c, Rv0838, Rv1384, Rv3056, Rv3080c, Rv0518, Rv0194, Rv0844c, Rv2009
Rv0146	-	Possible S-adenosylmethionine-dependent methyltransferase	Growth advantage	lipid metabolism	Rv2593c, Rv2211c, Rv2068c, Rv2495c, Rv0300, Rv2464c, Rv1992c, Rv0813c, Rv1433, Rv2783c
Rv0147	-	Probable aldehyde dehydrogenase (NAD+) dependent	Growth advantage	intermediary metabolism and respiration	Rv0221, Rv2296, Rv3408, Rv1980c, Rv1983, Rv0764c, Rv3825c, Rv1876, Rv1297, Rv3377c
Rv0148	-	Probable short-chain type dehydrogenase/reductase	Growth advantage	intermediary metabolism and respiration	Rv0802c, Rv1746, Rv0233, Rv3089, Rv2958c, Rv0182c, Rv3133c, NONE, NONE, NONE
Rv0149	-	Possible quinone oxidoreductase (NADPH:quinone oxidoreductase) (zeta-crystallin)	Growth advantage	intermediary metabolism and respiration	Rv2267c, Rv2852c, Rv0821c, Rv1365c, Rv0445c, Rv3146, Rv2962c, Rv1328, Rv2218, Rv3821
Rv0150c	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv2154c, Rv2445c, Rv3588c, Rv0489, Rv1956, Rv1991A, Rv2392, Rv3490, Rv2110c, Rv0462
Rv0151c	PE1	PE family protein PE1	Growth advantage	PE/PPE	Rv0977, Rv2918c, Rv3106, Rv3862c, Rv0286, Rv3366, Rv2299c, Rv3743c, Rv2294, Rv0518
Rv0152c	PE2	PE family protein PE2	Growth advantage	PE/PPE	Rv2267c, Rv0821c, Rv1365c, Rv2852c, Rv3146, Rv0445c, Rv2962c, Rv1328, Rv1468c, Rv3821
Rv0153c	ptbB	Phosphotyrosine protein phosphatase PTPB (protein-tyrosine-phosphatase) (PTPase)	Non essential	regulatory proteins	Rv0079, Rv1699, Rv1330c, Rv3389c, Rv0886, Rv3791, Rv0503c, Rv0382c, Rv1202, Rv1605
Rv0154c	fadE2	Probable acyl-CoA dehydrogenase FadE2	Non essential	lipid metabolism	Rv1131, Rv1202, Rv2150c, Rv2173, Rv2916c, Rv0079, Rv1611, Rv2453c, Rv0153c, Rv0503c
Rv0155	pntAa	Probable NAD(P) transhydrogenase (subunit alpha) PntAa [first part; catalytic part] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)	Non essential	intermediary metabolism and respiration	Rv1638, Rv0903c, Rv3722c, Rv0352, Rv2097c, Rv0490, Rv1106c, Rv1496, Rv3273, Rv2115c
Rv0156	pntAb	Probable NAD(P) transhydrogenase (subunit alpha) PntAb [second part; integral membrane protein] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)	Uncertain	intermediary metabolism and respiration	Rv3910, Rv2034, Rv1963c, Rv0712, Rv3545c, Rv1492, Rv0256c, Rv3534c, Rv0009, Rv3823c
Rv0157	pntB	Probable NAD(P) transhydrogenase (subunit beta) PntB [integral membrane protein] (pyridine nucleotide transhydrogenase subunit beta) (nicotinamide nucleotide transhydrogenase subunit beta)	Non essential	intermediary metabolism and respiration	Rv2097c, Rv1638, Rv0490, Rv2151c, Rv2977c, Rv2524c, Rv1280c, Rv3722c, Rv3908, Rv0903c
Rv0158	-	Probable transcriptional regulatory protein (possibly TetR-family)	Growth advantage	regulatory proteins	Rv3419c, Rv1205, Rv1239c, Rv0413, Rv1386, Rv0932c, Rv0931c, Rv1222, Rv0645c, Rv2187
Rv0159c	PE3	PE family protein PE3	Growth advantage	PE/PPE	Rv0516c, Rv0447c, Rv0676c, Rv2590, Rv3824c, Rv0598c, Rv1747, Rv3469c, Rv2029c, Rv1760
Rv0160c	PE4	PE family protein PE4	Growth advantage	PE/PPE	Rv1297, Rv2501c, Rv1552, Rv3825c, Rv1651c, Rv2351c, Rv1690, Rv2349c, Rv2914c, Rv2296
Rv0161	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv2103c, Rv1857, Rv1253, Rv2010, Rv3405c, Rv0734, Rv2234, Rv2602, Rv1739c, Rv1207
Rv0162c	adhE1	Probable zinc-type alcohol dehydrogenase (E subunit) AdhE1	Non essential	intermediary metabolism and respiration	Rv2416c, Rv3124, Rv0342, Rv0505c, Rv0848, Rv0445c, Rv2218, Rv2852c, Rv3297, Rv0980c
Rv0163	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0295c, Rv0297, Rv1497, Rv1029, Rv3088, Rv0533c, Rv2952, Rv1173, Rv3153, Rv1129c
Rv0164	TB18.5	Conserved protein TB18.5	Essential	conserved hypotheticals	Rv1857, Rv2103c, Rv2010, Rv3405c, Rv1253, Rv0734, Rv2234, Rv1207, Rv2602, Rv3416
Rv0165c	mce1R	Probable transcriptional regulatory protein Mce1R (probably GntR-family)	Non essential	regulatory proteins	Rv2407, Rv1317c, Rv2958c, Rv0233, Rv1344, Rv2911, Rv1746, Rv2436, Rv0182c, Rv0148
Rv0166	fadD5	Probable fatty-acid-CoA ligase FadD5 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	Non essential	lipid metabolism	Rv1213, Rv0103c, Rv1151c, Rv3406, Rv0183, Rv3158, Rv1032c, Rv3232c, Rv0535, Rv2191
Rv0167	yrbE1A	Conserved integral membrane protein YrbE1A	Non essential	virulence, detoxification, adaptation	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv3545c, Rv1963c, Rv2938, Rv3875
Rv0168	yrbE1B	Conserved integral membrane protein YrbE1B	Non essential	virulence, detoxification, adaptation	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv2938, Rv3571, Rv2936, Rv3545c, Rv2937
Rv0169	mce1A	Mce-family protein Mce1A	Non essential	virulence, detoxification, adaptation	Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv3545c, Rv2938, Rv2936, Rv2937, Rv1963c
Rv0170	mce1B	Mce-family protein Mce1B	Non essential	virulence, detoxification, adaptation	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv2938, Rv3545c, Rv2936, Rv2937
Rv0171	mce1C	Mce-family protein Mce1C	Non essential	virulence, detoxification, adaptation	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv2938, Rv3545c, Rv2936, Rv2937
Rv0172	mce1D	Mce-family protein Mce1D	Non essential	virulence, detoxification, adaptation	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv2938, Rv3571, Rv3545c, Rv2936, Rv2937
Rv0173	lprK	Possible Mce-family lipoprotein LprK (Mce-family lipoprotein Mce1E)	Non essential	cell wall and cell processes	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv3545c, Rv1963c, Rv2938, Rv2936
Rv0174	mce1F	Mce-family protein Mce1F	Non essential	virulence, detoxification, adaptation	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv2938, Rv3545c, Rv2936, Rv2937
Rv0175	-	Probable conserved Mce associated membrane protein	Non essential	cell wall and cell processes	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv2938, Rv3545c, Rv2936, Rv2937
Rv0176	-	Probable conserved Mce associated transmembrane protein	Non essential	cell wall and cell processes	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv2938, Rv2936, Rv2937, Rv3571, Rv3545c
Rv0177	-	Probable conserved Mce associated protein	Non essential	conserved hypotheticals	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv3571, Rv2938, Rv3545c, Rv2936, Rv2937
Rv0178	-	Probable conserved Mce associated membrane protein	Non essential	cell wall and cell processes	Rv0169, Rv3537, Rv3881c, Rv3570c, Rv3534c, Rv2938, Rv3571, Rv3545c, Rv2936, Rv2937
Rv0179c	lprO	Possible lipoprotein LprO	Non essential	cell wall and cell processes	Rv1288, Rv0853c, Rv2801A, Rv1077, Rv2482c, Rv3379c, Rv0032, Rv1433, Rv2388c, Rv0813c
Rv0180c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2986c, Rv3465, Rv0733, Rv3032, Rv0824c, Rv3914, Rv0288, Rv3443c, Rv2882c, Rv3923c
Rv0181c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3842c, Rv0475, Rv1955, Rv1212c, Rv0823c, Rv1302, Rv3404c, Rv0888, Rv0668, Rv2118c
Rv0182c	sigG	Probable alternative RNA polymerase sigma factor SigG (RNA polymerase ECF type sigma factor)	Non essential	information pathways	Rv2429, Rv0233, Rv3133c, Rv2958c, Rv3089, Rv1317c, Rv2407, Rv0148, Rv2006, NONE
Rv0183	-	Possible lysophospholipase	Non essential	intermediary metabolism and respiration	Rv3158, Rv1151c, Rv1213, Rv0103c, Rv2191, Rv2450c, Rv3406, Rv1032c, Rv3232c, Rv0535
Rv0184	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1317c, Rv2407, Rv2911, Rv1344, Rv2436, Rv2958c, Rv0233, Rv0182c, Rv1746, Rv2429
Rv0185	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0987, Rv3364c, Rv1859, Rv1872c, Rv0969, Rv0858c, Rv0277c, NONE, NONE, NONE
Rv0186	bglS	Probable beta-glucosidase BglS (gentiobiase) (cellobiase) (beta-D-glucoside glucohydrolase)	Non essential	intermediary metabolism and respiration	Rv3392c, Rv3145, Rv0848, Rv0980c, Rv3151, Rv3150, Rv2416c, Rv1743, Rv3148, Rv1372
Rv0187	-	Probable O-methyltransferase	Non essential	intermediary metabolism and respiration	Rv2688c, Rv0577, Rv1425, Rv0114, Rv0889c, Rv3203, Rv1180, Rv2821c, Rv1223, Rv1219c
Rv0188	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv1242, Rv2196, Rv0512, Rv1103c, Rv3886c, Rv1981c, Rv0956, Rv2332, Rv1558, Rv2748c
Rv0189c	ilvD	Probable dihydroxy-acid dehydratase IlvD (dad)	Essential	intermediary metabolism and respiration	Rv3260c, Rv3244c, Rv3280, Rv3246c, Rv3219, Rv3356c, Rv3276c, Rv3396c, Rv3247c, Rv1402
Rv0190	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv3874, Rv3869, Rv3544c, Rv3877, Rv3871, Rv3614c, Rv3882c, Rv3870, Rv3883c, Rv3616c
Rv0191	-	Probable conserved integral membrane protein	Growth advantage	cell wall and cell processes	Rv1846c, Rv1447c, Rv1692, Rv3703c, Rv3866, Rv1478, Rv3313c, Rv3557c, Rv1860, Rv0864
Rv0192	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv2822c, Rv1021, Rv2817c, Rv3328c, Rv2818c, Rv3812, Rv2819c, Rv3655c, Rv0694, Rv3667
Rv0192A	-	Conserved secreted protein	Growth advantage	cell wall and cell processes	Rv2964, Rv3316, Rv0754, Rv3702c, Rv3704c, Rv1563c, Rv1996, Rv3655c, Rv1267c, Rv1341
Rv0193c	-	Hypothetical protein	Growth advantage	conserved hypotheticals	Rv1690, Rv2349c, Rv1552, Rv1297, Rv3065, Rv0194, Rv2136c, Rv0844c, Rv3825c, Rv2763c
Rv0194	-	Probable transmembrane multidrug efflux pump	Growth advantage	cell wall and cell processes	Rv2136c, Rv0844c, Rv2349c, Rv1690, Rv0838, Rv3065, Rv1552, Rv0458, Rv1297, Rv2484c
Rv0195	-	Possible two component transcriptional regulatory protein (probably LuxR-family)	Growth advantage	regulatory proteins	Rv1731, Rv3506, Rv3734c, Rv3086, Rv1777, Rv1267c, Rv3704c, Rv3089, Rv1996, Rv1173
Rv0196	-	Possible transcriptional regulatory protein	Non essential	regulatory proteins	Rv2530c, Rv3754, Rv2596, Rv2702, Rv0933, Rv0418, Rv1562c, Rv3911, Rv0500, Rv3062
Rv0197	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv0386, Rv2820c, Rv2763c, Rv1143, Rv0844c, Rv0838, Rv0301, Rv0901, Rv2914c, Rv0518
Rv0198c	zmp1	Probable zinc metalloprotease Zmp1	Non essential	intermediary metabolism and respiration	Rv1746, Rv1344, Rv2407, Rv3119, Rv0978c, Rv1317c, Rv2911, Rv2958c, Rv0233, Rv1745c
Rv0199	-	Probable conserved membrane protein	Non essential	cell wall and cell processes	Rv2583c, Rv2249c, Rv3868, Rv0098, Rv3569c, Rv3849, Rv3872, Rv0655, Rv3876, Rv3543c
Rv0200	-	Possible conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2249c, Rv2583c, Rv0098, Rv3569c, Rv3872, Rv3868, Rv3876, Rv0655, Rv3723, Rv1236
Rv0201c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2234, Rv3405c, Rv3416, Rv2010, Rv2740, Rv3763, Rv1857, Rv1207, Rv2103c, Rv0734
Rv0202c	mmpL11	Probable conserved transmembrane transport protein MmpL11	Non essential	cell wall and cell processes	Rv0450c, Rv2048c, Rv1942c, Rv1272c, Rv0451c, Rv1348, Rv0391, Rv0998, Rv2498c, Rv1235
Rv0203	-	Possible exported protein	Non essential	cell wall and cell processes	Rv0045c, Rv2232, Rv2118c, Rv0137c, Rv1302, Rv0933, Rv3357, Rv2702, Rv0486, Rv0668
Rv0204c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2048c, Rv0450c, Rv0202c, Rv1272c, Rv0451c, Rv2498c, Rv1942c, Rv1348, Rv0998, Rv3495c
Rv0205	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0533c, Rv3157, Rv3153, Rv3878, Rv1497, Rv0297, Rv1261c, Rv1001, Rv1130, Rv3681c
Rv0206c	mmpL3	Possible conserved transmembrane transport protein MmpL3	Essential domain	cell wall and cell processes	Rv3586, Rv0600c, Rv0438c, Rv1909c, Rv3919c, Rv3318, Rv2922c, Rv2112c, NONE, NONE
Rv0207c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3384c, Rv2985, Rv2841c, Rv1475c, Rv1736c, Rv0549c, Rv1247c, Rv3791, Rv2601, Rv1699
Rv0208c	-	Hypothetical methlytransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv0070c, Rv0749, Rv3610c, Rv3687c, Rv3272, Rv0418, Rv1088, Rv3911, Rv0582, Rv0478
Rv0209	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3056, Rv2484c, Rv0518, Rv3080c, Rv3862c, Rv0838, Rv1246c, Rv3740c, Rv3487c, Rv2820c
Rv0210	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1743, Rv3150, Rv3151, Rv3152, Rv0867c, Rv0107c, Rv3392c, Rv3145, Rv0980c, Rv2973c
Rv0211	pckA	Probable iron-regulated phosphoenolpyruvate carboxykinase [GTP] PckA (phosphoenolpyruvate carboxylase) (PEPCK)(pep carboxykinase)	Non essential	intermediary metabolism and respiration	Rv0626, Rv3358, Rv0596c, Rv2865, Rv3835, Rv3240c, Rv0982, Rv1259, Rv2919c, Rv0900
Rv0212c	nadR	Possible transcriptional regulatory protein NadR (probably AsnC-family)	Non essential	regulatory proteins	Rv3589, Rv3272, Rv2596, Rv1316c, Rv3592, Rv1604, Rv1629, Rv2252, Rv0557, Rv0418
Rv0213c	-	Possible methyltransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv1328, Rv2218, Rv3297, Rv1468c, Rv0445c, Rv1222, Rv0342, Rv1365c, Rv2267c, Rv2852c
Rv0214	fadD4	Probable fatty-acid-CoA ligase FadD4 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	Non essential	lipid metabolism	Rv0764c, Rv1980c, Rv3408, Rv3377c, Rv1876, Rv0221, Rv0404, Rv0845, Rv1983, Rv2296
Rv0215c	fadE3	Probable acyl-CoA dehydrogenase FadE3	Non essential	lipid metabolism	Rv2296, Rv1983, Rv0221, Rv3825c, Rv1980c, Rv3408, Rv1876, Rv0764c, Rv1297, Rv2501c
Rv0216	-	Double hotdog hydratase	Non essential	intermediary metabolism and respiration	Rv0202c, Rv0450c, Rv2048c, Rv1272c, Rv1942c, Rv1348, Rv0451c, Rv0998, Rv0391, Rv1238
Rv0217c	lipW	Possible esterase LipW	Non essential	intermediary metabolism and respiration	Rv1983, Rv2296, Rv1876, Rv1980c, Rv3825c, Rv3408, Rv0221, Rv0764c, Rv3377c, Rv0845
Rv0218	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0192, Rv2822c, Rv2817c, Rv2818c, Rv1021, Rv3328c, Rv3812, Rv2819c, Rv3655c, Rv0694
Rv0219	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0015c, Rv3469c, Rv1843c, Rv1760, Rv2029c, Rv0351, Rv1915, Rv3824c, Rv0598c, Rv0159c
Rv0220	lipC	Probable esterase LipC	Non essential	intermediary metabolism and respiration	Rv3155, Rv1264, Rv2428, Rv1848, Rv1608c, Rv3130c, Rv2816c, Rv1187, Rv1218c, Rv0601c
Rv0221	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	Non essential	lipid metabolism	Rv3408, Rv1980c, Rv2296, Rv0764c, Rv1983, Rv3825c, Rv3409c, Rv1297, Rv2631, Rv3065
Rv0222	echA1	Probable enoyl-CoA hydratase EchA1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	Non essential	lipid metabolism	Rv1027c, Rv3913, Rv3378c, Rv3793, Rv3561, Rv1400c, Rv1558, Rv0512, Rv1931c, Rv0505c
Rv0223c	-	Probable aldehyde dehydrogenase	Non essential	intermediary metabolism and respiration	Rv0073, Rv3097c, Rv1694, Rv0869c, Rv1270c, Rv2673, Rv3509c, Rv0292, Rv2301, Rv1410c
Rv0224c	-	Possible methyltransferase (methylase)	Essential	intermediary metabolism and respiration	Rv1166, Rv1649, Rv3801c, Rv0651, Rv2153c, Rv1438, Rv0667, Rv2921c, Rv3580c, Rv3708c
Rv0225	-	Possible conserved protein	Essential	cell wall and cell processes	Rv0350, Rv1713, Rv2925c, Rv3436c, Rv1380, Rv1536, Rv2555c, Rv1389, Rv3834c, Rv3795
Rv0226c	-	Probable conserved transmembrane protein	Essential	cell wall and cell processes	Rv0005, Rv1169c, Rv1187, Rv3518c, Rv2816c, Rv1608c, Rv3565, Rv0220, Rv1938, Rv3155
Rv0227c	-	Probable conserved membrane protein	Essential	cell wall and cell processes	Rv1713, Rv0350, Rv2555c, Rv3795, Rv1380, Rv2925c, Rv3436c, Rv1536, Rv3834c, Rv1389
Rv0228	-	Probable integral membrane acyltransferase	Essential	intermediary metabolism and respiration	Rv2093c, Rv3778c, Rv3014c, Rv0291, Rv3455c, Rv2753c, Rv1594, Rv1483, Rv1708, Rv2194
Rv0229c	-	Possible conserved membrane protein with PIN domain	Non essential	cell wall and cell processes	Rv3328c, Rv2976c, Rv2822c, Rv3812, Rv3655c, Rv3567c, Rv2088, Rv0192, Rv1885c, Rv0234c
Rv0230c	php	Probable phosphotriesterase Php (parathion hydrolase) (PTE) (aryldialkylphosphatase) (paraoxonase) (a-esterase) (aryltriphosphatase) (paraoxon hydrolase)	Growth advantage	lipid metabolism	Rv1675c, Rv1160, Rv1911c, Rv2727c, Rv2548, Rv2579, Rv2389c, Rv1818c, Rv2719c, NONE
Rv0231	fadE4	Probable acyl-CoA dehydrogenase FadE4	Growth advantage	lipid metabolism	Rv1690, Rv2349c, Rv1552, Rv1297, Rv3065, Rv0194, Rv2136c, Rv0844c, Rv3825c, Rv1651c
Rv0232	-	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	Growth advantage	regulatory proteins	Rv2294, Rv3366, Rv1196, Rv2299c, Rv0006, Rv0286, Rv0977, Rv1625c, Rv1771, Rv3106
Rv0233	nrdB	Ribonucleoside-diphosphate reductase (beta chain) NrdB (ribonucleotide reductase small chain)	Non essential	information pathways	Rv2958c, Rv1317c, Rv2407, Rv0182c, Rv1344, Rv2911, Rv1746, Rv0148, Rv2429, Rv2436
Rv0234c	gabD1	Succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD1	Non essential	intermediary metabolism and respiration	Rv3567c, Rv2976c, Rv3316, Rv3655c, Rv3286c, Rv3812, Rv2088, Rv3315c, Rv1341, Rv3307
Rv0235c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv1013, Rv1162, Rv1994c, Rv1020, Rv0938, Rv3879c, Rv3083, Rv2063A, Rv1155, Rv3744
Rv0236A	-	Small secreted protein	Non essential	cell wall and cell processes	Rv3800c, Rv1536, Rv1389, Rv3436c, Rv3834c, Rv1380, Rv2610c, Rv2845c, Rv0041, Rv2925c
Rv0236c	aftD	Possible arabinofuranosyltransferase AftD	Essential	cell wall and cell processes	Rv1017c, Rv1990c, Rv1326c, Rv2448c, Rv1827, Rv2572c, Rv1381, Rv2244, Rv1656, Rv1603
Rv0237	lpqI	Probable conserved lipoprotein LpqI	Non essential	cell wall and cell processes	Rv0670, Rv2780, Rv3045, Rv1653, Rv1931c, Rv0548c, Rv2953, Rv1400c, Rv3449, Rv2950c
Rv0238	-	Possible transcriptional regulatory protein (probably TetR-family)	Non essential	regulatory proteins	Rv1493, Rv1314c, Rv0256c, Rv1492, Rv0712, Rv2034, Rv1701, Rv2419c, Rv1412, Rv1477
Rv0239	vapB24	Possible antitoxin VapB24	Non essential	virulence, detoxification, adaptation	Rv0469, Rv3286c, Rv2088, Rv1897c, Rv0234c, Rv1108c, Rv2976c, Rv0408, Rv0050, Rv3383c
Rv0240	vapC24	Possible toxin VapC24 Contains PIN domain	Non essential	virulence, detoxification, adaptation	Rv0596c, Rv0626, Rv3358, Rv2865, Rv0211, Rv3835, Rv0982, Rv3240c, Rv0900, Rv1259
Rv0241c	htdX	Probable 3-hydroxyacyl-thioester dehydratase HtdX	Non essential	intermediary metabolism and respiration	Rv0129c, Rv0600c, Rv3586, Rv2985, Rv0206c, Rv1474c, Rv1475c, Rv2215, Rv1633, Rv3919c
Rv0242c	fabG4	Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG4 (3-ketoacyl-acyl carrier protein reductase)	Non essential	lipid metabolism	Rv2359, Rv1822, Rv1538c, Rv2613c, Rv1539, Rv0465c, Rv3810, Rv2476c, Rv0983, Rv1957
